sigma: 22.470982031241125
216_1 250.0 188.0
216_7 200.0 168.0
216_9 201.0 133.0
216_8 212.0 146.0
216_6 218.0 172.0
216_5 233.0 174.0
170_3 224.96146295863136 172.21837987828715
215_8 206.36648741884756 150.53863956650437
170_4 206.3576181314516 151.25753673127915
119_2 219.73273342232028 164.60832398136168
65_1 228.31796068818235 171.2719629082275
