pos_1,pos_2,progenitor,descendants
114,256,1,1
144,225,2,2
149,208,3,3
102,308,4,4
112,288,5,5
134,313,6,6
122,306,7,7
145,293,8,8
154,281,8,9
170,278,9,10
152,262,10,11
193,252,11,12
179,242,12,13
184,229,13,14
179,219,14,15
128,275,15,16
150,274,16,17
164,252,17,18
145,242,18,19
192,272,19,20
176,249,20,21
165,241,21,22
170,216,22,23
