pos_1,pos_2,progenitor,descendants
105,247,1,1
132,240,2,2
129,217,3,3
140,200,4,4
130,320,5,5
118,309,6,6
139,304,7,7
147,288,8,8
166,279,9,9
152,259,10,10
192,266,11,11
193,246,12,12
187,225,13,13
177,219,14,14
135,276,15,15
148,275,16,16
161,248,17,17
140,229,18,18
192,278,19,19
172,248,20,20
155,233,21,21
179,207,22,22
