sigma: 22.470982031241125
216_15 293.0 317.0
216_14 279.0 319.0
216_17 276.0 266.0
216_16 273.0 287.0
216_19 296.0 274.0
216_18 310.0 297.0
216_21 299.0 229.0
216_20 319.0 268.0
216_11 249.0 311.0
216_13 281.0 296.0
216_12 266.0 311.0
216_9 256.0 326.0
216_8 277.0 341.0
216_7 297.0 341.0
216_6 307.0 361.0
216_1 240.0 380.0
216_5 251.0 343.0
216_4 289.0 328.0
216_3 287.0 341.0
212_3 287.2034024541352 334.5192186067166
159_2 271.7853508123915 334.90739880973575
106_1 271.8271723317682 334.8205380409092
207_5 273.62554218418086 334.68303165519944
209_7 272.83626410814566 334.29318060760585
155_3 272.9799777280489 334.31097312686614
201_8 273.33636164834445 307.1650242400508
155_4 272.23409189941145 333.33032786311355
106_2 272.47898923042396 333.95755870411904
59_1 272.2232847821666 334.231311129425
175_12 291.9355802283596 290.2201809302398
179_12 301.897472363346 286.01151422905167
126_6 291.78353570435536 290.5927078834695
177_10 275.3817134391359 278.56809426254796
180_9 284.46028401658623 300.39559902214705
130_5 284.4337365918939 300.0927949171537
73_3 291.576740842454 290.99047843971033
16_1 291.43564339515683 291.30510615437225
