cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,0,2,2,0,2,0,0
I2,0,1,2,0,2,2,1,2,0,0
I3,0,1,2,1,2,2,1,2,0,0
I4,0,1,2,1,2,2,1,2,0,0
216_8,0,1,2,1,2,2,1,2,0,0
216_7,0,1,2,1,2,2,1,2,0,0
I5,0,1,2,1,2,2,1,2,0,2
216_6,0,1,2,1,2,2,1,2,0,2
216_5,0,1,2,1,2,2,1,2,0,2
I6,0,1,2,2,2,2,1,2,0,0
I7,0,1,2,2,2,2,1,2,0,0
216_4,0,1,2,2,2,2,1,2,0,0
216_3,0,1,2,2,2,2,1,2,0,0
I8,0,1,2,2,2,2,1,2,0,0
216_2,0,1,2,2,2,2,1,2,0,0
216_1,0,1,2,2,2,2,1,2,1,0
I9,0,0,2,0,2,2,0,2,0,0
I10,2,0,2,0,2,2,0,2,0,2
I11,2,0,2,2,2,2,0,2,0,2
216_16,2,0,2,2,2,2,0,2,0,2
216_15,2,0,2,2,2,2,0,2,0,2
I12,2,0,2,0,2,2,0,2,0,2
216_14,2,0,2,0,2,2,0,2,0,2
216_13,2,0,2,0,2,2,0,2,0,2
I13,0,0,2,0,2,2,0,2,0,0
216_12,0,0,2,2,2,2,0,2,2,1
I14,2,1,2,0,2,2,0,2,0,0
216_10,2,1,2,0,2,2,0,2,0,0
216_9,2,1,2,0,2,2,0,2,0,0
I15,0,0,0,0,0,0,2,0,0,0
I16,0,0,2,2,1,1,2,1,1,0
216_33,0,2,2,2,1,1,2,1,1,0
I17,2,2,2,2,1,1,2,1,1,0
216_31,2,2,2,2,1,1,2,1,1,0
I18,2,2,2,2,1,1,2,1,1,0
216_29,2,2,2,2,1,1,2,1,1,1
216_28,2,2,2,2,1,1,2,1,1,0
I19,0,0,2,0,0,1,2,0,0,0
I20,0,0,2,2,1,1,2,0,0,0
I21,0,0,2,2,1,1,2,2,0,0
216_25,0,0,2,2,1,1,2,2,0,0
216_24,0,0,2,2,1,1,2,2,0,0
I22,0,0,2,2,1,1,2,1,0,0
216_27,0,0,2,2,1,1,2,1,0,0
216_26,0,0,2,2,1,1,2,1,0,0
I23,2,0,2,0,0,1,2,0,0,0
216_23,2,0,2,2,0,1,2,0,0,2
I24,2,0,2,0,0,1,2,0,0,2
216_18,2,0,2,0,0,1,2,0,0,2
216_17,2,0,2,0,0,1,2,0,0,2
Evolve tree: [&R] (((((216_17:6,216_18:6)I24:78,216_23:84)I23:49,((216_26:10,216_27:10)I22:34,(216_24:5,216_25:5)I21:39)I20:89)I19:41,(((216_28:26,216_29:26)I18:41,216_31:67)I17:59,216_33:126)I16:48)I15:41,((((216_9:26,216_10:26)I14:45,216_12:71)I13:54,((216_13:27,216_14:27)I12:42,(216_15:27,216_16:27)I11:42)I10:56)I9:43,(((216_1:6,216_2:6)I8:38,(216_3:5,216_4:5)I7:39)I6:39,((216_5:4,216_6:4)I5:35,(216_7:3,216_8:3)I4:36)I3:44)I2:85)I1:47)I0;
