sigma: 22.470982031241125
216_8 257.0 317.0
216_7 230.0 335.0
216_6 248.0 302.0
216_5 302.0 359.0
216_4 216.0 332.0
216_3 217.0 363.0
216_2 252.0 374.0
216_1 251.0 349.0
185_1 250.52298822061263 357.86058721539285
197_3 245.5839970811975 341.13888660730976
136_1 246.01546318761692 341.04482592398
191_4 247.19589847908443 340.35790444097586
196_6 244.08166332634923 328.57513805664746
140_3 246.7833968557907 340.5031702849401
93_1 246.3995640885964 340.7735855968328
