cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,1
I1,1,0,1,0,2,0,2,2,0,1
216_4,1,0,1,0,2,0,2,2,0,1
I2,1,1,1,0,2,0,2,2,0,1
216_6,1,1,1,0,2,0,2,2,0,1
216_5,1,1,1,0,2,0,2,2,0,1
I3,0,0,0,0,0,1,1,0,0,1
I4,2,0,0,0,0,1,1,1,0,1
I5,2,0,0,2,0,1,1,1,0,1
216_21,2,0,0,2,0,1,1,1,0,1
I6,2,0,2,2,0,1,1,1,0,1
216_19,2,0,2,2,0,1,1,1,0,1
216_18,2,0,2,2,0,1,1,1,0,1
I7,2,0,0,0,0,1,1,1,1,1
216_16,2,0,0,0,0,1,1,1,1,1
I8,2,0,2,0,2,1,1,1,1,1
216_15,2,0,2,0,2,1,1,1,1,1
216_14,2,0,2,0,2,1,1,1,1,1
I9,0,2,0,0,1,1,1,2,0,1
216_10,0,2,0,1,1,1,1,2,1,1
I10,1,2,0,0,1,1,1,2,0,1
216_8,1,2,0,0,1,1,1,2,2,1
216_7,1,2,0,0,1,1,1,2,0,1
Evolve tree: [&R] ((((216_7:0.054,216_8:0.054)I10:0.462,216_10:0.516)I9:0.294,(((216_14:0.018000000000000002,216_15:0.018000000000000002)I8:0.24,216_16:0.258)I7:0.258,((216_18:0.006,216_19:0.006)I6:0.228,216_21:0.234)I5:0.28200000000000003)I4:0.294)I3:0.3,((216_5:0.018000000000000002,216_6:0.018000000000000002)I2:0.252,216_4:0.27)I1:0.84)I0:0.18;
