[&R] (((((216_7:1.004,216_8:0.004)207_5:0.004,216_10:1.007)130_4:1.994,(((216_14:0,216_15:0)213_13:1,216_16:0)173_8:0,((216_18:0,216_19:1)215_18:0,216_21:1)177_11:0)130_5:0.001)81_2:0.001,((216_5:0,216_6:0)213_5:0,216_4:1)171_2:0.001)31_1:4.998)I0;
I0,0,0,0,0,0,0,0,0,0,0
31_1,0,0,1,0,0,1,2,1,2,0
171_2,0,0,1,0,0,1,2,1,2,0
216_4,0,1,1,0,0,1,2,1,2,0
213_5,0,0,1,0,0,1,2,1,2,0
216_6,0,0,1,0,0,1,2,1,2,0
216_5,0,0,1,0,0,1,2,1,2,0
81_2,0,0,1,0,0,1,2,1,2,0
130_5,0,0,1,0,0,1,2,1,2,0
177_11,0,0,1,0,0,1,2,1,2,0
216_21,1,0,1,0,0,1,2,1,2,0
215_18,0,0,1,0,0,1,2,1,2,0
216_19,0,0,1,0,1,1,2,1,2,0
216_18,0,0,1,0,0,1,2,1,2,0
173_8,0,0,1,0,0,1,2,1,2,0
216_16,0,0,1,0,0,1,2,1,2,0
213_13,0,0,1,0,0,1,2,1,2,1
216_15,0,0,1,0,0,1,2,1,2,1
216_14,0,0,1,0,0,1,2,1,2,1
130_4,0,1,1,0,1,1,2,1,2,0
216_10,1,1,1,0,1,1,2,1,2,0
207_5,0,1,1,0,1,1,2,1,2,0
216_8,0,1,1,0,1,1,2,1,2,0
216_7,0,1,1,1,1,1,2,1,2,0
