cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,2,0,0,0,0,0,0,0,0,0
I1,2,1,0,2,0,1,0,2,1,0
216_4,2,1,0,2,0,1,0,2,1,1
I2,2,1,0,2,0,1,0,2,1,0
216_6,2,1,0,2,0,1,0,2,1,0
216_5,2,1,0,2,0,1,0,2,1,0
I3,2,0,0,2,0,0,0,0,2,1
I4,2,0,0,2,2,0,0,0,2,1
I5,2,0,1,2,2,0,0,2,2,1
216_21,2,0,1,2,2,0,0,2,2,1
I6,2,0,1,2,2,0,0,2,2,1
216_19,2,0,1,2,2,0,0,2,2,1
216_18,2,0,1,2,2,0,0,2,2,1
I7,2,0,0,2,2,1,0,0,2,1
216_16,2,0,0,2,2,1,0,2,2,1
I8,2,0,0,2,2,1,0,0,2,1
216_15,2,0,2,2,2,1,0,0,2,1
216_14,2,0,0,2,2,1,0,0,2,1
I9,2,0,2,2,0,0,0,0,2,1
216_10,2,1,2,2,2,0,0,0,2,1
I10,2,0,2,2,0,0,0,0,2,1
216_8,2,0,2,2,0,0,0,0,2,1
216_7,2,0,2,2,0,0,0,0,2,1
Evolve tree: [&R] ((((216_7:0.01855321780474515,216_8:0.01855321780474515)I10:0.22237366256587862,216_10:0.24092688037062382)I9:0.22540491533050977,(((216_14:0.0060454085156434086,216_15:0.0060454085156434086)I8:0.09510759292149853,216_16:0.10115300143714195)I7:0.13977387893348175,((216_18:0.002000000000000148,216_19:0.002000000000000148)I6:0.08830406796528288,216_21:0.09030406796528304)I5:0.1506228124053407)I4:0.22540491533050977)I3:0.33382283605784036,((216_5:0.0060454085156434086,216_6:0.0060454085156434086)I2:0.10065568184478318,216_4:0.1067010903604266)I1:0.6934535413985472)I0:0.2695757900276572;
