sigma: 22.470982031241125
216_8 347.0 154.0
216_7 365.0 164.0
216_10 339.0 161.0
216_9 321.0 136.0
216_6 333.0 182.0
216_5 339.0 213.0
216_2 359.0 172.0
216_1 367.0 191.0
216_4 353.0 183.0
216_3 347.0 199.0
185_2 350.2905929461796 190.46117215625972
187_1 354.69868617120335 182.6516555073104
126_1 354.5158369132742 182.6770794483783
188_5 339.464202698689 189.93952757427584
66_1 345.1321841899166 177.54726231775882
202_10 340.79990494675815 158.91669246533885
209_9 353.7957080101956 159.02376733817385
143_5 341.04585856749077 159.1537940075968
16_1 345.0789107232189 177.3081293085226
