pos_1,pos_2,progenitor,descendants_1,descendants_2
177,135,1,1,
227,132,2,2,
214,159,3,3,
209,138,4,4,
159,123,5,5,6
191,129,6,7,
142,132,7,8,
153,112,8,9,
182,112,9,10,
228,158,10,11,
251,123,11,12,
225,148,12,13,
243,131,13,14,
210,126,14,15,
224,121,15,16,
216,101,16,17,
234,123,17,18,
260,109,18,19,
273,101,19,20,
222,84,20,21,
220,72,21,22,
