pos_1,pos_2,progenitor,descendants
180,154,1,1
171,133,2,2
229,132,3,3
216,154,4,4
215,140,5,5
154,135,6,6
163,108,7,7
181,128,8,8
202,136,9,9
143,140,10,10
153,114,11,11
185,127,12,12
230,162,13,13
252,121,14,14
233,148,15,15
244,129,16,16
209,127,17,17
219,121,18,18
213,100,19,19
233,119,20,20
253,113,21,21
274,100,22,22
216,88,23,23
241,75,24,24
205,62,25,25
236,63,26,26
