pos_1,pos_2,progenitor,descendants
194,166,1,1
167,135,2,2
238,142,3,3
219,126,4,4
206,158,5,5
234,153,6,6
209,145,7,7
220,146,7,8
151,141,8,9
165,109,9,10
179,130,10,11
206,133,11,12
141,149,12,13
154,118,13,14
195,110,14,15
179,115,15,16
211,173,16,17
237,176,17,18
269,123,18,19
250,118,19,20
247,153,20,21
247,131,21,22
209,129,22,23
212,116,23,24
208,99,24,25
230,123,25,26
225,110,26,27
245,100,27,28
282,101,28,29
212,83,29,30
242,69,30,31
204,71,31,32
245,57,32,33
