pos_1,pos_2,progenitor,descendants
177,136,1,1
224,130,2,2
214,161,3,3
208,136,4,4
158,127,5,5
194,127,6,6
138,133,7,7
153,112,8,8
182,112,9,9
228,158,10,10
251,123,11,11
222,146,12,12
243,131,13,13
210,126,14,14
224,121,15,15
217,102,16,16
234,123,17,17
260,109,18,18
273,101,19,19
222,89,20,20
216,72,21,21
