pos_1,pos_2,progenitor,descendants_1,descendants_2
175,133,1,1,
223,129,2,2,
216,162,3,3,
208,134,4,4,
160,125,5,5,
194,127,6,6,
138,131,7,7,
148,113,8,8,
176,119,9,9,
230,157,10,10,
251,125,11,11,
222,144,12,12,
242,131,13,13,
211,122,14,14,
228,118,15,15,
220,105,15,16,
234,123,16,17,
267,105,17,18,19
222,91,18,20,
221,72,19,21,
