cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,2,0,0,0,0,0,1,0,0,1
I1,2,0,0,0,0,1,1,0,0,1
216_14,2,0,0,0,0,1,1,0,1,1
I2,2,1,0,0,0,1,1,2,1,1
I3,2,1,0,0,0,1,1,2,1,1
216_8,2,1,0,0,0,1,1,2,1,1
216_7,2,1,0,0,0,1,1,2,1,1
I4,2,1,0,0,0,1,1,2,1,1
216_10,2,1,0,0,0,1,1,2,1,1
216_9,2,1,0,0,0,1,1,2,1,1
I5,2,2,1,2,0,0,1,1,1,1
I6,2,2,1,2,0,2,1,1,1,1
216_4,2,2,1,2,1,2,1,1,1,1
I7,2,2,1,2,0,2,1,1,1,1
216_6,2,2,1,2,0,2,1,1,1,1
216_5,2,2,1,2,0,2,1,1,1,1
I8,2,2,1,2,0,0,1,1,1,1
216_3,2,2,1,2,2,0,1,1,1,1
I9,2,2,1,2,0,1,1,1,1,1
216_2,2,2,1,2,0,1,1,1,1,1
216_1,2,2,1,2,0,1,1,1,1,1
Evolve tree: [&R] ((((216_1:0.020186915887850092,216_2:0.020186915887850092)I9:0.17831775700934316,216_3:0.19850467289719326)I8:0.2998878504672871,((216_5:0.008018691588784894,216_6:0.008018691588784894)I7:0.15712149532710032,216_4:0.16514018691588522)I6:0.33325233644859503)I5:0.3654392523364472,(((216_9:0.05345794392523269,216_10:0.05345794392523269)I4:0.14988785046728756,(216_7:0.03667289719626102,216_8:0.03667289719626102)I3:0.16667289719625925)I2:0.27168224299065175,216_14:0.475028037383172)I1:0.38880373831775544)I0:0.4261682242990652;
