cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,2,1,0,0,0,1,0,2
I1,1,0,2,1,0,0,1,1,0,2
216_14,1,1,2,1,0,2,1,1,0,2
I2,1,2,2,1,1,0,1,1,0,2
I3,1,2,2,1,1,0,1,1,0,2
216_8,1,2,2,1,1,0,1,1,0,2
216_7,1,2,2,1,1,0,1,1,0,2
I4,1,2,2,1,1,0,1,1,0,2
216_10,1,2,2,1,1,0,1,1,0,2
216_9,1,2,2,1,1,0,1,1,0,2
I5,0,0,2,1,0,2,2,1,0,2
I6,2,0,2,1,2,2,2,1,2,2
216_4,2,0,2,1,2,2,2,1,2,2
I7,2,0,2,1,2,2,2,1,2,2
216_6,2,0,2,1,2,2,2,1,2,2
216_5,2,0,2,1,2,2,2,1,2,2
I8,0,0,2,1,2,2,2,1,2,2
216_3,0,0,2,1,2,2,2,1,2,2
I9,0,0,2,1,2,2,2,1,2,2
216_2,0,0,2,1,2,2,2,1,2,2
216_1,0,2,2,1,2,2,2,1,2,2
Evolve tree: [&R] ((((216_1:0.020130191961974638,216_2:0.020130191961974638)I9:0.17333537919748926,216_3:0.1934655711594639)I8:0.2836791890131623,((216_5:0.008012977027052892,216_6:0.008012977027052892)I7:0.1534753439368624,216_4:0.1614883209639153)I6:0.31565643920871095)I5:0.3467474622912647,(((216_9:0.05302434717274747,216_10:0.05302434717274747)I4:0.14506887597437357,(216_7:0.03647072670750793,216_8:0.03647072670750793)I3:0.16162249643961307)I2:0.25703844600903725,216_14:0.4551316691561584)I1:0.36876055330773255)I0:0.41705581220541826;
