cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,1,2,0,0,0,0,2,2,0
I1,0,1,2,0,0,0,0,2,2,0
I2,0,1,2,0,0,1,0,2,2,0
216_12,0,1,2,0,0,1,0,2,2,1
216_11,0,1,2,0,0,1,0,2,2,0
I3,1,1,2,0,0,0,0,2,2,0
216_10,1,1,2,0,0,0,0,2,2,0
216_9,1,1,2,0,0,0,0,2,2,0
I4,0,1,2,0,0,1,0,2,2,0
I5,0,1,2,1,2,1,0,2,2,0
I6,0,1,2,1,2,1,0,2,2,0
216_6,0,1,2,1,2,1,0,2,2,0
216_5,0,1,2,1,2,1,1,2,2,1
I7,0,1,2,1,2,1,0,2,2,2
216_8,0,1,2,1,2,1,0,2,2,2
216_7,0,1,2,1,2,1,0,2,2,2
I8,0,1,2,1,0,1,1,2,2,0
I9,0,1,2,1,2,1,1,2,2,0
216_4,0,1,2,1,2,1,1,2,2,0
216_3,0,1,2,1,2,1,1,2,2,0
I10,2,1,2,1,0,1,1,2,2,0
216_2,2,1,2,1,2,1,1,2,2,0
216_1,2,1,2,1,0,1,1,2,2,0
Evolve tree: [&R] ((((216_1:0.264,216_2:0.264)I10:0.306,(216_3:0.258,216_4:0.258)I9:0.312)I8:0.264,((216_7:0.20400000000000001,216_8:0.20400000000000001)I7:0.342,(216_5:0.198,216_6:0.198)I6:0.34800000000000003)I5:0.28800000000000003)I4:0.28200000000000003,((216_9:0.078,216_10:0.078)I3:0.258,(216_11:0.06,216_12:0.06)I2:0.276)I1:0.78)I0:0.17400000000000002;
