cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,2,0,1,0,1,2,1,0,2,2
I2,2,0,1,0,1,2,1,0,2,2
216_1,2,0,1,0,1,2,1,2,2,2
I3,2,0,1,0,1,2,1,0,2,2
216_3,2,0,1,0,1,2,1,1,2,2
I4,2,0,1,0,1,2,1,0,2,2
216_4,2,0,1,0,1,2,1,0,2,2
216_5,2,0,1,0,1,2,1,0,2,2
I5,2,0,1,0,1,2,1,2,2,2
I6,2,0,1,0,1,2,1,2,2,2
216_10,2,0,1,0,1,2,1,2,2,2
I7,2,0,1,0,1,2,1,2,2,2
216_13,2,0,1,0,1,2,1,2,2,2
216_12,2,0,1,0,1,2,1,2,2,2
I8,2,0,1,0,1,2,1,2,2,2
I9,2,0,1,2,1,2,1,2,2,2
216_9,2,0,1,2,1,2,1,2,2,2
216_8,2,2,1,2,1,2,1,2,2,2
I10,2,1,1,2,1,2,1,2,2,2
216_7,2,1,1,2,1,2,1,2,2,2
216_6,2,1,1,2,1,2,1,2,2,2
I11,0,0,0,0,1,0,0,0,1,1
I12,1,1,0,0,1,0,1,0,1,1
216_15,1,1,0,1,1,0,1,0,1,1
216_14,1,1,0,1,1,0,1,0,1,1
I13,0,0,0,0,1,0,0,0,1,1
I14,0,2,0,0,1,0,0,0,1,1
216_25,0,2,1,0,1,0,1,1,1,1
I15,0,2,0,0,1,0,2,0,1,1
216_23,0,2,0,0,1,0,2,0,1,1
216_22,0,2,0,0,1,0,2,0,1,1
I16,0,0,0,0,1,0,0,0,1,1
I17,0,0,0,1,1,0,0,2,1,1
216_27,0,0,0,1,1,0,0,2,1,1
216_26,0,0,0,1,1,0,0,2,1,1
I18,2,0,0,0,1,0,0,1,1,1
I19,2,2,1,1,1,0,0,1,1,1
216_31,2,2,1,1,1,0,0,1,1,1
216_30,2,2,1,1,1,0,0,1,1,1
I20,2,0,0,0,1,0,0,1,1,1
216_29,2,0,0,0,1,0,0,1,1,1
216_28,2,0,0,0,1,0,0,1,1,1
Evolve tree: [&R] ((((((216_28:0.018000000000000002,216_29:0.018000000000000002)I20:0.228,(216_30:0.006,216_31:0.006)I19:0.24)I18:0.28800000000000003,(216_26:0.222,216_27:0.222)I17:0.312)I16:0.28800000000000003,((216_22:0.198,216_23:0.198)I15:0.318,216_25:0.516)I14:0.306)I13:0.27,(216_14:0.216,216_15:0.216)I12:0.876)I11:0.198,((((216_6:0.03,216_7:0.03)I10:0.258,(216_8:0.024,216_9:0.024)I9:0.264)I8:0.24,((216_12:0.03,216_13:0.03)I7:0.24,216_10:0.27)I6:0.258)I5:0.28800000000000003,(((216_5:0.024,216_4:0.024)I4:0.252,216_3:0.276)I3:0.24,216_1:0.516)I2:0.3)I1:0.47400000000000003)I0:0;
