[&R] (((((((216_28:0,216_29:0)213_27:1,(216_30:0,216_31:0)215_30:0)175_17:0,(216_26:1.028,216_27:0.028)179_18:0.972)127_8:0,((216_22:2,216_23:0)183_18:0,216_25:0)130_8:0)79_4:4.959,(216_14:0,216_15:0)180_11:4.959)34_3:0.041,((((216_6:0,216_7:0)211_5:0,(216_8:0,216_9:0)212_7:2)168_3:0,((216_12:0,216_13:0)211_8:0,216_10:0)171_6:0)128_2:0,(((216_5:0,216_4:0)212_4:2,216_3:1)170_2:0,216_1:1)130_1:0)80_1:4)virtual:0)I0;
I0,0,0,0,0,0,0,0,0,0,0
virtual,0,0,0,0,0,0,0,0,0,0
80_1,0,2,2,0,0,1,0,0,0,1
130_1,0,2,2,0,0,1,0,0,0,1
216_1,0,2,2,0,0,1,0,0,1,1
170_2,0,2,2,0,0,1,0,0,0,1
216_3,0,2,2,2,0,1,0,0,0,1
212_4,2,2,2,0,0,1,2,0,0,1
216_4,2,2,2,0,0,1,2,0,0,1
216_5,2,2,2,0,0,1,2,0,0,1
128_2,0,2,2,0,0,1,0,0,0,1
171_6,0,2,2,0,0,1,0,0,0,1
216_10,0,2,2,0,0,1,0,0,0,1
211_8,0,2,2,0,0,1,0,0,0,1
216_13,0,2,2,0,0,1,0,0,0,1
216_12,0,2,2,0,0,1,0,0,0,1
168_3,0,2,2,0,0,1,0,0,0,1
212_7,0,2,2,0,0,1,1,2,0,1
216_9,0,2,2,0,0,1,1,2,0,1
216_8,0,2,2,0,0,1,1,2,0,1
211_5,0,2,2,0,0,1,0,0,0,1
216_7,0,2,2,0,0,1,0,0,0,1
216_6,0,2,2,0,0,1,0,0,0,1
34_3,0,0,0,0,0,0,0,0:0.96/2:0.04,0,0
180_11,0,2,2,0,1,0,0,2,0,2
216_15,0,2,2,0,1,0,0,2,0,2
216_14,0,2,2,0,1,0,0,2,0,2
79_4,0,1,0,2,0,1,0,2,0,1
130_8,0,1,0,2,0,1,0,2,0,1
216_25,0,1,0,2,0,1,0,2,0,1
183_18,0,1,0,2,0,1,0,2,0,1
216_23,0,1,0,2,0,1,0,2,0,1
216_22,2,1,0,2,0,1,2,2,0,1
127_8,0,1,0,2,0,1,0,2,0,1
179_18,0:0.03/2:0.97,1,0,2,0,1,0,2,0,1
216_27,2,1,0,2,0,1,0,2,0,1
216_26,2,1,0,2,0,1,0,2,1,1
175_17,0,1,0,2,0,1,0,2,0,1
215_30,0,1,0,2,0,1,0,2,0,1
216_31,0,1,0,2,0,1,0,2,0,1
216_30,0,1,0,2,0,1,0,2,0,1
213_27,1,1,0,2,0,1,0,2,0,1
216_29,1,1,0,2,0,1,0,2,0,1
216_28,1,1,0,2,0,1,0,2,0,1
