pos_1,pos_2,progenitor,descendants
208,216,1,1
208,177,2,2
193,180,3,3
179,164,4,4
197,161,5,5
179,135,6,6
137,154,7,7
112,146,8,8
163,150,9,9
160,123,10,10
206,146,11,11
201,135,11,12
127,241,12,13
128,217,13,14
141,233,14,15
138,211,15,16
128,181,16,17
155,185,17,18
134,170,18,19
147,161,19,20
123,201,20,21
116,183,21,22
150,218,22,23
145,193,23,24
161,200,24,25
167,189,25,26
179,209,26,27
189,198,27,28
