	0
117_3	116
119_2	118
120_1	119
14_1	13
165_1	164
166_4	165
167_7	166
167_8	166
171_3	170
171_6	170
206_2	205
208_10	207
208_11	207
212_14	211
213_5	212
215_1	214
215_4	214
215_8	214
216_1	215
216_10	215
216_11	215
216_12	215
216_13	215
216_14	215
216_15	215
216_16	215
216_17	215
216_18	215
216_19	215
216_2	215
216_20	215
216_3	215
216_4	215
216_5	215
216_6	215
216_7	215
216_8	215
216_9	215
65_1	64
