cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,2,0,2,2,0,1,0,2,1
I2,1,2,0,2,2,0,1,0,2,1
216_4,1,2,0,2,2,1,1,0,2,1
216_3,1,2,0,2,2,2,1,0,2,1
I3,1,2,0,2,2,1,1,0,2,1
216_2,1,2,1,2,2,1,1,0,2,1
216_1,1,2,0,2,2,1,1,0,2,1
I4,0,0,0,0,0,0,0,1,0,0
I5,2,0,2,2,2,0,2,1,0,1
I6,2,0,2,2,2,0,2,1,1,1
216_12,2,0,2,2,2,0,2,1,1,1
216_11,2,0,2,2,2,0,2,1,1,1
I7,2,0,2,2,2,0,2,1,0,1
216_10,2,2,2,2,2,0,2,1,2,1
216_9,2,2,2,2,2,0,2,1,0,1
I8,0,0,2,0,0,0,2,1,0,0
I9,0,2,2,0,0,0,2,1,0,0
216_8,2,2,2,0,0,1,2,1,0,0
216_7,1,2,2,0,2,0,2,1,0,0
I10,0,0,2,0,0,0,2,1,0,0
216_6,0,1,2,0,0,0,2,1,0,2
216_5,2,0,2,0,1,0,2,1,0,1
Evolve tree: [&R] ((((216_5:0.14400000000000002,216_6:0.14400000000000002)I10:0.34800000000000003,(216_7:0.138,216_8:0.138)I9:0.354)I8:0.396,((216_9:0.138,216_10:0.138)I7:0.336,(216_11:0.108,216_12:0.108)I6:0.366)I5:0.41400000000000003)I4:0.27,((216_1:0.216,216_2:0.216)I3:0.28800000000000003,(216_3:0.186,216_4:0.186)I2:0.318)I1:0.654)I0:0.132;
