cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,1,0
I1,0,2,0,2,1,0,1,0,1,0
I2,2,2,0,2,1,0,1,0,1,0
216_4,2,2,0,2,1,0,1,0,1,0
216_3,2,2,2,2,1,0,1,1,1,0
I3,2,2,0,2,1,0,1,0,1,2
216_2,2,2,0,2,1,0,1,0,1,2
216_1,2,2,0,2,1,2,1,0,1,2
I4,2,2,1,0,2,0,0,1,1,2
I5,2,2,1,0,2,2,0,1,1,2
I6,2,2,1,2,2,2,0,1,1,2
216_12,2,2,1,2,2,2,0,1,1,2
216_11,2,2,1,2,2,2,0,1,1,2
I7,2,2,1,0,2,2,0,1,1,2
216_10,2,2,1,0,2,2,0,1,1,2
216_9,2,2,1,0,2,2,0,1,1,2
I8,2,2,1,1,2,2,0,1,1,2
I9,2,2,1,1,2,2,0,1,1,2
216_8,2,2,1,1,2,2,0,1,1,2
216_7,2,2,1,1,2,2,0,1,1,2
I10,2,2,1,1,2,2,0,1,1,2
216_6,2,2,1,1,2,2,0,1,1,2
216_5,2,2,1,1,2,2,0,1,1,2
Evolve tree: [&R] ((((216_5:0.10115887850467117,216_6:0.10115887850467117)I10:0.28891588785046407,(216_7:0.09672897196261515,216_8:0.09672897196261515)I9:0.29334579439252007)I8:0.405252336448596,((216_9:0.09672897196261515,216_10:0.09672897196261515)I7:0.276859813084109,(216_11:0.07485981308411084,216_12:0.07485981308411084)I6:0.29872897196261333)I5:0.4217383177570071)I4:0.3229906542056071,((216_1:0.15577570093457696,216_2:0.15577570093457696)I3:0.24538317757009093,(216_3:0.13269158878504456,216_4:0.13269158878504456)I2:0.2684672897196233)I1:0.7171588785046704)I0:0.17168224299065427;
