cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_16,1,0,0,2,0,2,2,0,2,1
216_15,1,0,0,2,0,2,2,0,2,1
216_14,1,2,0,2,0,2,2,0,2,1
216_13,1,2,0,2,0,2,2,0,2,1
216_6,0,1,0,2,1,0,0,0,0,0
216_5,0,1,2,2,1,0,2,0,0,0
216_4,2,0,0,2,0,0,0,0,0,0
216_3,2,0,0,2,0,0,0,0,0,0
216_2,2,0,2,2,0,0,0,0,0,0
216_1,2,0,2,2,0,0,0,0,0,0
216_28,2,0,2,2,1,0,2,0,2,2
216_27,2,0,2,2,1,0,2,2,2,2
216_26,2,1,2,2,1,1,2,1,2,2
216_25,2,1,2,2,1,1,2,1,2,2
216_32,2,0,0,2,1,1,2,0,2,2
216_31,2,0,0,2,1,1,2,0,2,2
216_30,2,0,0,2,1,1,2,2,2,2
216_29,2,0,0,2,1,1,2,2,2,2
216_24,0,2,2,2,2,1,2,1,0,2
216_23,0,2,2,2,2,0,2,1,0,2
216_22,2,2,2,2,2,0,2,1,0,2
216_21,2,2,2,2,2,0,2,1,0,2
216_20,0,2,0,2,2,0,2,2,0,2
216_19,0,2,0,2,2,0,2,2,0,2
216_18,0,2,1,2,2,0,2,2,0,2
216_17,0,2,1,2,2,0,2,2,0,2
