pos_1,pos_2,progenitor,descendants
323,169,1,1
302,161,2,2
367,126,3,3
339,144,4,4
286,192,5,5
283,147,6,6
359,117,7,7
308,92,8,8
326,144,9,9
358,151,10,10
371,142,11,11
299,128,12,12
335,116,13,13
425,131,14,14
403,124,15,15
387,118,16,16
396,91,17,17
373,109,18,18
350,88,19,19
375,87,20,20
361,66,21,21
277,85,22,22
299,68,23,23
337,94,24,24
342,82,25,25
339,70,26,26
320,68,27,27
312,48,28,28
348,59,29,29
