pos_1,pos_2,progenitor,descendants
316,161,1,1
362,140,2,2
339,145,3,3
298,197,4,4
278,150,5,5
351,120,6,6
312,108,7,7
325,153,8,8
366,152,9,9
305,142,10,10
339,122,11,11
400,146,12,12
399,123,13,13
374,124,14,14
394,99,15,15
359,98,16,16
358,80,17,17
289,96,18,18
299,69,19,19
343,98,20,20
344,84,20,21
337,79,21,22
321,73,22,23
321,59,23,24
345,54,24,25
