pos_1,pos_2,progenitor,descendants
326,167,1,1
302,159,2,2
367,133,3,3
340,143,4,4
288,192,5,5
277,150,6,6
359,117,7,7
308,92,8,8
327,145,9,9
359,150,10,10
370,144,11,11
302,128,12,12
339,115,13,13
423,135,14,14
403,125,15,15
387,119,16,16
397,94,17,17
373,109,18,18
350,88,19,19
376,91,20,20
359,68,21,21
278,85,22,22
296,72,23,23
335,93,24,24
342,82,25,25
338,70,26,26
319,73,27,27
315,53,28,28
347,59,29,29
