cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_19,1,0,2,1,1,2,0,1,0,0
216_18,0,0,2,1,1,2,0,1,0,0
216_21,0,0,2,1,1,2,0,1,0,0
216_20,0,2,2,1,1,2,0,1,0,0
216_17,0,0,0,0,1,1,2,1,0,2
216_16,0,0,0,0,1,1,2,1,0,2
216_13,1,2,0,0,1,1,2,1,0,2
216_15,1,2,1,0,1,1,2,1,0,2
216_14,1,2,1,0,1,1,2,1,0,2
216_4,0,2,0,1,1,1,1,2,0,1
216_3,0,2,0,1,1,1,1,2,0,1
216_2,1,2,0,1,1,1,1,2,0,1
216_1,1,2,0,1,1,1,1,2,0,1
216_6,2,2,2,1,0,1,0,2,2,2
216_5,2,2,2,1,0,1,0,2,2,2
216_8,2,2,2,1,0,1,0,2,2,2
216_7,2,2,2,1,0,1,0,2,2,2
216_10,0,2,2,2,1,1,0,2,2,0
216_9,0,2,2,0,1,1,0,2,2,0
216_12,1,2,2,0,1,1,0,2,2,2
216_11,0,2,2,0,1,1,0,2,2,0
