cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,0,0,0,0,0,0,2
I2,0,0,1,2,0,0,0,0,0,2
216_1,0,0,1,2,2,0,2,2,2,2
I3,0,0,1,2,0,0,0,0,2,2
216_3,2,0,1,2,2,0,1,0,2,2
216_2,1,0,1,2,0,0,0,0,2,2
I4,0,0,0,0,0,0,0,1,0,2
I5,2,2,2,0,1,1,0,1,0,2
216_5,2,2,2,0,1,1,1,1,0,2
216_4,2,2,2,0,1,1,0,1,0,2
I6,2,0,0,1,0,0,0,1,0,2
216_7,2,0,0,1,0,0,0,1,0,2
216_6,2,2,0,1,0,0,0,1,0,2
I7,0,0,2,2,2,0,0,0,2,0
I8,1,0,2,2,2,0,0,1,2,0
I9,1,0,2,2,2,0,0,1,2,0
I10,1,0,2,2,2,0,1,1,2,0
216_18,1,1,2,2,2,0,1,1,2,0
216_17,1,0,2,2,2,0,1,1,2,0
I11,1,0,2,2,2,1,0,1,2,0
216_20,1,0,2,2,2,1,1,1,2,1
216_19,1,0,2,2,2,1,0,1,2,0
I12,1,0,2,2,2,0,0,1,2,0
216_16,1,0,2,2,2,0,0,1,2,0
I13,1,0,2,2,2,0,0,1,2,2
216_15,1,0,2,2,2,0,0,1,2,2
216_14,1,0,2,2,2,0,0,1,2,2
I14,0,0,2,2,2,0,0,0,2,0
I15,0,1,2,2,2,2,1,2,2,0
216_9,0,1,2,2,2,2,1,2,2,0
216_8,1,1,2,2,2,2,1,2,2,0
I16,0,0,2,2,2,0,0,0,2,0
I17,2,0,2,2,2,0,0,0,2,0
216_11,2,0,2,2,2,0,0,0,2,0
216_10,2,0,2,2,2,1,0,0,2,0
I18,0,0,2,2,2,0,0,0,2,1
216_13,0,0,2,2,2,0,0,0,2,1
216_12,0,0,2,2,2,0,0,0,2,1
Evolve tree: [&R] (((((216_12:0.139087268163632,216_13:0.139087268163632)I18:0.2307894204180704,(216_10:0.11268051464220175,216_11:0.11268051464220175)I17:0.2571961739395006)I16:0.2575199494549938,(216_8:0.1480041787330661,216_9:0.1480041787330661)I15:0.4793924593036302)I14:0.2780149757179793,(((216_14:0.09535897289914641,216_15:0.09535897289914641)I13:0.2590184665041141,216_16:0.35437743940326055)I12:0.24313351824963125,((216_19:0.11268051464220175,216_20:0.11268051464220175)I11:0.23656388625149194,(216_17:0.06979383206259182,216_18:0.06979383206259182)I10:0.2794505688311019)I9:0.24826655675919806)I8:0.30790065610178374)I7:0.3355364209146333,(((216_6:0.2027358884260363,216_7:0.2027358884260363)I6:0.3364362997210527,(216_4:0.18885288391360008,216_5:0.18885288391360008)I5:0.3503193042334889)I4:0.3662394256075866,((216_2:0.21206645384354594,216_3:0.21206645384354594)I3:0.27062628644423775,216_1:0.4826927402877838)I2:0.42271887346689185)I1:0.3355364209146333)I0:0;
