cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,2,0,0,2,0,1,2
I1,2,1,0,2,0,0,2,0,1,2
I2,2,1,0,2,0,0,2,0,1,2
216_2,2,1,0,2,1,0,2,0,1,2
216_1,2,1,0,2,0,0,2,0,1,2
I3,2,1,0,2,2,0,2,0,1,2
216_4,2,1,0,2,2,2,2,0,1,2
216_3,2,1,0,2,2,0,2,0,1,2
I4,1,0,0,2,2,0,2,1,1,2
I5,1,0,2,2,2,0,2,1,1,2
216_14,1,0,2,2,2,1,2,1,1,2
216_13,1,0,2,2,2,0,2,1,1,2
I6,1,0,0,2,2,2,2,1,1,2
I7,1,0,0,2,2,2,2,1,1,2
216_12,1,0,0,2,2,2,2,1,1,2
216_11,1,0,0,2,2,2,2,1,1,2
I8,1,0,0,2,2,2,2,1,1,2
216_10,1,0,0,2,2,2,2,1,1,2
216_9,1,0,0,2,2,2,2,1,1,2
Evolve tree: [&R] ((((216_9:4,216_10:4)I8:45,(216_11:3,216_12:3)I7:46)I6:49,(216_13:43,216_14:43)I5:55)I4:58,((216_3:11,216_4:11)I3:41,(216_1:9,216_2:9)I2:43)I1:104)I0:59;
