sigma: 22.470982031241125
216_10 185.0 367.0
216_9 203.0 397.0
216_4 225.0 365.0
216_3 230.0 378.0
216_2 253.0 366.0
216_1 248.0 396.0
177_1 245.73322619532252 380.0007708195562
182_3 227.8583816426211 371.86708722911885
120_3 233.3351364856986 377.4542613850004
191_9 197.86133910096115 381.55803665516436
7_1 219.61075624476433 379.07189028215896
