sigma: 22.470982031241125
216_10 386.0 445.0
216_9 355.0 433.0
216_15 357.0 410.0
216_14 299.0 417.0
216_13 324.0 431.0
216_2 308.0 407.0
216_1 290.0 405.0
216_4 324.0 403.0
216_3 325.0 417.0
216_6 369.0 402.0
216_5 383.0 416.0
216_7 408.0 438.0
189_3 381.40285790261686 418.6049645710328
146_2 381.53218139870603 418.8347229386704
193_2 324.75398744458323 410.1577182858286
194_1 339.72531973508376 419.3696718360543
150_1 339.99035834567144 419.4565465683462
93_1 340.3064496255833 419.5745002993777
187_7 328.89048328551905 419.47297306401384
150_5 329.18209567102116 419.3970326895622
193_7 340.7644610185299 419.9406044194456
93_2 340.5716258008596 419.8170649177816
45_1 340.43905652756746 419.695772252855
