sigma: 22.470982031241125
216_16 415.0 160.0
216_14 441.0 219.0
216_13 451.0 242.0
216_10 476.0 198.0
216_9 496.0 187.0
216_12 436.0 194.0
216_11 447.0 197.0
216_6 399.0 195.0
216_5 388.0 216.0
216_8 400.0 159.0
216_7 375.0 175.0
216_4 422.0 190.0
216_3 430.0 219.0
216_2 411.0 222.0
216_1 429.0 233.0
216_21 399.0 224.0
216_24 385.0 184.0
216_23 377.0 211.0
216_20 358.0 200.0
216_18 370.0 246.0
216_17 355.0 274.0
216_28 439.0 207.0
216_27 455.0 214.0
216_26 421.0 146.0
216_25 411.0 181.0
216_30 369.0 159.0
216_29 335.0 186.0
216_32 413.0 134.0
216_31 382.0 131.0
201_18 392.7519484605824 138.9003045523321
202_17 374.7032471375387 162.7904230326657
162_8 375.15653039182837 162.59625344227487
197_13 422.16362041778854 180.4710339544056
204_18 445.0672851581569 208.17770400753125
163_7 422.3016134385876 180.85142426771287
122_4 399.7178470451812 184.66202498522964
203_9 373.33339814470446 228.89077850550376
166_5 373.4524141122507 228.55185336480233
200_12 390.0295551879594 205.49583450704668
167_7 390.15731862865186 205.60860220466236
123_3 402.0083461008329 202.6979964035881
75_2 402.27750175446664 202.49875345200056
204_1 413.70840718748013 211.93181412022224
205_3 424.3836449525214 205.45618948143084
170_1 413.65411580520777 211.79690274201153
211_6 388.33713997758593 170.1604482445761
212_5 393.5083444516272 204.0565225514854
171_3 393.55570270737036 190.00315678184697
124_1 402.9342036786811 202.51489770203332
206_8 459.08247206694267 194.5117007099819
208_7 460.2530648787637 194.43140721741193
170_3 459.5575148779588 194.48424745937905
210_11 444.865840695657 228.18995506296625
173_7 429.95527794108386 197.86905985725787
127_3 429.944141797738 197.8831492311502
77_1 402.87033612321585 202.48430768149217
32_1 402.5742096213487 202.49237580495299
