cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,2,0,2,1,0,0,0,0
I2,0,1,2,0,2,1,2,0,2,1
216_16,0,1,2,2,2,1,2,0,2,1
I3,0,1,2,0,2,1,2,0,2,1
216_18,0,1,2,0,2,1,2,0,2,1
216_17,0,1,2,0,2,1,2,0,2,1
I4,0,0,2,0,2,1,0,2,0,0
I5,0,0,2,0,2,1,0,2,0,0
216_20,0,0,2,0,2,1,0,2,0,1
216_19,0,2,2,0,2,1,0,2,0,0
I6,0,0,2,0,2,1,0,2,0,0
216_22,0,0,2,0,2,1,0,2,0,0
216_21,0,0,2,0,2,1,2,2,1,0
I7,1,2,0,2,1,0,0,2,1,0
I8,1,2,0,2,1,0,2,2,1,0
216_15,1,2,0,2,1,0,2,2,1,0
I9,1,2,2,2,1,0,2,2,1,0
216_14,1,2,2,2,1,0,2,2,1,0
216_13,1,2,2,2,1,0,2,2,1,0
I10,1,2,2,2,1,0,0,2,1,2
I11,1,2,2,2,1,0,0,2,1,2
216_10,1,2,2,2,1,0,0,2,1,2
216_9,1,2,2,2,1,0,0,2,1,2
I12,1,2,2,2,1,0,2,2,1,2
216_12,1,2,2,2,1,0,2,2,1,2
216_11,1,2,2,2,1,0,2,2,1,2
Evolve tree: [&R] ((((216_11:0.03667289719626102,216_12:0.03667289719626102)I12:0.23641121495326783,(216_9:0.008018691588784894,216_10:0.008018691588784894)I11:0.26506542056074395)I10:0.3844672897196236,((216_13:0.008018691588784894,216_14:0.008018691588784894)I9:0.2548785046728936,216_15:0.2628971962616785)I8:0.39465420560747394)I7:0.6324485981308403,(((216_21:0.05770093457943823,216_22:0.05770093457943823)I6:0.2205046728971934,(216_19:0.04084112149532636,216_20:0.04084112149532636)I5:0.23736448598130525)I4:0.33525233644859576,((216_17:0.003999999999999924,216_18:0.003999999999999924)I3:0.24375700934579086,216_16:0.24775700934579079)I2:0.3657009345794366)I1:0.6765420560747653)I0:0;
