cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,2,0,0,0,0,0,0,0,0,0
I2,2,0,1,0,0,1,0,2,1,2
216_16,2,2,1,0,0,1,1,2,1,2
I3,2,0,1,2,2,1,0,2,1,2
216_18,2,0,1,2,2,1,0,2,1,2
216_17,2,0,1,2,2,1,0,2,1,2
I4,2,0,0,0,2,2,0,0,0,0
I5,2,0,0,1,2,2,0,2,0,0
216_20,2,0,0,1,2,2,0,2,0,0
216_19,2,0,0,1,2,2,0,2,0,0
I6,2,0,0,0,2,2,0,0,0,0
216_22,2,0,0,0,2,2,0,0,0,0
216_21,2,0,0,0,2,2,0,0,0,0
I7,2,0,0,0,0,1,0,1,0,2
I8,2,0,0,0,0,1,0,1,1,2
216_15,2,0,0,2,0,1,1,1,1,2
I9,2,0,0,1,2,1,0,1,1,2
216_14,2,0,0,1,2,1,0,1,1,2
216_13,2,0,0,1,2,1,0,1,1,2
I10,2,0,0,0,1,1,0,1,0,2
I11,2,0,0,1,1,1,0,1,0,2
216_10,2,0,0,1,1,1,0,1,0,2
216_9,2,0,0,1,1,1,0,1,0,2
I12,2,2,2,2,1,1,0,1,0,2
216_12,2,2,2,2,1,1,0,1,0,2
216_11,2,2,2,2,1,1,0,1,0,2
Evolve tree: [&R] ((((216_11:0.054,216_12:0.054)I12:0.306,(216_9:0.012,216_10:0.012)I11:0.34800000000000003)I10:0.402,((216_13:0.012,216_14:0.012)I9:0.336,216_15:0.34800000000000003)I8:0.41400000000000003)I7:0.528,(((216_21:0.084,216_22:0.084)I6:0.28200000000000003,(216_19:0.06,216_20:0.06)I5:0.306)I4:0.354,((216_17:0.006,216_18:0.006)I3:0.324,216_16:0.33)I2:0.39)I1:0.5700000000000001)I0:0;
