69_1,324.0,395.0
125_1,331.0,409.0
213_5,344.0,406.0
216_7,333.0,406.0
216_6,352.0,406.0
175_1,320.0,441.0
216_1,338.0,443.0
216_3,328.0,419.0
123_2,306.0,371.0
172_3,279.0,374.0
216_10,261.0,368.0
213_6,274.0,375.0
216_9,283.0,374.0
216_8,265.0,383.0
168_4,323.0,377.0
214_12,322.0,362.0
216_14,327.0,364.0
216_13,312.0,359.0
212_7,299.0,370.0
216_12,308.0,372.0
216_11,298.0,371.0
12_2,296.0,378.0
59_5,311.0,373.0
120_11,317.0,350.0
170_20,308.0,356.0
211_34,322.0,339.0
216_42,313.0,332.0
216_41,328.0,350.0
208_30,290.0,351.0
216_40,287.0,343.0
216_39,298.0,358.0
164_19,316.0,323.0
211_37,319.0,292.0
216_46,315.0,280.0
216_45,317.0,296.0
207_31,304.0,315.0
216_44,304.0,298.0
216_43,295.0,325.0
116_9,312.0,394.0
208_28,295.0,387.0
216_36,295.0,386.0
216_35,298.0,411.0
203_21,299.0,414.0
216_32,281.0,400.0
216_31,303.0,424.0
52_3,273.0,381.0
114_7,290.0,364.0
160_12,283.0,349.0
205_21,275.0,327.0
216_30,284.0,315.0
216_29,264.0,337.0
216_27,246.0,356.0
216_26,247.0,385.0
104_5,265.0,406.0
156_9,247.0,394.0
204_15,246.0,406.0
216_22,240.0,403.0
216_21,257.0,421.0
202_13,211.0,394.0
216_20,225.0,399.0
216_19,194.0,401.0
152_7,264.0,448.0
199_9,289.0,477.0
216_16,299.0,487.0
216_15,268.0,487.0
216_18,274.0,443.0
