cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_7,0,0,1,0,1,1,0,0,2,2
216_6,0,0,1,0,1,1,0,0,2,2
216_3,1,0,1,0,1,1,0,1,2,2
216_1,1,0,1,0,1,1,0,0,2,2
216_10,0,1,1,2,0,1,0,0,2,2
216_9,0,1,1,2,0,1,0,0,2,2
216_8,0,1,1,2,0,1,0,0,2,2
216_14,0,0,1,2,0,1,0,0,2,2
216_13,0,0,1,2,0,1,0,0,2,2
216_12,1,0,1,2,0,0,0,2,2,2
216_11,1,0,1,2,0,0,0,2,2,2
216_42,2,2,2,0,0,0,0,0,1,2
216_41,2,2,2,0,0,2,0,0,1,2
216_40,2,2,2,0,0,0,0,0,1,2
216_39,2,2,2,0,0,0,0,0,1,2
216_46,2,2,2,0,0,0,0,2,1,2
216_45,2,2,2,0,0,0,0,2,1,2
216_44,2,2,2,0,0,0,0,2,1,2
216_43,2,2,2,0,0,0,0,2,1,2
216_36,2,1,2,2,0,2,1,1,1,0
216_35,2,1,2,2,0,2,1,1,1,0
216_32,2,1,2,0,1,2,1,0,1,1
216_31,2,1,2,0,1,2,1,0,1,1
216_26,0,0,2,2,1,0,0,1,0,1
216_27,1,0,2,2,1,1,0,1,0,1
216_30,1,0,2,2,1,0,0,1,0,1
216_29,1,0,2,2,1,0,0,1,0,1
216_22,0,1,2,2,0,2,2,1,2,1
216_21,0,1,2,2,0,2,2,1,2,1
216_20,0,1,2,2,0,2,2,1,2,1
216_19,0,1,2,2,0,2,2,1,2,1
216_18,0,1,2,2,0,2,2,1,2,1
216_16,0,1,2,2,0,2,2,1,2,1
216_15,0,1,2,2,1,2,2,1,2,1
