cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,1,0,2,0,1,0,0
I2,1,0,0,1,0,2,0,1,0,0
I3,1,0,1,1,0,2,0,1,0,1
216_7,1,0,1,1,0,2,0,1,0,1
216_6,1,0,1,1,0,2,0,1,0,1
I4,1,0,2,1,0,2,0,1,1,0
216_3,1,2,2,1,2,2,1,1,1,0
216_1,1,0,2,1,0,2,0,1,1,0
I5,0,0,2,1,0,2,1,1,0,1
I6,0,0,2,1,0,2,1,1,0,1
216_10,0,0,2,1,0,2,1,1,0,1
I7,0,0,2,1,0,2,1,1,0,1
216_9,0,0,2,1,0,2,1,1,0,1
216_8,0,0,2,1,0,2,1,1,0,1
I8,0,0,2,1,0,2,1,1,0,1
I9,2,0,2,1,0,2,1,1,2,1
216_14,2,0,2,1,0,2,1,1,2,1
216_13,2,0,2,1,0,2,1,1,2,1
I10,0,0,2,1,0,2,1,1,2,1
216_12,0,0,2,1,0,2,1,1,2,1
216_11,0,0,2,1,0,2,1,1,2,1
I11,0,0,1,0,0,0,0,0,0,0
I12,2,2,1,0,0,0,0,0,0,0
I13,2,2,1,1,0,0,0,2,0,0
I14,2,2,1,1,1,0,0,2,1,1
I15,2,2,1,1,1,0,0,2,1,1
216_42,2,2,1,1,1,0,0,2,1,1
216_41,2,2,1,1,1,0,0,2,1,1
I16,2,2,1,1,1,0,1,2,1,1
216_40,2,2,1,1,1,0,1,2,1,1
216_39,2,2,1,1,1,0,1,2,1,1
I17,2,2,1,1,1,0,2,2,1,0
I18,2,2,1,1,1,0,2,2,1,0
216_46,2,2,1,1,1,0,2,2,1,0
216_45,2,2,1,1,1,0,2,2,1,0
I19,2,2,1,1,1,0,2,2,1,0
216_44,2,2,1,1,1,0,2,2,1,0
216_43,2,2,1,1,1,0,2,2,1,0
I20,2,2,1,0,0,1,0,0,0,1
I21,2,2,1,0,0,1,2,0,0,1
216_36,2,2,1,0,0,1,2,0,0,1
216_35,2,2,1,0,0,1,2,0,0,1
I22,2,2,1,2,0,1,1,1,0,1
216_32,2,2,1,2,0,1,1,1,0,1
216_31,2,2,1,2,0,1,1,1,0,1
I23,0,0,1,1,0,0,0,0,1,0
I24,2,0,1,1,0,0,0,0,1,1
216_26,2,1,1,1,0,2,0,1,1,1
I25,2,1,1,1,0,0,1,0,1,1
216_27,2,1,1,1,0,0,1,0,1,1
I26,2,1,1,1,0,2,1,0,1,1
216_30,2,1,1,1,0,2,1,0,1,1
216_29,2,1,1,1,0,2,1,0,1,1
I27,0,0,1,1,0,0,2,0,1,0
I28,0,0,1,1,0,0,2,1,1,2
I29,0,0,1,1,1,0,2,1,1,2
216_22,0,0,1,1,1,0,2,1,1,2
216_21,0,0,1,1,1,0,2,1,1,2
I30,0,0,1,1,0,0,2,1,1,2
216_20,0,0,1,1,0,0,2,1,1,2
216_19,0,0,1,1,1,0,2,1,1,2
I31,1,0,1,1,0,0,2,0,1,2
216_18,1,0,1,1,0,0,2,0,1,2
I32,1,0,1,1,0,2,2,0,1,2
216_16,1,0,1,1,0,2,2,0,1,2
216_15,1,0,1,1,0,2,2,0,1,2
Evolve tree: [&R] ((((((216_15:0.0705420560747651,216_16:0.0705420560747651)I32:0.223140186915885,216_18:0.29368224299065016)I31:0.2705046728971943,((216_19:0.05770093457943823,216_20:0.05770093457943823)I30:0.21538317757009062,(216_21:0.0492336448598122,216_22:0.0492336448598122)I29:0.22385046728971664)I28:0.2911028037383156)I27:0.3416448598130831,(((216_29:0.04502803738317676,216_30:0.04502803738317676)I26:0.20775700934579155,216_27:0.25278504672896834)I25:0.2514953271028017,216_26:0.5042803738317699)I24:0.40155140186915755)I23:0.29719626168224283,(((216_31:0.05345794392523269,216_32:0.05345794392523269)I22:0.43906542056074294,(216_35:0.03252336448598071,216_36:0.03252336448598071)I21:0.4599999999999949)I20:0.3643738317756995,(((216_43:0.03667289719626102,216_44:0.03667289719626102)I19:0.1961121495327075,(216_45:0.020186915887850092,216_46:0.020186915887850092)I18:0.21259813084111842)I17:0.23644859813083904,((216_39:0.03252336448598071,216_40:0.03252336448598071)I16:0.17082242990653954,(216_41:0.020186915887850092,216_42:0.020186915887850092)I15:0.18315887850467016)I14:0.2658878504672873)I13:0.38766355140186753)I12:0.34613084112149506)I11:0.08697196261682245,((((216_11:0.016112149532709976,216_12:0.016112149532709976)I10:0.1969719626168195,(216_13:0.008018691588784894,216_14:0.008018691588784894)I9:0.2050654205607446)I8:0.238878504672895,((216_8:0.012056074766354914,216_9:0.012056074766354914)I7:0.1816261682242963,216_10:0.19368224299065123)I6:0.25828037383177327)I5:0.3366168224299049,((216_1:0.17932710280373554,216_3:0.17932710280373554)I4:0.2612149532710255,(216_6:0.012056074766354914,216_7:0.012056074766354914)I3:0.42848598130840604)I2:0.3480373831775684)I1:0.5014205607476632)I0:0;
