cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,1,0,0,0
I1,0,0,0,0,0,0,1,0,0,0
I2,0,0,0,0,0,1,1,1,1,1
216_15,0,0,2,0,1,1,1,1,1,1
I3,0,0,1,0,1,1,1,1,1,1
216_14,0,0,1,0,1,1,1,1,1,1
216_13,0,2,1,0,1,1,1,1,1,1
I4,0,2,0,0,1,1,1,0,0,0
I5,0,2,0,0,1,1,1,0,0,0
216_20,0,2,2,0,1,1,1,0,0,0
216_19,0,2,0,0,1,1,1,0,0,0
I6,0,2,0,0,1,1,1,0,0,0
216_18,0,2,0,0,1,1,1,0,0,0
216_17,0,2,0,0,1,1,1,0,0,0
I7,0,0,0,0,0,2,1,0,1,0
I8,1,0,0,0,0,2,1,0,1,1
I9,1,0,2,0,0,2,1,0,1,1
216_12,1,0,2,0,0,2,1,0,1,1
216_11,1,0,2,0,0,2,1,0,1,1
I10,1,0,0,0,0,2,1,0,1,1
216_10,1,0,0,0,0,2,1,0,1,1
216_9,1,0,0,0,0,2,1,0,1,1
I11,0,0,0,1,0,2,1,0,1,1
I12,0,0,1,1,1,2,1,2,1,1
I13,0,0,1,1,1,2,1,2,1,1
216_2,0,0,1,1,1,2,1,2,1,1
216_1,0,0,1,1,1,2,1,2,1,1
I14,0,0,1,1,1,2,1,2,1,1
216_4,0,0,1,1,1,2,1,2,1,1
216_3,2,0,1,1,1,2,1,2,1,1
I15,1,0,0,1,0,2,1,0,1,1
I16,1,0,0,1,0,2,1,0,1,1
216_6,1,0,0,1,0,2,1,0,1,1
216_5,1,0,0,1,0,2,1,0,1,1
I17,1,0,1,1,0,2,1,0,1,1
216_8,1,0,1,1,0,2,1,0,1,1
216_7,1,0,1,1,0,2,1,0,1,1
Evolve tree: [&R] (((((216_7:0.06138193148560831,216_8:0.06138193148560831)I17:0.19825486555052418,(216_5:0.02419549947338963,216_6:0.02419549947338963)I16:0.23544129756274287)I15:0.25672385487465177,((216_3:0.044720728399874905,216_4:0.044720728399874905)I14:0.19093830049441085,(216_1:0.02419549947338963,216_2:0.02419549947338963)I13:0.21146352942089613)I12:0.2807016230164986)I11:0.28105498874235607,((216_9:0.17967221023387375,216_10:0.17967221023387375)I10:0.2754594589222845,(216_11:0.17967221023387375,216_12:0.17967221023387375)I9:0.2754594589222845)I8:0.34228397149698203)I7:0.2958761593075401,(((216_17:0.17510412748404047,216_18:0.17510412748404047)I6:0.2800275416721178,(216_19:0.17510412748404047,216_20:0.17510412748404047)I5:0.2800275416721178)I4:0.34228397149698203,((216_13:0.11704607916389712,216_14:0.11704607916389712)I3:0.30559611645509616,216_15:0.4226421956189933)I2:0.3747734450341471)I1:0.2958761593075401)I0:0.14765623470862857;
