cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,2,0,0,1,1,0,0,1,1,0
I1,2,1,2,1,1,0,0,1,1,0
216_9,2,1,2,1,1,0,0,1,1,1
I2,2,1,2,1,1,0,0,1,1,0
216_11,2,1,2,1,1,0,0,1,1,0
216_10,2,1,2,1,1,0,0,1,1,0
I3,2,0,2,1,1,0,1,1,1,2
I4,2,2,2,1,1,0,1,1,1,2
I5,2,2,2,1,1,1,1,1,1,2
216_8,2,2,2,1,1,1,1,1,1,2
216_7,2,2,2,1,1,1,1,1,1,2
I6,2,2,2,1,1,0,1,1,1,2
216_6,2,2,2,1,1,0,1,1,1,2
216_5,2,2,2,1,1,0,1,1,1,2
I7,2,0,2,1,1,0,1,1,1,2
I8,2,0,2,1,1,0,1,1,1,2
216_2,2,0,2,1,1,0,1,1,1,2
216_1,2,0,2,1,1,0,1,1,1,2
I9,2,0,2,1,1,0,1,1,1,2
216_4,2,0,2,1,1,0,1,1,1,2
216_3,2,0,2,1,1,0,1,1,1,2
Evolve tree: [&R] ((((216_3:0.04300285984445322,216_4:0.04300285984445322)I9:0.12078396688435673,(216_1:0.03613294572515325,216_2:0.03613294572515325)I8:0.1276538810036567)I7:0.22946472185043668,((216_5:0.02284949311935647,216_6:0.02284949311935647)I6:0.12511524991681316,(216_7:0.004015098179377865,216_8:0.004015098179377865)I5:0.14394964485679182)I4:0.24528680554307697)I3:0.3522817779999811,((216_10:0.03387720367619631,216_11:0.03387720367619631)I2:0.12350930585940545,216_9:0.1573865095356018)I1:0.5881468170436257)I0:0.32419709520740336;
