experiment,cell_name,numSites,simulation_paramstrueBrlen,estBrlen,simulation_params,trueBrlen
s20c6,b'157_6',k50,,0.29906647552552795,sigma15_spalin,0.318
s20c6,b'216_11',k50,,0.524823218056319,sigma15_spalin,0.354
s20c6,b'216_10',k50,,0.524823218056319,sigma15_spalin,0.354
s20c6,b'46_2',k50,,0.42198321676766054,sigma15_spalin,0.27
s20c6,b'176_10',k50,,0.7434272307840079,sigma15_spalin,0.78
s20c6,b'216_13',k50,,0.145120955181289,sigma15_spalin,0.24
s20c6,b'216_12',k50,,0.145120955181289,sigma15_spalin,0.24
s20c6,b'89_4',k50,,0.1460398989990494,sigma15_spalin,0.258
s20c6,b'216_16',k50,,0.7425082869662475,sigma15_spalin,0.762
s20c6,b'216_19',k50,,0.7425082869662475,sigma15_spalin,0.762
s20c6,b'1_1',k50,,0.005,sigma3_spalin,0.0
s20c6,b'47_1',k50,,0.2545134117260971,sigma3_spalin,0.276
s20c6,b'156_1',k50,,0.6720036253932591,sigma3_spalin,0.654
s20c6,b'210_3',k50,,0.3592522169651842,sigma3_spalin,0.324
s20c6,b'216_4',k50,,0.04145221169210821,sigma3_spalin,0.036000000000000004
s20c6,b'216_3',k50,,0.04145221169210821,sigma3_spalin,0.036000000000000004
s20c6,b'201_1',k50,,0.30740467639459734,sigma3_spalin,0.27
s20c6,b'216_2',k50,,0.09329975226269513,sigma3_spalin,0.09
s20c6,b'216_1',k50,,0.09329975226269513,sigma3_spalin,0.09
s20c6,b'104_3',k50,,0.26952375837206216,sigma3_spalin,0.342
s20c6,b'166_5',k50,,0.3334754064107184,sigma3_spalin,0.372
s20c6,b'216_9',k50,,0.4697088892677711,sigma3_spalin,0.3
s20c6,b'216_8',k50,,0.4697088892677711,sigma3_spalin,0.3
s20c6,b'157_6',k50,,0.3477943349284012,sigma3_spalin,0.318
s20c6,b'216_11',k50,,0.45538996075008825,sigma3_spalin,0.354
s20c6,b'216_10',k50,,0.45538996075008825,sigma3_spalin,0.354
s20c6,b'46_2',k50,,0.41090272254434707,sigma3_spalin,0.27
s20c6,b'176_10',k50,,0.7556886693929118,sigma3_spalin,0.78
s20c6,b'216_13',k50,,0.16063007383939013,sigma3_spalin,0.24
s20c6,b'216_12',k50,,0.16063007383939013,sigma3_spalin,0.24
s20c6,b'89_4',k50,,0.11363404069831698,sigma3_spalin,0.258
s20c6,b'216_16',k50,,0.8026847025339848,sigma3_spalin,0.762
s20c6,b'216_19',k50,,0.8026847025339848,sigma3_spalin,0.762
s20c6,b'1_1',k200,,0.005,sigma05_spalin,0.0
s20c6,b'47_1',k200,,0.22997043671452946,sigma05_spalin,0.276
