sigma: 22.470982031241125
216_8 146.0 142.0
216_6 175.0 188.0
216_5 195.0 218.0
216_4 200.0 181.0
216_3 199.0 197.0
216_2 145.0 185.0
216_1 186.0 201.0
216_18 170.0 156.0
216_17 161.0 189.0
216_15 231.0 190.0
216_12 136.0 92.0
216_11 161.0 102.0
216_14 155.0 80.0
216_13 182.0 89.0
216_26 245.0 123.0
216_25 224.0 132.0
216_24 205.0 119.0
216_23 230.0 162.0
216_22 143.0 124.0
216_21 176.0 144.0
216_20 219.0 175.0
216_19 184.0 179.0
216_28 260.0 100.0
216_27 266.0 145.0
216_30 209.0 157.0
216_29 235.0 173.0
178_10 193.13204145170516 166.1729448923597
181_12 153.96037741779176 108.69435995077578
132_5 199.64062979244292 102.88393149432709
179_13 243.71247355082073 88.29692283113835
189_22 146.11119581658255 162.86297710024112
136_9 161.9689173205658 159.6440934185278
83_3 253.96433378090228 109.2631248662057
173_14 191.46063338777273 163.19838429244388
175_14 154.58785938939081 199.6143290516722
130_7 154.77123585687013 197.41116986390614
38_2 148.48717243828455 157.4739013008273
187_13 263.95323353260187 162.63282192522044
135_4 216.92798438376127 104.81672711414609
208_12 157.53876154996962 130.98809414825817
209_11 173.71181866447677 153.36583222823705
173_6 165.9772398155478 113.6230203256971
89_2 259.2567859946598 126.84293229946863
185_1 237.38415972703447 80.71107881785916
186_3 169.2628601702357 176.26969503312276
140_1 192.29434767775805 148.54803227323887
187_5 224.67633170930094 207.69011448915506
146_3 238.81134574030688 179.36360009739576
97_1 231.8176653168709 209.6819314032553
40_1 249.7177852354753 149.1184992947444
virtual 263.0631349399797 98.36242705354105
