cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_4,1,2,1,0,1,0,0,2,2,2
216_3,1,2,1,2,1,0,1,2,2,2
216_17,1,0,2,2,1,2,1,1,2,2
216_11,0,0,2,0,1,2,1,1,2,2
216_10,0,0,2,0,1,2,1,1,2,2
216_13,0,0,2,0,1,2,1,0,2,2
216_12,1,0,2,0,1,2,1,0,2,2
216_23,2,1,2,2,2,1,2,2,0,0
216_22,2,1,2,2,2,1,2,2,0,0
216_21,2,1,2,2,2,1,2,2,0,0
216_20,2,1,2,2,2,1,2,2,0,0
216_25,2,1,0,2,2,1,2,2,0,0
216_24,2,1,0,2,2,1,2,2,0,0
216_27,0,1,1,2,2,1,2,2,0,1
216_26,0,1,1,2,2,1,2,2,0,0
216_39,0,1,2,1,2,1,0,1,1,0
216_38,2,1,2,1,2,1,0,1,1,0
216_37,0,1,2,1,2,1,0,1,1,0
216_36,0,1,2,1,2,1,0,1,1,2
216_35,1,1,0,1,2,1,0,1,1,1
216_34,1,1,0,1,2,1,0,1,1,0
216_33,0,1,1,1,2,1,0,1,1,0
216_32,0,1,1,1,2,1,0,1,1,0
216_47,1,1,2,2,2,1,1,0,0,0
216_46,1,1,2,0,2,1,1,2,0,0
216_45,0,1,2,1,2,1,2,0,0,0
216_44,0,1,2,0,2,1,0,0,0,0
216_41,0,1,2,0,2,1,0,1,0,0
216_40,0,1,2,1,2,1,0,1,0,0
216_43,0,1,2,2,2,1,0,1,0,0
216_42,0,1,2,2,2,1,0,1,0,0
