216_4,283.0,150.0
216_3,304.0,163.0
216_17,355.0,145.0
216_11,270.0,143.0
216_10,257.0,151.0
216_13,255.0,116.0
216_12,255.0,138.0
216_39,272.0,163.0
216_38,266.0,194.0
216_37,250.0,200.0
216_36,253.0,229.0
216_35,253.0,186.0
216_34,261.0,217.0
216_33,287.0,225.0
216_32,281.0,246.0
216_47,266.0,126.0
216_46,287.0,140.0
216_45,315.0,159.0
216_44,329.0,176.0
216_41,280.0,219.0
216_40,279.0,188.0
216_43,306.0,181.0
216_42,316.0,197.0
216_23,204.0,247.0
216_22,179.0,242.0
216_21,166.0,233.0
216_20,168.0,251.0
216_25,219.0,253.0
216_24,248.0,243.0
216_27,233.0,189.0
216_26,235.0,223.0
