cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,1,0,0
I1,1,1,1,0,0,1,0,1,0,0
I2,1,1,1,0,0,1,0,1,0,0
I3,1,1,1,0,0,1,0,1,0,0
216_10,1,1,1,0,0,1,0,1,2,0
216_9,1,1,1,0,0,1,0,1,0,0
I4,1,1,1,0,0,1,0,1,0,0
216_12,1,1,1,0,0,1,0,1,0,2
216_11,1,1,1,0,2,1,0,1,0,0
I5,1,1,1,0,0,1,0,1,0,0
216_14,1,1,1,2,1,1,0,1,0,0
I6,1,1,1,0,2,1,0,1,1,1
216_16,1,1,1,0,2,1,0,1,1,1
216_15,1,1,1,0,2,1,0,1,1,1
I7,0,0,0,1,1,0,0,1,0,0
I8,0,0,0,1,1,0,0,1,2,0
I9,1,1,0,1,1,0,1,1,2,2
216_8,1,1,0,1,1,0,1,1,2,2
216_7,1,1,0,1,1,0,1,1,2,2
I10,0,2,0,1,1,0,0,1,2,0
216_6,0,2,0,1,1,0,0,1,2,0
216_5,0,2,0,1,1,0,0,1,2,2
I11,1,0,1,1,1,0,1,1,0,0
I12,1,1,1,1,1,0,1,1,0,0
216_4,1,1,1,1,1,0,1,1,0,0
216_3,1,1,1,1,1,0,1,1,0,0
I13,1,2,1,1,1,0,1,1,0,2
216_2,1,2,1,1,1,0,1,1,0,2
216_1,1,2,1,1,1,0,1,1,1,2
Evolve tree: [&R] ((((216_1:0.09106353939559214,216_2:0.09106353939559214)I13:0.28401312413454666,(216_3:0.02827399588619251,216_4:0.02827399588619251)I12:0.34680266764394635)I11:0.3386212317597498,((216_5:0.06979383206259182,216_6:0.06979383206259182)I10:0.3000828565191106,(216_7:0.06558107023196158,216_8:0.06558107023196158)I9:0.30429561834974084)I8:0.34382120670818617)I7:0.34964948916287497,(((216_15:0.1480041787330661,216_16:0.1480041787330661)I6:0.23752309958641485,216_14:0.385527278319481)I5:0.2783769555631764,((216_11:0.13022793474518954,216_12:0.13022793474518954)I4:0.23964875383651288,(216_9:0.10832906733286884,216_10:0.10832906733286884)I3:0.2615476212488335)I2:0.29402754530095493)I1:0.39944315057010615)I0:0.17760065021654542;
