cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_3,1,2,2,2,2,1,2,0,2,2
216_8,1,2,0,2,2,1,2,2,2,2
216_10,1,2,0,2,0,1,2,2,2,2
216_9,1,2,0,2,0,1,2,2,2,2
216_5,1,2,0,2,1,1,2,1,2,2
216_7,1,2,0,2,1,1,2,2,2,2
216_6,1,2,0,2,1,1,2,2,2,2
216_23,0,0,1,2,0,0,0,0,2,1
216_22,0,0,1,2,0,0,0,2,2,1
216_25,0,1,0,2,1,0,1,0,0,0
216_24,2,1,0,2,1,0,1,0,0,0
216_19,0,0,1,2,2,2,1,0,0,0
216_18,0,0,1,2,2,2,0,0,1,0
216_21,2,0,1,2,2,2,0,0,0,2
216_20,1,0,1,2,2,2,0,0,1,2
216_27,2,0,1,2,1,1,2,0,1,2
216_26,2,0,1,2,1,1,0,0,1,2
216_35,0,2,2,1,1,1,0,1,1,2
216_34,1,2,2,1,1,1,1,1,1,2
216_31,0,2,2,0,1,1,1,0,1,2
216_30,0,2,2,0,1,1,1,0,1,2
216_33,0,2,2,2,1,1,0,0,1,2
216_32,0,2,2,2,1,1,0,0,1,2
