cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,2,0,0,1,0,0,2,0,1,0
I1,2,0,1,1,0,0,2,0,1,0
I2,2,0,1,1,0,0,2,2,1,0
216_4,2,0,1,1,0,2,2,2,1,0
216_3,2,0,1,1,0,0,2,2,1,0
I3,2,0,1,1,0,0,2,0,1,0
216_2,2,0,1,1,0,0,2,0,1,1
216_1,2,0,1,1,2,0,2,0,1,0
I4,2,0,0,1,0,0,2,0,1,1
I5,2,0,0,1,0,2,2,0,1,1
216_10,2,0,0,1,0,2,2,0,1,1
216_9,2,0,0,1,0,2,2,0,1,1
I6,2,1,0,1,0,0,2,0,1,1
I7,2,1,0,1,0,0,2,2,1,1
216_8,2,1,0,1,0,0,2,2,1,1
216_7,2,1,0,1,0,0,2,2,1,1
I8,2,1,0,1,2,0,2,0,1,1
216_6,2,1,0,1,2,0,2,0,1,1
216_5,2,1,0,1,2,0,2,0,1,1
Evolve tree: [&R] ((((216_5:0.02284949311935647,216_6:0.02284949311935647)I8:0.08948376838480232,(216_7:0.01855321780474515,216_8:0.01855321780474515)I7:0.09378004369941363)I6:0.1440425753467444,(216_9:0.09030406796528304,216_10:0.09030406796528304)I5:0.1660717688856202)I4:0.2322887849129016,((216_1:0.06456756588627624,216_2:0.06456756588627624)I3:0.15404005384860753,(216_3:0.062098776651768134,216_4:0.062098776651768134)I2:0.15650884308311563)I1:0.270057002028921)I0:0.5810658000228263;
