condition k rep method nodeAge trueBrlen estBrlen
s21c4 k10 r1 problin 112 52.0 68.2887
s21c4 k10 r1 problin 149 44.0 68.2657
s21c4 k10 r1 problin 151 46.0 22.2722
s21c4 k10 r1 problin 153 45.0 167.273
s21c4 k10 r1 problin 155 47.0 20.6968
s21c4 k10 r1 problin 158 50.0 29.0612
s21c4 k10 r1 problin 160 48.0 0.833333
s21c4 k10 r1 problin 161 49.0 115.55
s21c4 k10 r1 problin 162 54.0 33.0315
s21c4 k10 r1 problin 193 44.0 0.833333
s21c4 k10 r1 problin 193 40.0 0.833333
s21c4 k10 r1 problin 194 43.0 46.0065
s21c4 k10 r1 problin 195 42.0 115.782
s21c4 k10 r1 problin 197 48.0 47.9252
s21c4 k10 r1 problin 198 43.0 146.834
s21c4 k10 r1 problin 199 44.0 146.834
s21c4 k10 r1 problin 199 41.0 41.14
s21c4 k10 r1 problin 200 49.0 93.9187
s21c4 k10 r1 problin 201 43.0 41.1402
s21c4 k10 r1 problin 201 41.0 47.9707
s21c4 k10 r1 problin 202 42.0 0.833333
s21c4 k10 r1 problin 205 43.0 37.1698
s21c4 k10 r1 problin 207 45.0 0.833333
s21c4 k10 r1 problin 210 49.0 0.833333
s21c4 k10 r1 problin 215 54.0 115.73
s21c4 k10 r1 problin 216 17.0 0.833333
s21c4 k10 r1 problin 216 17.0 48.051
s21c4 k10 r1 problin 216 15.0 0.833333
s21c4 k10 r1 problin 216 15.0 48.051
s21c4 k10 r1 problin 216 9.0 0.833333
s21c4 k10 r1 problin 216 9.0 0.833333
s21c4 k10 r1 problin 216 11.0 0.833333
s21c4 k10 r1 problin 216 11.0 48.051
s21c4 k10 r1 problin 216 15.0 0.833333
s21c4 k10 r1 problin 216 15.0 0.833333
s21c4 k10 r1 problin 216 14.0 0.833333
s21c4 k10 r1 problin 216 17.0 0.833333
s21c4 k10 r1 problin 216 14.0 0.833333
s21c4 k10 r1 problin 216 6.0 0.833333
s21c4 k10 r1 problin 216 6.0 0.833333
s21c4 k10 r1 problin 216 1.0 0.833333
s21c4 k10 r1 problin 216 1.0 0.833333
s21c4 k10 r1 problin 216 22.0 0.833333
s21c4 k10 r1 problin 216 22.0 48.051
s21c4 k10 r1 problin 216 16.0 67.716
s21c4 k10 r1 problin 216 16.0 0.833333
s21c4 k10 r1 problin 216 23.0 47.9597
s21c4 k10 r1 problin 216 18.0 0.833333
s21c4 k10 r1 problin 216 23.0 0.833333
s21c4 k10 r1 problin 216 19.0 0.833333
s21c4 k10 r1 problin 216 19.0 67.716
s21c4 k10 r1 problin 216 18.0 0.833333
s21c4 k10 r1 problin 216 23.0 115.576
s21c4 k10 r1 problin 216 23.0 0.833333
s21c4 k10 r1 problin 216 21.0 0.833333
s21c4 k10 r1 problin 216 21.0 0.833333
s21c4 k10 r1 problin 216 17.0 0.833333
s21c4 k10 r1 spalin_all 13 12.0 0
s21c4 k10 r1 spalin_all 59 46.0 51.3693
s21c4 k10 r1 spalin_all 60 47.0 91.158
s21c4 k10 r1 spalin_all 105 45.0 5.9766
s21c4 k10 r1 spalin_all 108 49.0 3.06813
s21c4 k10 r1 spalin_all 108 49.0 52.5497
s21c4 k10 r1 spalin_all 112 52.0 72.1217
s21c4 k10 r1 spalin_all 149 44.0 104.017
s21c4 k10 r1 spalin_all 151 46.0 37.4468
s21c4 k10 r1 spalin_all 153 45.0 182.987
s21c4 k10 r1 spalin_all 155 47.0 76.5887
s21c4 k10 r1 spalin_all 158 50.0 81.0907
s21c4 k10 r1 spalin_all 160 48.0 44.8387
s21c4 k10 r1 spalin_all 161 49.0 97.0895
s21c4 k10 r1 spalin_all 162 54.0 52.1397
s21c4 k10 r1 spalin_all 193 44.0 10.1997
s21c4 k10 r1 spalin_all 193 40.0 23.9997
s21c4 k10 r1 spalin_all 194 43.0 52.32
s21c4 k10 r1 spalin_all 195 42.0 96.1825
s21c4 k10 r1 spalin_all 197 48.0 95.3672
s21c4 k10 r1 spalin_all 198 43.0 131.312
s21c4 k10 r1 spalin_all 199 44.0 136.082
s21c4 k10 r1 spalin_all 199 41.0 46.1078
s21c4 k10 r1 spalin_all 200 49.0 67.6072
s21c4 k10 r1 spalin_all 201 43.0 45.8102
s21c4 k10 r1 spalin_all 201 41.0 44.8872
s21c4 k10 r1 spalin_all 202 42.0 31.8962
s21c4 k10 r1 spalin_all 205 43.0 31.7308
s21c4 k10 r1 spalin_all 207 45.0 18.4802
s21c4 k10 r1 spalin_all 210 49.0 0.85571
s21c4 k10 r1 spalin_all 215 54.0 154.608
s21c4 k10 r1 spalin_all 216 17.0 36.711
s21c4 k10 r1 spalin_all 216 17.0 24.0617
s21c4 k10 r1 spalin_all 216 15.0 16.0773
s21c4 k10 r1 spalin_all 216 15.0 18.4955
s21c4 k10 r1 spalin_all 216 9.0 9.62262
s21c4 k10 r1 spalin_all 216 9.0 12.2239
s21c4 k10 r1 spalin_all 216 11.0 0.833333
s21c4 k10 r1 spalin_all 216 11.0 30.5503
s21c4 k10 r1 spalin_all 216 15.0 7.64793
s21c4 k10 r1 spalin_all 216 15.0 30.8792
s21c4 k10 r1 spalin_all 216 14.0 10.1153
s21c4 k10 r1 spalin_all 216 17.0 9.52028
s21c4 k10 r1 spalin_all 216 14.0 19.3007
s21c4 k10 r1 spalin_all 216 6.0 11.1053
s21c4 k10 r1 spalin_all 216 6.0 10.0046
s21c4 k10 r1 spalin_all 216 1.0 9.93502
s21c4 k10 r1 spalin_all 216 1.0 22.0868
s21c4 k10 r1 spalin_all 216 22.0 45.8208
s21c4 k10 r1 spalin_all 216 22.0 30.0265
s21c4 k10 r1 spalin_all 216 16.0 47.365
s21c4 k10 r1 spalin_all 216 16.0 11.8367
s21c4 k10 r1 spalin_all 216 23.0 55.083
s21c4 k10 r1 spalin_all 216 18.0 50.4117
s21c4 k10 r1 spalin_all 216 23.0 21.215
s21c4 k10 r1 spalin_all 216 19.0 24.3342
s21c4 k10 r1 spalin_all 216 19.0 53.582
s21c4 k10 r1 spalin_all 216 18.0 14.5041
s21c4 k10 r1 spalin_all 216 23.0 66.5517
s21c4 k10 r1 spalin_all 216 23.0 9.46813
s21c4 k10 r1 spalin_all 216 21.0 17.4422
s21c4 k10 r1 spalin_all 216 21.0 100.905
s21c4 k10 r1 spalin_all 216 17.0 14.5975
s21c4 k10 r1 spalin_leaves 13 12.0 0
s21c4 k10 r1 spalin_leaves 59 46.0 45.0895
s21c4 k10 r1 spalin_leaves 60 47.0 73.0132
s21c4 k10 r1 spalin_leaves 105 45.0 0.833333
s21c4 k10 r1 spalin_leaves 108 49.0 0.833333
s21c4 k10 r1 spalin_leaves 108 49.0 0.833333
s21c4 k10 r1 spalin_leaves 112 52.0 105.18
s21c4 k10 r1 spalin_leaves 149 44.0 104.827
s21c4 k10 r1 spalin_leaves 151 46.0 0.833333
s21c4 k10 r1 spalin_leaves 153 45.0 188.74
s21c4 k10 r1 spalin_leaves 155 47.0 0.833333
s21c4 k10 r1 spalin_leaves 158 50.0 57.7737
s21c4 k10 r1 spalin_leaves 160 48.0 0.833333
s21c4 k10 r1 spalin_leaves 161 49.0 84.171
s21c4 k10 r1 spalin_leaves 162 54.0 85.9642
s21c4 k10 r1 spalin_leaves 193 44.0 0.833333
s21c4 k10 r1 spalin_leaves 193 40.0 0.833333
s21c4 k10 r1 spalin_leaves 194 43.0 133.342
s21c4 k10 r1 spalin_leaves 195 42.0 183.305
s21c4 k10 r1 spalin_leaves 197 48.0 51.9167
s21c4 k10 r1 spalin_leaves 198 43.0 194.95
s21c4 k10 r1 spalin_leaves 199 44.0 200.743
s21c4 k10 r1 spalin_leaves 199 41.0 76.7543
s21c4 k10 r1 spalin_leaves 200 49.0 78.0422
s21c4 k10 r1 spalin_leaves 201 43.0 0.833333
s21c4 k10 r1 spalin_leaves 201 41.0 49.4505
s21c4 k10 r1 spalin_leaves 202 42.0 0.833333
s21c4 k10 r1 spalin_leaves 205 43.0 67.3082
s21c4 k10 r1 spalin_leaves 207 45.0 0.833333
s21c4 k10 r1 spalin_leaves 210 49.0 0.833333
s21c4 k10 r1 spalin_leaves 215 54.0 132.138
s21c4 k10 r1 spalin_leaves 216 17.0 59.9883
s21c4 k10 r1 spalin_leaves 216 17.0 45.7602
s21c4 k10 r1 spalin_leaves 216 15.0 0.833333
s21c4 k10 r1 spalin_leaves 216 15.0 45.0307
s21c4 k10 r1 spalin_leaves 216 9.0 0.833333
s21c4 k10 r1 spalin_leaves 216 9.0 21.8347
s21c4 k10 r1 spalin_leaves 216 11.0 0.833333
s21c4 k10 r1 spalin_leaves 216 11.0 28.4345
s21c4 k10 r1 spalin_leaves 216 15.0 46.7747
s21c4 k10 r1 spalin_leaves 216 15.0 0.833333
s21c4 k10 r1 spalin_leaves 216 14.0 37.8825
s21c4 k10 r1 spalin_leaves 216 17.0 0.833333
s21c4 k10 r1 spalin_leaves 216 14.0 0.833333
s21c4 k10 r1 spalin_leaves 216 6.0 32.3628
s21c4 k10 r1 spalin_leaves 216 6.0 0.833333
s21c4 k10 r1 spalin_leaves 216 1.0 0.833333
s21c4 k10 r1 spalin_leaves 216 1.0 10.7388
s21c4 k10 r1 spalin_leaves 216 22.0 0.833333
s21c4 k10 r1 spalin_leaves 216 22.0 66.7855
s21c4 k10 r1 spalin_leaves 216 16.0 72.8888
s21c4 k10 r1 spalin_leaves 216 16.0 0.833333
s21c4 k10 r1 spalin_leaves 216 23.0 72.7132
s21c4 k10 r1 spalin_leaves 216 18.0 57.4927
s21c4 k10 r1 spalin_leaves 216 23.0 0.833333
s21c4 k10 r1 spalin_leaves 216 19.0 0.833333
s21c4 k10 r1 spalin_leaves 216 19.0 87.757
s21c4 k10 r1 spalin_leaves 216 18.0 0.833333
s21c4 k10 r1 spalin_leaves 216 23.0 94.6713
s21c4 k10 r1 spalin_leaves 216 23.0 0.833333
s21c4 k10 r1 spalin_leaves 216 21.0 0.833333
s21c4 k10 r1 spalin_leaves 216 21.0 66.1487
s21c4 k10 r1 spalin_leaves 216 17.0 0.833333
s21c5 k10 r1 problin 17 16.0 0
s21c5 k10 r1 problin 57 40.0 98.2067
s21c5 k10 r1 problin 68 51.0 55.2357
s21c5 k10 r1 problin 103 46.0 53.7285
s21c5 k10 r1 problin 112 44.0 20.2327
s21c5 k10 r1 problin 143 40.0 48.5882
s21c5 k10 r1 problin 150 47.0 0.833333
s21c5 k10 r1 problin 165 53.0 40.0542
s21c5 k10 r1 problin 171 103.0 51.3698
s21c5 k10 r1 problin 189 46.0 67.5078
s21c5 k10 r1 problin 190 40.0 48.6195
s21c5 k10 r1 problin 191 41.0 48.4827
s21c5 k10 r1 problin 216 45.0 46.1092
s21c5 k10 r1 problin 216 26.0 0.833333
s21c5 k10 r1 problin 216 73.0 0.833333
s21c5 k10 r1 problin 216 27.0 0.833333
s21c5 k10 r1 problin 216 27.0 115.733
s21c5 k10 r1 problin 216 45.0 94.0562
s21c5 k10 r1 problin 216 159.0 204.992
s21c5 k10 r1 problin 216 51.0 0.833333
s21c5 k10 r1 problin 216 51.0 0.833333
s21c5 k10 r1 problin 216 104.0 125.194
s21c5 k10 r1 problin 216 25.0 67.716
s21c5 k10 r1 problin 216 25.0 0.833333
s21c5 k10 r1 problin 216 26.0 0.833333
s21c5 k10 r1 spalin_all 17 16.0 0
s21c5 k10 r1 spalin_all 57 40.0 46.1563
s21c5 k10 r1 spalin_all 68 51.0 63.7408
s21c5 k10 r1 spalin_all 103 46.0 114.912
s21c5 k10 r1 spalin_all 112 44.0 32.0808
s21c5 k10 r1 spalin_all 143 40.0 37.8305
s21c5 k10 r1 spalin_all 150 47.0 46.4387
s21c5 k10 r1 spalin_all 165 53.0 12.5836
s21c5 k10 r1 spalin_all 171 103.0 78.2392
s21c5 k10 r1 spalin_all 189 46.0 30.1333
s21c5 k10 r1 spalin_all 190 40.0 29.4528
s21c5 k10 r1 spalin_all 191 41.0 70.7762
s21c5 k10 r1 spalin_all 216 45.0 68.0643
s21c5 k10 r1 spalin_all 216 26.0 2.96713
s21c5 k10 r1 spalin_all 216 73.0 32.5915
s21c5 k10 r1 spalin_all 216 27.0 11.4545
s21c5 k10 r1 spalin_all 216 27.0 26.9987
s21c5 k10 r1 spalin_all 216 45.0 48.2617
s21c5 k10 r1 spalin_all 216 159.0 204.992
s21c5 k10 r1 spalin_all 216 51.0 20.279
s21c5 k10 r1 spalin_all 216 51.0 47.9535
s21c5 k10 r1 spalin_all 216 104.0 159.616
s21c5 k10 r1 spalin_all 216 25.0 60.0342
s21c5 k10 r1 spalin_all 216 25.0 8.73603
s21c5 k10 r1 spalin_all 216 26.0 35.7783
s21c5 k10 r1 spalin_leaves 17 16.0 0
s21c5 k10 r1 spalin_leaves 57 40.0 76.2003
s21c5 k10 r1 spalin_leaves 68 51.0 42.417
s21c5 k10 r1 spalin_leaves 103 46.0 74.4417
s21c5 k10 r1 spalin_leaves 112 44.0 0.833333
s21c5 k10 r1 spalin_leaves 143 40.0 0.833333
s21c5 k10 r1 spalin_leaves 150 47.0 0.833333
s21c5 k10 r1 spalin_leaves 165 53.0 69.3437
s21c5 k10 r1 spalin_leaves 171 103.0 0.833333
s21c5 k10 r1 spalin_leaves 189 46.0 90.4173
s21c5 k10 r1 spalin_leaves 190 40.0 27.3465
s21c5 k10 r1 spalin_leaves 191 41.0 82.9842
s21c5 k10 r1 spalin_leaves 216 45.0 148.785
s21c5 k10 r1 spalin_leaves 216 26.0 0.833333
s21c5 k10 r1 spalin_leaves 216 73.0 0.833333
s21c5 k10 r1 spalin_leaves 216 27.0 0.833333
s21c5 k10 r1 spalin_leaves 216 27.0 62.8535
s21c5 k10 r1 spalin_leaves 216 45.0 134.79
s21c5 k10 r1 spalin_leaves 216 159.0 204.992
s21c5 k10 r1 spalin_leaves 216 51.0 0.833333
s21c5 k10 r1 spalin_leaves 216 51.0 33.1582
s21c5 k10 r1 spalin_leaves 216 104.0 184.753
s21c5 k10 r1 spalin_leaves 216 25.0 82.336
s21c5 k10 r1 spalin_leaves 216 25.0 0.833333
s21c5 k10 r1 spalin_leaves 216 26.0 37.3668
s2c1 k10 r1 problin virtual 0 0
s2c1 k10 r1 problin 12 11.0 4.97548
s2c1 k10 r1 problin 52 40.0 79.9943
s2c1 k10 r1 problin 59 47.0 67.0307
s2c1 k10 r1 problin 69 68.0 82.4093
s2c1 k10 r1 problin 104 52.0 0.833333
s2c1 k10 r1 problin 114 62.0 67.5108
s2c1 k10 r1 problin 116 57.0 179.227
s2c1 k10 r1 problin 120 61.0 43.426
s2c1 k10 r1 problin 123 54.0 32.69
s2c1 k10 r1 problin 125 56.0 32.9478
s2c1 k10 r1 problin 152 48.0 67.5022
s2c1 k10 r1 problin 156 52.0 0.833333
s2c1 k10 r1 problin 160 46.0 0.833333
s2c1 k10 r1 problin 164 44.0 30.6548
s2c1 k10 r1 problin 168 45.0 0.833333
s2c1 k10 r1 problin 170 50.0 0.833333
s2c1 k10 r1 problin 172 49.0 37.5113
s2c1 k10 r1 problin 175 50.0 85.3023
s2c1 k10 r1 problin 199 47.0 47.9122
s2c1 k10 r1 problin 202 46.0 115.528
s2c1 k10 r1 problin 203 87.0 0.833333
s2c1 k10 r1 problin 204 48.0 0.833333
s2c1 k10 r1 problin 205 45.0 0.833333
s2c1 k10 r1 problin 207 43.0 54.436
s2c1 k10 r1 problin 208 92.0 115.764
s2c1 k10 r1 problin 208 38.0 37.1977
s2c1 k10 r1 problin 211 41.0 0.833333
s2c1 k10 r1 problin 211 47.0 54.5727
s2c1 k10 r1 problin 212 44.0 37.5295
s2c1 k10 r1 problin 213 88.0 0.833333
s2c1 k10 r1 problin 213 41.0 48.0488
s2c1 k10 r1 problin 214 46.0 37.5295
s2c1 k10 r1 problin 216 41.0 0.833333
s2c1 k10 r1 problin 216 44.0 0.833333
s2c1 k10 r1 problin 216 4.0 0.833333
s2c1 k10 r1 problin 216 4.0 0.833333
s2c1 k10 r1 problin 216 2.0 0.833333
s2c1 k10 r1 problin 216 2.0 0.833333
s2c1 k10 r1 problin 216 17.0 67.716
s2c1 k10 r1 problin 216 17.0 0.833333
s2c1 k10 r1 problin 216 64.0 0.833333
s2c1 k10 r1 problin 216 14.0 0.833333
s2c1 k10 r1 problin 216 14.0 0.833333
s2c1 k10 r1 problin 216 12.0 0.833333
s2c1 k10 r1 problin 216 12.0 0.833333
s2c1 k10 r1 problin 216 102.0 115.758
s2c1 k10 r1 problin 216 56.0 47.9728
s2c1 k10 r1 problin 216 11.0 0.833333
s2c1 k10 r1 problin 216 41.0 0.833333
s2c1 k10 r1 problin 216 11.0 0.833333
s2c1 k10 r1 problin 216 13.0 0.833333
s2c1 k10 r1 problin 216 13.0 0.833333
s2c1 k10 r1 problin 216 8.0 0.833335
s2c1 k10 r1 problin 216 8.0 0.833335
s2c1 k10 r1 problin 216 8.0 0.833333
s2c1 k10 r1 problin 216 8.0 0.833333
s2c1 k10 r1 problin 216 5.0 0.833333
s2c1 k10 r1 problin 216 5.0 37.1913
s2c1 k10 r1 problin 216 9.0 67.716
s2c1 k10 r1 problin 216 9.0 0.833333
s2c1 k10 r1 problin 216 5.0 0.833333
s2c1 k10 r1 problin 216 5.0 0.833333
s2c1 k10 r1 problin 216 3.0 0.833333
s2c1 k10 r1 problin 216 3.0 0.833333
s2c1 k10 r1 problin 216 3.0 0.833333
s2c1 k10 r1 problin 216 3.0 0.833333
s2c1 k10 r1 spalin_all virtual 0 0
s2c1 k10 r1 spalin_all 12 11.0 0.833333
s2c1 k10 r1 spalin_all 52 40.0 78.2643
s2c1 k10 r1 spalin_all 59 47.0 57.56
s2c1 k10 r1 spalin_all 69 68.0 98.2053
s2c1 k10 r1 spalin_all 104 52.0 47.9403
s2c1 k10 r1 spalin_all 114 62.0 76.607
s2c1 k10 r1 spalin_all 116 57.0 165.808
s2c1 k10 r1 spalin_all 120 61.0 64.1065
s2c1 k10 r1 spalin_all 123 54.0 69.7367
s2c1 k10 r1 spalin_all 125 56.0 36.1562
s2c1 k10 r1 spalin_all 152 48.0 119.853
s2c1 k10 r1 spalin_all 156 52.0 35.8298
s2c1 k10 r1 spalin_all 160 46.0 30.2852
s2c1 k10 r1 spalin_all 164 44.0 67.3838
s2c1 k10 r1 spalin_all 168 45.0 30.2158
s2c1 k10 r1 spalin_all 170 50.0 14.5591
s2c1 k10 r1 spalin_all 172 49.0 69.5908
s2c1 k10 r1 spalin_all 175 50.0 116.408
s2c1 k10 r1 spalin_all 199 47.0 110.315
s2c1 k10 r1 spalin_all 202 46.0 138.436
s2c1 k10 r1 spalin_all 203 87.0 61.44
s2c1 k10 r1 spalin_all 204 48.0 15.919
s2c1 k10 r1 spalin_all 205 45.0 45.9505
s2c1 k10 r1 spalin_all 207 43.0 41.2957
s2c1 k10 r1 spalin_all 208 92.0 89.6792
s2c1 k10 r1 spalin_all 208 38.0 47.4068
s2c1 k10 r1 spalin_all 211 41.0 38.829
s2c1 k10 r1 spalin_all 211 47.0 91.5098
s2c1 k10 r1 spalin_all 212 44.0 63.4997
s2c1 k10 r1 spalin_all 213 88.0 20.5205
s2c1 k10 r1 spalin_all 213 41.0 13.9469
s2c1 k10 r1 spalin_all 214 46.0 38.1247
s2c1 k10 r1 spalin_all 216 41.0 35.4707
s2c1 k10 r1 spalin_all 216 44.0 34.277
s2c1 k10 r1 spalin_all 216 4.0 0.833333
s2c1 k10 r1 spalin_all 216 4.0 11.4777
s2c1 k10 r1 spalin_all 216 2.0 14.0719
s2c1 k10 r1 spalin_all 216 2.0 4.52137
s2c1 k10 r1 spalin_all 216 17.0 80.1858
s2c1 k10 r1 spalin_all 216 17.0 24.376
s2c1 k10 r1 spalin_all 216 64.0 16.0241
s2c1 k10 r1 spalin_all 216 14.0 35.9635
s2c1 k10 r1 spalin_all 216 14.0 26.3483
s2c1 k10 r1 spalin_all 216 12.0 29.0975
s2c1 k10 r1 spalin_all 216 12.0 6.31358
s2c1 k10 r1 spalin_all 216 102.0 179.227
s2c1 k10 r1 spalin_all 216 56.0 109.69
s2c1 k10 r1 spalin_all 216 11.0 24.1233
s2c1 k10 r1 spalin_all 216 41.0 50.5667
s2c1 k10 r1 spalin_all 216 11.0 24.4413
s2c1 k10 r1 spalin_all 216 13.0 16.7063
s2c1 k10 r1 spalin_all 216 13.0 54.338
s2c1 k10 r1 spalin_all 216 8.0 70.7622
s2c1 k10 r1 spalin_all 216 8.0 0.833333
s2c1 k10 r1 spalin_all 216 8.0 14.5091
s2c1 k10 r1 spalin_all 216 8.0 10.164
s2c1 k10 r1 spalin_all 216 5.0 17.6717
s2c1 k10 r1 spalin_all 216 5.0 28.8475
s2c1 k10 r1 spalin_all 216 9.0 48.2185
s2c1 k10 r1 spalin_all 216 9.0 32.8007
s2c1 k10 r1 spalin_all 216 5.0 3.25787
s2c1 k10 r1 spalin_all 216 5.0 20.2217
s2c1 k10 r1 spalin_all 216 3.0 8.74347
s2c1 k10 r1 spalin_all 216 3.0 14.5294
s2c1 k10 r1 spalin_all 216 3.0 19.1342
s2c1 k10 r1 spalin_all 216 3.0 12.0103
s2c1 k10 r1 spalin_leaves virtual 0 0
s2c1 k10 r1 spalin_leaves 12 11.0 0.833333
s2c1 k10 r1 spalin_leaves 52 40.0 137.392
s2c1 k10 r1 spalin_leaves 59 47.0 0.833333
s2c1 k10 r1 spalin_leaves 69 68.0 70.82
s2c1 k10 r1 spalin_leaves 104 52.0 0.833333
s2c1 k10 r1 spalin_leaves 114 62.0 128.208
s2c1 k10 r1 spalin_leaves 116 57.0 179.227
s2c1 k10 r1 spalin_leaves 120 61.0 150.711
s2c1 k10 r1 spalin_leaves 123 54.0 0.833333
s2c1 k10 r1 spalin_leaves 125 56.0 110.653
s2c1 k10 r1 spalin_leaves 152 48.0 143.922
s2c1 k10 r1 spalin_leaves 156 52.0 0.833333
s2c1 k10 r1 spalin_leaves 160 46.0 0.833333
s2c1 k10 r1 spalin_leaves 164 44.0 140.441
s2c1 k10 r1 spalin_leaves 168 45.0 0.833333
s2c1 k10 r1 spalin_leaves 170 50.0 0.833333
s2c1 k10 r1 spalin_leaves 172 49.0 97.5675
s2c1 k10 r1 spalin_leaves 175 50.0 64.727
s2c1 k10 r1 spalin_leaves 199 47.0 145.268
s2c1 k10 r1 spalin_leaves 202 46.0 95.6385
s2c1 k10 r1 spalin_leaves 203 87.0 0.833333
s2c1 k10 r1 spalin_leaves 204 48.0 0.833333
s2c1 k10 r1 spalin_leaves 205 45.0 51.7463
s2c1 k10 r1 spalin_leaves 207 43.0 0.833333
s2c1 k10 r1 spalin_leaves 208 92.0 83.9122
s2c1 k10 r1 spalin_leaves 208 38.0 74.915
s2c1 k10 r1 spalin_leaves 211 41.0 0.833333
s2c1 k10 r1 spalin_leaves 211 47.0 35.3572
s2c1 k10 r1 spalin_leaves 212 44.0 0.833333
s2c1 k10 r1 spalin_leaves 213 88.0 0.833333
s2c1 k10 r1 spalin_leaves 213 41.0 42.3497
s2c1 k10 r1 spalin_leaves 214 46.0 45.7697
s2c1 k10 r1 spalin_leaves 216 41.0 56.6465
s2c1 k10 r1 spalin_leaves 216 44.0 0.833333
s2c1 k10 r1 spalin_leaves 216 4.0 0.833333
s2c1 k10 r1 spalin_leaves 216 4.0 11.9463
s2c1 k10 r1 spalin_leaves 216 2.0 0.833333
s2c1 k10 r1 spalin_leaves 216 2.0 25.568
s2c1 k10 r1 spalin_leaves 216 17.0 104.849
s2c1 k10 r1 spalin_leaves 216 17.0 0.833333
s2c1 k10 r1 spalin_leaves 216 64.0 0.833333
s2c1 k10 r1 spalin_leaves 216 14.0 71.6415
s2c1 k10 r1 spalin_leaves 216 14.0 0.833333
s2c1 k10 r1 spalin_leaves 216 12.0 40.7928
s2c1 k10 r1 spalin_leaves 216 12.0 0.833333
s2c1 k10 r1 spalin_leaves 216 102.0 121.1
s2c1 k10 r1 spalin_leaves 216 56.0 4.25822
s2c1 k10 r1 spalin_leaves 216 11.0 0.833333
s2c1 k10 r1 spalin_leaves 216 41.0 0.833333
s2c1 k10 r1 spalin_leaves 216 11.0 61.5155
s2c1 k10 r1 spalin_leaves 216 13.0 87.6327
s2c1 k10 r1 spalin_leaves 216 13.0 0.833333
s2c1 k10 r1 spalin_leaves 216 8.0 73.4542
s2c1 k10 r1 spalin_leaves 216 8.0 0.833333
s2c1 k10 r1 spalin_leaves 216 8.0 0.833333
s2c1 k10 r1 spalin_leaves 216 8.0 32.3155
s2c1 k10 r1 spalin_leaves 216 5.0 0.833333
s2c1 k10 r1 spalin_leaves 216 5.0 57.399
s2c1 k10 r1 spalin_leaves 216 9.0 100.981
s2c1 k10 r1 spalin_leaves 216 9.0 0.833333
s2c1 k10 r1 spalin_leaves 216 5.0 0.833333
s2c1 k10 r1 spalin_leaves 216 5.0 28.1805
s2c1 k10 r1 spalin_leaves 216 3.0 31.4098
s2c1 k10 r1 spalin_leaves 216 3.0 0.833333
s2c1 k10 r1 spalin_leaves 216 3.0 0.833333
s2c1 k10 r1 spalin_leaves 216 3.0 39.0753
s2c10 k10 r1 problin 23 22.0 0
s2c10 k10 r1 problin 70 47.0 0.833333
s2c10 k10 r1 problin 120 50.0 6.58607
s2c10 k10 r1 problin 123 53.0 141.923
s2c10 k10 r1 problin 129 106.0 53.1755
s2c10 k10 r1 problin 165 45.0 81.0838
s2c10 k10 r1 problin 177 54.0 0.833333
s2c10 k10 r1 problin 179 50.0 41.1402
s2c10 k10 r1 problin 207 42.0 54.5738
s2c10 k10 r1 problin 209 44.0 54.5737
s2c10 k10 r1 problin 210 90.0 135.658
s2c10 k10 r1 problin 216 7.0 0.833333
s2c10 k10 r1 problin 216 39.0 67.6233
s2c10 k10 r1 problin 216 93.0 183.425
s2c10 k10 r1 problin 216 87.0 41.2443
s2c10 k10 r1 problin 216 37.0 48.051
s2c10 k10 r1 problin 216 37.0 0.833333
s2c10 k10 r1 problin 216 7.0 0.833333
s2c10 k10 r1 problin 216 9.0 0.833333
s2c10 k10 r1 problin 216 9.0 0.833333
s2c10 k10 r1 problin 216 6.0 0.833333
s2c10 k10 r1 problin 216 6.0 0.833333
s2c10 k10 r1 problin 216 39.0 0.833333
s2c10 k10 r1 spalin_all 23 22.0 0
s2c10 k10 r1 spalin_all 70 47.0 23.7758
s2c10 k10 r1 spalin_all 120 50.0 49.7592
s2c10 k10 r1 spalin_all 123 53.0 137.943
s2c10 k10 r1 spalin_all 129 106.0 87.1863
s2c10 k10 r1 spalin_all 165 45.0 71.8483
s2c10 k10 r1 spalin_all 177 54.0 49.8517
s2c10 k10 r1 spalin_all 179 50.0 96.871
s2c10 k10 r1 spalin_all 207 42.0 42.4143
s2c10 k10 r1 spalin_all 209 44.0 54.076
s2c10 k10 r1 spalin_all 210 90.0 142.566
s2c10 k10 r1 spalin_all 216 7.0 19.0022
s2c10 k10 r1 spalin_all 216 39.0 63.9095
s2c10 k10 r1 spalin_all 216 93.0 160.066
s2c10 k10 r1 spalin_all 216 87.0 79.6875
s2c10 k10 r1 spalin_all 216 37.0 41.9863
s2c10 k10 r1 spalin_all 216 37.0 63.9548
s2c10 k10 r1 spalin_all 216 7.0 0.833333
s2c10 k10 r1 spalin_all 216 9.0 17.5438
s2c10 k10 r1 spalin_all 216 9.0 42.3942
s2c10 k10 r1 spalin_all 216 6.0 17.8487
s2c10 k10 r1 spalin_all 216 6.0 13.8808
s2c10 k10 r1 spalin_all 216 39.0 68.3312
s2c10 k10 r1 spalin_leaves 23 22.0 0
s2c10 k10 r1 spalin_leaves 70 47.0 0.833333
s2c10 k10 r1 spalin_leaves 120 50.0 0.833333
s2c10 k10 r1 spalin_leaves 123 53.0 126.983
s2c10 k10 r1 spalin_leaves 129 106.0 0.833333
s2c10 k10 r1 spalin_leaves 165 45.0 0.833333
