condition k rep method nodeAge trueBrlen estBrlen
s15c1 k10 r1 spalin_all 81 57.0 0.94905
s15c1 k10 r1 spalin_all 122 52.0 71.7845
s15c1 k10 r1 spalin_all 127 57.0 13.1075
s15c1 k10 r1 spalin_all 135 54.0 65.4037
s15c1 k10 r1 spalin_all 176 54.0 14.1217
s15c1 k10 r1 spalin_all 179 57.0 214.003
s15c1 k10 r1 spalin_all 185 58.0 8.49995
s15c1 k10 r1 spalin_all 187 52.0 66.8685
s15c1 k10 r1 spalin_all 190 109.0 145.288
s15c1 k10 r1 spalin_all 192 57.0 63.485
s15c1 k10 r1 spalin_all 216 24.0 36.8858
s15c1 k10 r1 spalin_all 216 29.0 33.172
s15c1 k10 r1 spalin_all 216 29.0 33.759
s15c1 k10 r1 spalin_all 216 26.0 103.012
s15c1 k10 r1 spalin_all 216 26.0 37.0917
s15c1 k10 r1 spalin_all 216 89.0 214.003
s15c1 k10 r1 spalin_all 216 31.0 62.354
s15c1 k10 r1 spalin_all 216 31.0 214.003
s15c1 k10 r1 spalin_all 216 37.0 12.8313
s15c1 k10 r1 spalin_all 216 37.0 11.0176
s15c1 k10 r1 spalin_all 216 40.0 68.613
s15c1 k10 r1 spalin_all 216 40.0 18.6722
s15c1 k10 r1 spalin_all 216 24.0 33.5167
s15c1 k10 r1 spalin_leaves 24 23.0 0
s15c1 k10 r1 spalin_leaves 70 46.0 96.9555
s15c1 k10 r1 spalin_leaves 81 57.0 41.2102
s15c1 k10 r1 spalin_leaves 122 52.0 0.833333
s15c1 k10 r1 spalin_leaves 127 57.0 0.833333
s15c1 k10 r1 spalin_leaves 135 54.0 0.833333
s15c1 k10 r1 spalin_leaves 176 54.0 0.833333
s15c1 k10 r1 spalin_leaves 179 57.0 214.003
s15c1 k10 r1 spalin_leaves 185 58.0 0.833333
s15c1 k10 r1 spalin_leaves 187 52.0 113.898
s15c1 k10 r1 spalin_leaves 190 109.0 75.6113
s15c1 k10 r1 spalin_leaves 192 57.0 0.833333
s15c1 k10 r1 spalin_leaves 216 24.0 0.833333
s15c1 k10 r1 spalin_leaves 216 29.0 0.833333
s15c1 k10 r1 spalin_leaves 216 29.0 53.2452
s15c1 k10 r1 spalin_leaves 216 26.0 105.93
s15c1 k10 r1 spalin_leaves 216 26.0 0.833333
s15c1 k10 r1 spalin_leaves 216 89.0 214.003
s15c1 k10 r1 spalin_leaves 216 31.0 121.391
s15c1 k10 r1 spalin_leaves 216 31.0 214.003
s15c1 k10 r1 spalin_leaves 216 37.0 0.833333
s15c1 k10 r1 spalin_leaves 216 37.0 33.5822
s15c1 k10 r1 spalin_leaves 216 40.0 79.2873
s15c1 k10 r1 spalin_leaves 216 40.0 81.0252
s15c1 k10 r1 spalin_leaves 216 24.0 40.8988
s15c2 k10 r1 problin 5 4.0 0
s15c2 k10 r1 problin 47 42.0 67.4105
s15c2 k10 r1 problin 57 52.0 0.833335
s15c2 k10 r1 problin 104 57.0 0.833333
s15c2 k10 r1 problin 108 61.0 222.5
s15c2 k10 r1 problin 127 70.0 137.44
s15c2 k10 r1 problin 136 79.0 96.9758
s15c2 k10 r1 problin 154 50.0 56.5007
s15c2 k10 r1 problin 159 55.0 71.228
s15c2 k10 r1 problin 170 62.0 0.833335
s15c2 k10 r1 problin 174 66.0 222.5
s15c2 k10 r1 problin 187 60.0 48.725
s15c2 k10 r1 problin 188 61.0 0.833333
s15c2 k10 r1 problin 199 63.0 41.2425
s15c2 k10 r1 problin 207 53.0 130.354
s15c2 k10 r1 problin 209 55.0 62.7765
s15c2 k10 r1 problin 211 52.0 0.833333
s15c2 k10 r1 problin 213 54.0 48.0492
s15c2 k10 r1 problin 216 42.0 222.5
s15c2 k10 r1 problin 216 9.0 0.833333
s15c2 k10 r1 problin 216 7.0 0.833333
s15c2 k10 r1 problin 216 7.0 0.833333
s15c2 k10 r1 problin 216 80.0 41.2447
s15c2 k10 r1 problin 216 17.0 0.833333
s15c2 k10 r1 problin 216 17.0 0.833333
s15c2 k10 r1 problin 216 29.0 0.833333
s15c2 k10 r1 problin 216 29.0 0.833333
s15c2 k10 r1 problin 216 28.0 48.6217
s15c2 k10 r1 problin 216 28.0 48.6217
s15c2 k10 r1 problin 216 42.0 222.5
s15c2 k10 r1 problin 216 46.0 0.833333
s15c2 k10 r1 problin 216 46.0 0.833333
s15c2 k10 r1 problin 216 5.0 0.833333
s15c2 k10 r1 problin 216 5.0 0.833333
s15c2 k10 r1 problin 216 3.0 0.833333
s15c2 k10 r1 problin 216 3.0 0.833333
s15c2 k10 r1 problin 216 9.0 0.833333
s15c2 k10 r1 spalin_all 5 4.0 0
s15c2 k10 r1 spalin_all 47 42.0 79.798
s15c2 k10 r1 spalin_all 57 52.0 24.9288
s15c2 k10 r1 spalin_all 104 57.0 1.65476
s15c2 k10 r1 spalin_all 108 61.0 194.452
s15c2 k10 r1 spalin_all 127 70.0 120.279
s15c2 k10 r1 spalin_all 136 79.0 62.4823
s15c2 k10 r1 spalin_all 154 50.0 46.1847
s15c2 k10 r1 spalin_all 159 55.0 44.7787
s15c2 k10 r1 spalin_all 170 62.0 126.259
s15c2 k10 r1 spalin_all 174 66.0 183.778
s15c2 k10 r1 spalin_all 187 60.0 98.6715
s15c2 k10 r1 spalin_all 188 61.0 7.81213
s15c2 k10 r1 spalin_all 199 63.0 93.7952
s15c2 k10 r1 spalin_all 207 53.0 113.01
s15c2 k10 r1 spalin_all 209 55.0 70.1612
s15c2 k10 r1 spalin_all 211 52.0 9.45888
s15c2 k10 r1 spalin_all 213 54.0 73.439
s15c2 k10 r1 spalin_all 216 42.0 100.324
s15c2 k10 r1 spalin_all 216 9.0 22.0588
s15c2 k10 r1 spalin_all 216 7.0 12.1629
s15c2 k10 r1 spalin_all 216 7.0 30.9303
s15c2 k10 r1 spalin_all 216 80.0 95.666
s15c2 k10 r1 spalin_all 216 17.0 46.247
s15c2 k10 r1 spalin_all 216 17.0 4.95658
s15c2 k10 r1 spalin_all 216 29.0 26.602
s15c2 k10 r1 spalin_all 216 29.0 33.1995
s15c2 k10 r1 spalin_all 216 28.0 43.7178
s15c2 k10 r1 spalin_all 216 28.0 55.8332
s15c2 k10 r1 spalin_all 216 42.0 6.92963
s15c2 k10 r1 spalin_all 216 46.0 51.8763
s15c2 k10 r1 spalin_all 216 46.0 16.3645
s15c2 k10 r1 spalin_all 216 5.0 10.2684
s15c2 k10 r1 spalin_all 216 5.0 32.6353
s15c2 k10 r1 spalin_all 216 3.0 20.2405
s15c2 k10 r1 spalin_all 216 3.0 5.35595
s15c2 k10 r1 spalin_all 216 9.0 19.269
s15c2 k10 r1 spalin_leaves 5 4.0 0
s15c2 k10 r1 spalin_leaves 47 42.0 58.207
s15c2 k10 r1 spalin_leaves 57 52.0 0.833333
s15c2 k10 r1 spalin_leaves 104 57.0 0.833333
s15c2 k10 r1 spalin_leaves 108 61.0 222.5
s15c2 k10 r1 spalin_leaves 127 70.0 141.241
s15c2 k10 r1 spalin_leaves 136 79.0 96.5323
s15c2 k10 r1 spalin_leaves 154 50.0 0.833333
s15c2 k10 r1 spalin_leaves 159 55.0 49.8952
s15c2 k10 r1 spalin_leaves 170 62.0 0.833333
s15c2 k10 r1 spalin_leaves 174 66.0 222.5
s15c2 k10 r1 spalin_leaves 187 60.0 74.2267
s15c2 k10 r1 spalin_leaves 188 61.0 0.833333
s15c2 k10 r1 spalin_leaves 199 63.0 0.833333
s15c2 k10 r1 spalin_leaves 207 53.0 172.732
s15c2 k10 r1 spalin_leaves 209 55.0 81.1617
s15c2 k10 r1 spalin_leaves 211 52.0 0.833333
s15c2 k10 r1 spalin_leaves 213 54.0 67.1553
s15c2 k10 r1 spalin_leaves 216 42.0 0.833333
s15c2 k10 r1 spalin_leaves 216 9.0 57.6128
s15c2 k10 r1 spalin_leaves 216 7.0 0.833333
s15c2 k10 r1 spalin_leaves 216 7.0 27.9443
s15c2 k10 r1 spalin_leaves 216 80.0 36.6632
s15c2 k10 r1 spalin_leaves 216 17.0 53.95
s15c2 k10 r1 spalin_leaves 216 17.0 0.833333
s15c2 k10 r1 spalin_leaves 216 29.0 0.833333
s15c2 k10 r1 spalin_leaves 216 29.0 74.359
s15c2 k10 r1 spalin_leaves 216 28.0 0.833333
s15c2 k10 r1 spalin_leaves 216 28.0 60.2722
s15c2 k10 r1 spalin_leaves 216 42.0 154.157
s15c2 k10 r1 spalin_leaves 216 46.0 84.1275
s15c2 k10 r1 spalin_leaves 216 46.0 0.833333
s15c2 k10 r1 spalin_leaves 216 5.0 44.0927
s15c2 k10 r1 spalin_leaves 216 5.0 0.833333
s15c2 k10 r1 spalin_leaves 216 3.0 31.9495
s15c2 k10 r1 spalin_leaves 216 3.0 0.833333
s15c2 k10 r1 spalin_leaves 216 9.0 0.833333
s15c4 k10 r1 problin 33 32.0 0
s15c4 k10 r1 problin 90 57.0 0.833333
s15c4 k10 r1 problin 91 58.0 67.6355
s15c4 k10 r1 problin 142 51.0 58.6707
s15c4 k10 r1 problin 150 59.0 21.5265
s15c4 k10 r1 problin 157 67.0 176.312
s15c4 k10 r1 problin 191 49.0 130.353
s15c4 k10 r1 problin 193 51.0 62.7752
s15c4 k10 r1 problin 194 44.0 167.182
s15c4 k10 r1 problin 195 45.0 51.8705
s15c4 k10 r1 problin 200 43.0 79.9933
s15c4 k10 r1 problin 204 114.0 140.884
s15c4 k10 r1 problin 206 49.0 80.1995
s15c4 k10 r1 problin 216 12.0 48.051
s15c4 k10 r1 problin 216 22.0 240.855
s15c4 k10 r1 problin 216 22.0 0.833333
s15c4 k10 r1 problin 216 25.0 0.833333
s15c4 k10 r1 problin 216 25.0 0.833333
s15c4 k10 r1 problin 216 23.0 0.833333
s15c4 k10 r1 problin 216 23.0 0.833333
s15c4 k10 r1 problin 216 12.0 0.833333
s15c4 k10 r1 problin 216 10.0 0.833333
s15c4 k10 r1 problin 216 10.0 0.833333
s15c4 k10 r1 problin 216 16.0 0.833333
s15c4 k10 r1 problin 216 16.0 115.733
s15c4 k10 r1 problin 216 21.0 48.051
s15c4 k10 r1 problin 216 21.0 0.833333
s15c4 k10 r1 spalin_all 33 32.0 0
s15c4 k10 r1 spalin_all 90 57.0 34.308
s15c4 k10 r1 spalin_all 91 58.0 98.469
s15c4 k10 r1 spalin_all 142 51.0 36.1943
s15c4 k10 r1 spalin_all 150 59.0 81.8998
s15c4 k10 r1 spalin_all 157 67.0 159.066
s15c4 k10 r1 spalin_all 191 49.0 79.45
s15c4 k10 r1 spalin_all 193 51.0 71.6762
s15c4 k10 r1 spalin_all 194 44.0 100.415
s15c4 k10 r1 spalin_all 195 45.0 8.54917
s15c4 k10 r1 spalin_all 200 43.0 79.773
s15c4 k10 r1 spalin_all 204 114.0 138.079
s15c4 k10 r1 spalin_all 206 49.0 47.9238
s15c4 k10 r1 spalin_all 216 12.0 8.8713
s15c4 k10 r1 spalin_all 216 22.0 240.855
s15c4 k10 r1 spalin_all 216 22.0 48.6412
s15c4 k10 r1 spalin_all 216 25.0 9.60972
s15c4 k10 r1 spalin_all 216 25.0 38.0197
s15c4 k10 r1 spalin_all 216 23.0 43.589
s15c4 k10 r1 spalin_all 216 23.0 28.5828
s15c4 k10 r1 spalin_all 216 12.0 19.2282
s15c4 k10 r1 spalin_all 216 10.0 26.7292
s15c4 k10 r1 spalin_all 216 10.0 41.8363
s15c4 k10 r1 spalin_all 216 16.0 0.853377
s15c4 k10 r1 spalin_all 216 16.0 57.6452
s15c4 k10 r1 spalin_all 216 21.0 68.3328
s15c4 k10 r1 spalin_all 216 21.0 33.2535
s15c4 k10 r1 spalin_leaves 33 32.0 0
s15c4 k10 r1 spalin_leaves 90 57.0 0.833333
s15c4 k10 r1 spalin_leaves 91 58.0 54.4003
s15c4 k10 r1 spalin_leaves 142 51.0 0.833333
s15c4 k10 r1 spalin_leaves 150 59.0 0.833333
s15c4 k10 r1 spalin_leaves 157 67.0 164.082
s15c4 k10 r1 spalin_leaves 191 49.0 140.546
s15c4 k10 r1 spalin_leaves 193 51.0 171.153
s15c4 k10 r1 spalin_leaves 194 44.0 209.085
s15c4 k10 r1 spalin_leaves 195 45.0 33.6657
s15c4 k10 r1 spalin_leaves 200 43.0 0.833333
s15c4 k10 r1 spalin_leaves 204 114.0 119.558
s15c4 k10 r1 spalin_leaves 206 49.0 58.0563
s15c4 k10 r1 spalin_leaves 216 12.0 42.0165
s15c4 k10 r1 spalin_leaves 216 22.0 240.855
s15c4 k10 r1 spalin_leaves 216 22.0 0.833333
s15c4 k10 r1 spalin_leaves 216 25.0 0.833333
s15c4 k10 r1 spalin_leaves 216 25.0 46.7473
s15c4 k10 r1 spalin_leaves 216 23.0 0.833333
s15c4 k10 r1 spalin_leaves 216 23.0 28.6463
s15c4 k10 r1 spalin_leaves 216 12.0 0.833333
s15c4 k10 r1 spalin_leaves 216 10.0 69.0327
s15c4 k10 r1 spalin_leaves 216 10.0 0.833333
s15c4 k10 r1 spalin_leaves 216 16.0 0.833333
s15c4 k10 r1 spalin_leaves 216 16.0 70.0788
s15c4 k10 r1 spalin_leaves 216 21.0 106.896
s15c4 k10 r1 spalin_leaves 216 21.0 0.833333
s15c5 k10 r1 problin 70 69.0 0
s15c5 k10 r1 problin 119 49.0 0.833333
s15c5 k10 r1 problin 167 48.0 49.9272
s15c5 k10 r1 problin 167 48.0 49.9045
s15c5 k10 r1 problin 193 123.0 233.48
s15c5 k10 r1 problin 202 35.0 0.833333
s15c5 k10 r1 problin 202 35.0 67.7373
s15c5 k10 r1 problin 202 35.0 0.833333
s15c5 k10 r1 problin 208 41.0 67.7145
s15c5 k10 r1 problin 216 14.0 0.833333
s15c5 k10 r1 problin 216 14.0 67.6005
s15c5 k10 r1 problin 216 14.0 0.833333
s15c5 k10 r1 problin 216 23.0 0.833333
s15c5 k10 r1 problin 216 23.0 0.833333
s15c5 k10 r1 problin 216 8.0 0.833333
s15c5 k10 r1 problin 216 8.0 0.833333
s15c5 k10 r1 problin 216 14.0 0.833333
s15c5 k10 r1 problin 216 14.0 0.833333
s15c5 k10 r1 problin 216 14.0 0.833333
s15c5 k10 r1 spalin_all 70 69.0 0
s15c5 k10 r1 spalin_all 119 49.0 41.0768
s15c5 k10 r1 spalin_all 167 48.0 99.7242
s15c5 k10 r1 spalin_all 167 48.0 12.4668
s15c5 k10 r1 spalin_all 193 123.0 130.284
s15c5 k10 r1 spalin_all 202 35.0 68.0432
s15c5 k10 r1 spalin_all 202 35.0 94.8507
s15c5 k10 r1 spalin_all 202 35.0 46.3775
s15c5 k10 r1 spalin_all 208 41.0 41.6867
s15c5 k10 r1 spalin_all 216 14.0 25.8132
s15c5 k10 r1 spalin_all 216 14.0 88.3638
s15c5 k10 r1 spalin_all 216 14.0 12.1819
s15c5 k10 r1 spalin_all 216 23.0 137.262
s15c5 k10 r1 spalin_all 216 23.0 100.563
s15c5 k10 r1 spalin_all 216 8.0 17.5177
s15c5 k10 r1 spalin_all 216 8.0 21.7843
s15c5 k10 r1 spalin_all 216 14.0 42.3558
s15c5 k10 r1 spalin_all 216 14.0 43.1653
s15c5 k10 r1 spalin_all 216 14.0 3.32047
s15c5 k10 r1 spalin_leaves 70 69.0 0
s15c5 k10 r1 spalin_leaves 119 49.0 0.833333
s15c5 k10 r1 spalin_leaves 167 48.0 0.833333
s15c5 k10 r1 spalin_leaves 167 48.0 0.833333
s15c5 k10 r1 spalin_leaves 193 123.0 230.99
s15c5 k10 r1 spalin_leaves 202 35.0 0.833333
s15c5 k10 r1 spalin_leaves 202 35.0 95.932
s15c5 k10 r1 spalin_leaves 202 35.0 108.647
s15c5 k10 r1 spalin_leaves 208 41.0 105.228
s15c5 k10 r1 spalin_leaves 216 14.0 31.9943
s15c5 k10 r1 spalin_leaves 216 14.0 115.813
s15c5 k10 r1 spalin_leaves 216 14.0 0.833333
s15c5 k10 r1 spalin_leaves 216 23.0 260.108
s15c5 k10 r1 spalin_leaves 216 23.0 0.833333
s15c5 k10 r1 spalin_leaves 216 8.0 53.6565
s15c5 k10 r1 spalin_leaves 216 8.0 0.833333
s15c5 k10 r1 spalin_leaves 216 14.0 0.833333
s15c5 k10 r1 spalin_leaves 216 14.0 103.379
s15c5 k10 r1 spalin_leaves 216 14.0 0.833333
s15c6 k10 r1 problin 50 49.0 0
s15c6 k10 r1 problin 108 58.0 85.769
s15c6 k10 r1 problin 111 61.0 48.7667
s15c6 k10 r1 problin 156 45.0 125.046
s15c6 k10 r1 problin 162 51.0 36.0155
s15c6 k10 r1 problin 162 54.0 0.833333
s15c6 k10 r1 problin 199 43.0 67.7372
s15c6 k10 r1 problin 202 40.0 87.757
s15c6 k10 r1 problin 202 94.0 88.0667
s15c6 k10 r1 problin 202 46.0 0.833333
s15c6 k10 r1 problin 209 47.0 87.8957
s15c6 k10 r1 problin 216 7.0 0.833333
s15c6 k10 r1 problin 216 7.0 67.7162
s15c6 k10 r1 problin 216 14.0 183.38
s15c6 k10 r1 problin 216 14.0 0.833333
s15c6 k10 r1 problin 216 14.0 67.7162
s15c6 k10 r1 problin 216 14.0 0.833333
s15c6 k10 r1 problin 216 17.0 0.833333
s15c6 k10 r1 problin 216 17.0 0.833333
s15c6 k10 r1 problin 216 14.0 67.6003
s15c6 k10 r1 problin 216 14.0 0.833333
s15c6 k10 r1 problin 216 54.0 41.2453
s15c6 k10 r1 problin 216 54.0 41.2453
s15c6 k10 r1 spalin_all 50 49.0 0
s15c6 k10 r1 spalin_all 108 58.0 156.282
s15c6 k10 r1 spalin_all 111 61.0 71.7243
s15c6 k10 r1 spalin_all 156 45.0 79.8767
s15c6 k10 r1 spalin_all 162 51.0 46.2563
s15c6 k10 r1 spalin_all 162 54.0 34.7145
s15c6 k10 r1 spalin_all 199 43.0 124.38
s15c6 k10 r1 spalin_all 202 40.0 106.792
s15c6 k10 r1 spalin_all 202 94.0 99.5683
s15c6 k10 r1 spalin_all 202 46.0 124.393
s15c6 k10 r1 spalin_all 209 47.0 103.198
s15c6 k10 r1 spalin_all 216 7.0 16.347
s15c6 k10 r1 spalin_all 216 7.0 34.6337
s15c6 k10 r1 spalin_all 216 14.0 130.504
s15c6 k10 r1 spalin_all 216 14.0 8.01993
s15c6 k10 r1 spalin_all 216 14.0 29.9682
s15c6 k10 r1 spalin_all 216 14.0 25.1387
s15c6 k10 r1 spalin_all 216 17.0 21.0612
s15c6 k10 r1 spalin_all 216 17.0 4.11025
s15c6 k10 r1 spalin_all 216 14.0 44.2573
s15c6 k10 r1 spalin_all 216 14.0 1.50945
s15c6 k10 r1 spalin_all 216 54.0 22.6968
s15c6 k10 r1 spalin_all 216 54.0 40.1818
s15c6 k10 r1 spalin_leaves 50 49.0 0
s15c6 k10 r1 spalin_leaves 108 58.0 168.532
s15c6 k10 r1 spalin_leaves 111 61.0 0.833333
s15c6 k10 r1 spalin_leaves 156 45.0 161.694
s15c6 k10 r1 spalin_leaves 162 51.0 117.528
s15c6 k10 r1 spalin_leaves 162 54.0 0.833333
s15c6 k10 r1 spalin_leaves 199 43.0 30.0972
s15c6 k10 r1 spalin_leaves 202 40.0 86.343
s15c6 k10 r1 spalin_leaves 202 94.0 95.4177
s15c6 k10 r1 spalin_leaves 202 46.0 0.833333
s15c6 k10 r1 spalin_leaves 209 47.0 42.997
s15c6 k10 r1 spalin_leaves 216 7.0 0.833333
s15c6 k10 r1 spalin_leaves 216 7.0 49.8172
s15c6 k10 r1 spalin_leaves 216 14.0 151.588
s15c6 k10 r1 spalin_leaves 216 14.0 0.833333
s15c6 k10 r1 spalin_leaves 216 14.0 73.479
s15c6 k10 r1 spalin_leaves 216 14.0 0.833333
s15c6 k10 r1 spalin_leaves 216 17.0 30.0857
s15c6 k10 r1 spalin_leaves 216 17.0 0.833333
s15c6 k10 r1 spalin_leaves 216 14.0 54.0605
s15c6 k10 r1 spalin_leaves 216 14.0 0.833333
s15c6 k10 r1 spalin_leaves 216 54.0 60.1273
s15c6 k10 r1 spalin_leaves 216 54.0 0.833333
s15c7 k10 r1 problin virtual 0 0
s15c7 k10 r1 problin 42 41.0 0.833333
s15c7 k10 r1 problin 51 50.0 152.594
s15c7 k10 r1 problin 84 42.0 0.833333
s15c7 k10 r1 problin 91 49.0 45.227
s15c7 k10 r1 problin 95 44.0 0.833333
s15c7 k10 r1 problin 104 53.0 47.9285
s15c7 k10 r1 problin 131 47.0 115.433
s15c7 k10 r1 problin 131 47.0 15.13
s15c7 k10 r1 problin 134 43.0 68.7127
s15c7 k10 r1 problin 147 52.0 0.833333
s15c7 k10 r1 problin 151 47.0 0.833333
s15c7 k10 r1 problin 151 47.0 67.7143
s15c7 k10 r1 problin 153 58.0 47.6852
s15c7 k10 r1 problin 171 40.0 22.4642
s15c7 k10 r1 problin 173 42.0 42.3567
s15c7 k10 r1 problin 176 45.0 0.833333
s15c7 k10 r1 problin 177 43.0 86.5835
s15c7 k10 r1 problin 179 48.0 15.4329
s15c7 k10 r1 problin 184 50.0 0.833333
s15c7 k10 r1 problin 193 40.0 183.097
s15c7 k10 r1 problin 193 42.0 0.833333
s15c7 k10 r1 problin 195 48.0 0.833333
s15c7 k10 r1 problin 200 47.0 0.833333
s15c7 k10 r1 problin 201 50.0 0.833333
s15c7 k10 r1 problin 202 55.0 115.526
s15c7 k10 r1 problin 206 55.0 0.833333
s15c7 k10 r1 problin 214 43.0 62.7628
s15c7 k10 r1 problin 216 21.0 47.9472
s15c7 k10 r1 problin 216 10.0 0.833333
s15c7 k10 r1 problin 216 15.0 0.833333
s15c7 k10 r1 problin 216 15.0 0.833333
s15c7 k10 r1 problin 216 65.0 0.833333
s15c7 k10 r1 problin 216 23.0 0.833333
s15c7 k10 r1 problin 216 23.0 0.833333
s15c7 k10 r1 problin 216 125.0 107.488
s15c7 k10 r1 problin 216 32.0 86.5535
s15c7 k10 r1 problin 216 32.0 38.6067
s15c7 k10 r1 problin 216 21.0 0.833333
s15c7 k10 r1 problin 216 39.0 0.833333
s15c7 k10 r1 problin 216 39.0 67.7162
s15c7 k10 r1 problin 216 2.0 0.833333
s15c7 k10 r1 problin 216 2.0 0.833333
s15c7 k10 r1 problin 216 45.0 130.342
s15c7 k10 r1 problin 216 40.0 0.833333
s15c7 k10 r1 problin 216 40.0 37.1988
s15c7 k10 r1 problin 216 43.0 27.6508
s15c7 k10 r1 problin 216 43.0 27.6508
s15c7 k10 r1 problin 216 37.0 54.5738
s15c7 k10 r1 problin 216 14.0 0.833333
s15c7 k10 r1 problin 216 37.0 54.5738
s15c7 k10 r1 problin 216 14.0 0.833333
s15c7 k10 r1 problin 216 23.0 189.547
s15c7 k10 r1 problin 216 23.0 0.833335
s15c7 k10 r1 problin 216 16.0 0.833333
s15c7 k10 r1 problin 216 16.0 0.833333
s15c7 k10 r1 problin 216 10.0 0.833333
s15c7 k10 r1 spalin_all virtual 0 0
s15c7 k10 r1 spalin_all 42 41.0 0.833333
s15c7 k10 r1 spalin_all 51 50.0 121.533
s15c7 k10 r1 spalin_all 84 42.0 17.3127
s15c7 k10 r1 spalin_all 91 49.0 27.1183
s15c7 k10 r1 spalin_all 95 44.0 33.7053
s15c7 k10 r1 spalin_all 104 53.0 65.1773
s15c7 k10 r1 spalin_all 131 47.0 92.5232
s15c7 k10 r1 spalin_all 131 47.0 33.1648
s15c7 k10 r1 spalin_all 134 43.0 76.4267
s15c7 k10 r1 spalin_all 147 52.0 31.6303
s15c7 k10 r1 spalin_all 151 47.0 66.6932
s15c7 k10 r1 spalin_all 151 47.0 29.0945
s15c7 k10 r1 spalin_all 153 58.0 45.475
s15c7 k10 r1 spalin_all 171 40.0 46.5107
s15c7 k10 r1 spalin_all 173 42.0 40.0772
s15c7 k10 r1 spalin_all 176 45.0 36.3923
s15c7 k10 r1 spalin_all 177 43.0 47.5343
s15c7 k10 r1 spalin_all 179 48.0 44.829
s15c7 k10 r1 spalin_all 184 50.0 50.088
s15c7 k10 r1 spalin_all 193 40.0 144.063
s15c7 k10 r1 spalin_all 193 42.0 49.9358
s15c7 k10 r1 spalin_all 195 48.0 29.2722
s15c7 k10 r1 spalin_all 200 47.0 48.6125
s15c7 k10 r1 spalin_all 201 50.0 20.6243
s15c7 k10 r1 spalin_all 202 55.0 81.2403
s15c7 k10 r1 spalin_all 206 55.0 52.4748
s15c7 k10 r1 spalin_all 214 43.0 41.334
s15c7 k10 r1 spalin_all 216 21.0 38.6337
s15c7 k10 r1 spalin_all 216 10.0 25.1335
s15c7 k10 r1 spalin_all 216 15.0 34.5173
s15c7 k10 r1 spalin_all 216 15.0 24.2223
s15c7 k10 r1 spalin_all 216 65.0 15.2983
s15c7 k10 r1 spalin_all 216 23.0 15.1612
s15c7 k10 r1 spalin_all 216 23.0 25.5767
s15c7 k10 r1 spalin_all 216 125.0 156.607
s15c7 k10 r1 spalin_all 216 32.0 47.2593
s15c7 k10 r1 spalin_all 216 32.0 48.4628
s15c7 k10 r1 spalin_all 216 21.0 7.57578
s15c7 k10 r1 spalin_all 216 39.0 48.7428
s15c7 k10 r1 spalin_all 216 39.0 121.189
s15c7 k10 r1 spalin_all 216 2.0 14.9626
s15c7 k10 r1 spalin_all 216 2.0 15.8558
s15c7 k10 r1 spalin_all 216 45.0 89.0272
s15c7 k10 r1 spalin_all 216 40.0 11.0567
s15c7 k10 r1 spalin_all 216 40.0 73.9663
s15c7 k10 r1 spalin_all 216 43.0 30.8493
s15c7 k10 r1 spalin_all 216 43.0 32.5898
s15c7 k10 r1 spalin_all 216 37.0 33.6567
s15c7 k10 r1 spalin_all 216 14.0 16.8295
s15c7 k10 r1 spalin_all 216 37.0 52.2877
s15c7 k10 r1 spalin_all 216 14.0 18.5385
s15c7 k10 r1 spalin_all 216 23.0 189.547
s15c7 k10 r1 spalin_all 216 23.0 10.8401
s15c7 k10 r1 spalin_all 216 16.0 5.34807
s15c7 k10 r1 spalin_all 216 16.0 37.5423
s15c7 k10 r1 spalin_all 216 10.0 49.5827
s15c7 k10 r1 spalin_leaves virtual 0 0
s15c7 k10 r1 spalin_leaves 42 41.0 0.833333
s15c7 k10 r1 spalin_leaves 51 50.0 186.298
s15c7 k10 r1 spalin_leaves 84 42.0 0.833333
s15c7 k10 r1 spalin_leaves 91 49.0 89.953
s15c7 k10 r1 spalin_leaves 95 44.0 0.833333
s15c7 k10 r1 spalin_leaves 104 53.0 109.856
s15c7 k10 r1 spalin_leaves 131 47.0 96.0892
s15c7 k10 r1 spalin_leaves 131 47.0 24.9282
s15c7 k10 r1 spalin_leaves 134 43.0 39.4433
s15c7 k10 r1 spalin_leaves 147 52.0 40.6567
s15c7 k10 r1 spalin_leaves 151 47.0 0.833333
s15c7 k10 r1 spalin_leaves 151 47.0 68.7545
s15c7 k10 r1 spalin_leaves 153 58.0 0.833333
s15c7 k10 r1 spalin_leaves 171 40.0 0.833333
s15c7 k10 r1 spalin_leaves 173 42.0 32.1738
s15c7 k10 r1 spalin_leaves 176 45.0 0.833333
s15c7 k10 r1 spalin_leaves 177 43.0 71.6202
s15c7 k10 r1 spalin_leaves 179 48.0 0.833333
s15c7 k10 r1 spalin_leaves 184 50.0 0.833333
s15c7 k10 r1 spalin_leaves 193 40.0 142.298
s15c7 k10 r1 spalin_leaves 193 42.0 86.82
s15c7 k10 r1 spalin_leaves 195 48.0 0.833333
s15c7 k10 r1 spalin_leaves 200 47.0 0.833333
s15c7 k10 r1 spalin_leaves 201 50.0 0.833333
s15c7 k10 r1 spalin_leaves 202 55.0 125.099
s15c7 k10 r1 spalin_leaves 206 55.0 88.6473
s15c7 k10 r1 spalin_leaves 214 43.0 137.737
s15c7 k10 r1 spalin_leaves 216 21.0 41.0878
s15c7 k10 r1 spalin_leaves 216 10.0 0.833333
s15c7 k10 r1 spalin_leaves 216 15.0 44.6302
