102_5,336.0,205.0
155_10,338.0,213.0
192_18,350.0,207.0
216_30,367.0,212.0
216_29,329.0,196.0
192_17,344.0,237.0
216_28,353.0,222.0
216_27,341.0,254.0
184_13,374.0,201.0
216_24,368.0,193.0
216_23,386.0,206.0
44_1,329.0,241.0
168_7,277.0,218.0
216_15,280.0,187.0
213_13,266.0,230.0
216_14,264.0,218.0
216_13,269.0,238.0
105_1,291.0,255.0
161_1,280.0,277.0
208_1,270.0,270.0
216_2,274.0,263.0
216_1,261.0,282.0
206_2,298.0,274.0
216_4,279.0,271.0
216_3,314.0,276.0
152_2,284.0,237.0
216_7,255.0,245.0
192_3,297.0,254.0
216_6,282.0,250.0
216_5,316.0,263.0
