cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,1,0,0,0,0,1,0
I1,2,0,0,1,0,2,1,2,1,1
I2,2,0,2,1,0,2,1,2,1,1
216_16,2,0,2,1,0,2,1,2,1,1
216_15,2,0,2,1,0,2,1,2,1,1
I3,2,0,2,1,0,2,1,2,1,1
216_20,2,0,2,1,0,2,1,2,1,1
216_19,2,0,2,1,0,2,1,2,1,1
I4,0,1,0,1,0,0,0,0,1,0
I5,0,1,0,1,0,0,1,0,1,0
I6,0,1,1,1,0,0,1,0,1,0
216_13,0,1,1,1,0,0,1,0,1,0
I7,0,1,1,1,1,0,1,0,1,0
216_12,0,1,1,1,1,0,1,0,1,0
216_11,0,1,1,1,1,0,1,2,1,0
I8,0,1,0,1,0,2,1,1,1,0
I9,1,1,0,1,2,2,1,1,1,0
216_8,1,1,0,1,2,2,1,1,1,0
216_7,1,1,0,1,2,2,1,1,1,0
I10,0,1,0,1,0,2,1,1,1,0
216_10,0,1,0,1,0,2,1,1,1,0
216_9,0,1,0,1,0,2,1,1,1,0
I11,0,1,0,1,0,0,0,0,1,0
I12,1,1,0,1,0,0,0,0,1,0
216_6,1,1,0,1,0,0,0,0,1,0
216_5,1,1,0,1,0,0,0,0,1,0
I13,0,1,0,1,0,0,1,0,1,0
I14,0,1,2,1,0,0,1,0,1,0
216_2,0,1,2,1,0,0,1,0,1,0
216_1,0,1,2,1,0,0,1,0,1,0
I15,2,1,0,1,0,0,1,0,1,0
216_4,2,1,0,1,0,0,1,0,1,0
216_3,2,1,0,1,0,0,1,0,1,0
Evolve tree: [&R] (((((216_3:0.05002953623636411,216_4:0.05002953623636411)I15:0.14724358129727103,(216_1:0.020693277709968858,216_2:0.020693277709968858)I14:0.17657983982366635)I13:0.1437195366473074,(216_5:0.05480284044900492,216_6:0.05480284044900492)I12:0.2861898137319376)I11:0.2504516449408556,(((216_9:0.05721655200675471,216_10:0.05721655200675471)I10:0.10657027472205524,(216_7:0.04300285984445322,216_8:0.04300285984445322)I9:0.12078396688435673)I8:0.1681600190143981,((216_11:0.04766967359496056,216_12:0.04766967359496056)I7:0.10655259817901139,216_13:0.154222271773972)I6:0.1777245739692361)I5:0.25949745337859015)I4:0.4387334330274086,((216_19:0.06705499223213832,216_20:0.06705499223213832)I3:0.26041971755606996,(216_15:0.05721655200675471,216_16:0.05721655200675471)I2:0.27025815778145357)I1:0.702703022360998)I0:0.03955268963742435;
