[&R] (((((216_1:1,216_2:0)172_1:0,(216_3:1,216_4:0)173_3:0)121_1:0.007,((216_7:0,216_8:0)182_6:0.001,(216_5:1,216_6:0)183_5:0.001)125_3:1.006)77_1:1.993,((216_9:0.005,216_10:1.005)203_9:0.002,(216_11:1.032,216_12:0.032)206_11:0.976)160_5:5.992)30_1:0)I0;
I0,0,0,0,0,0,0,0,0,0,0
30_1,0,0,0,0,0,0,0,0,0,0
160_5,1,1,0,1,0,0,1,0,1,1
206_11,1,1,0:0.03/1:0.97,1,0,0,1,0,1,1
216_12,1,1,1,1,0,0,1,0,1,1
216_11,1,1,1,1,1,0,1,0,1,1
203_9,1,1,0,1,0,0,1,0,1,1
216_10,1,1,1,1,0,0,1,0,1,1
216_9,1,1,0,1,0,0,1,0,1,1
77_1,0,0,0,0,0,0,0,0,2,2
125_3,0,0,0,0,0,0,0,2,2,2
183_5,0,0,0,0,0,0,0,2,2,2
216_6,0,0,0,0,0,0,0,2,2,2
216_5,0,1,0,0,0,0,0,2,2,2
182_6,0,0,0,0,0,0,0,2,2,2
216_8,0,0,0,0,0,0,0,2,2,2
216_7,0,0,0,0,0,0,0,2,2,2
121_1,0,0,0,0,0,0,0,0,2,2
173_3,0,0,0,0,0,0,0,0,2,2
216_4,0,0,0,0,0,0,0,0,2,2
216_3,0,0,0,0,0,0,1,0,2,2
172_1,0,0,0,0,0,0,0,0,2,2
216_2,0,0,0,0,0,0,0,0,2,2
216_1,0,1,0,0,0,0,0,0,2,2
