model treeID cellID true_x true_y estimated_x estimated_y
student-t s10c3 83_5 275.0 288.0 265.61854794999437 285.1715750466563
student-t s10c3 173_13 234.0 280.0 231.00326203724308 280.7951396117516
student-t s10c3 34_1 272.0 294.0 264.761215854688 292.56082947587544
student-t s10c3 85_1 276.0 309.0 261.27120341573374 302.622764307689
student-t s10c3 157_3 279.0 301.0 268.32968165154455 303.29037433834776
student-t s10c3 211_7 282.0 301.0 281.6105124418378 300.28593112846903
student-t s10c3 208_5 258.0 306.0 261.1399689854526 306.6035453581673
student-t s10c3 152_1 260.0 318.0 249.92321700509245 315.26644584516015
student-t s10c3 197_1 260.0 330.0 259.33284047302703 329.4123673236018
student-t s10c3 196_2 232.0 304.0 232.2368615673175 310.1824931651695
student-t s10c3 77_2 268.0 283.0 262.0758321522543 283.5243269291015
student-t s10c3 136_4 273.0 261.0 264.5774233157556 268.7386849613211
student-t s10c3 187_9 280.0 258.0 272.9734363140509 260.09523020937587
student-t s10c3 185_7 257.0 260.0 258.6687993941957 265.14049066995597
student-t s10c3 136_3 256.0 293.0 255.84958609107207 285.55162195059586
student-t s10c3 190_7 261.0 286.0 263.4874071964745 280.67002339078266
student-t s10c3 189_5 243.0 297.0 242.35517997122193 292.20453335317114
student-t s10c4 57_1 329.0 267.0 344.29882067189834 264.01095884090387
student-t s10c4 126_1 316.0 273.0 336.5851382962771 270.74639455576727
student-t s10c4 176_1 312.0 278.0 319.8330587028386 269.555433551888
student-t s10c4 171_2 339.0 274.0 345.92695003107576 276.222087964698
student-t s10c4 124_2 338.0 242.0 351.78593576411225 257.4754271805484
student-t s10c4 176_6 357.0 248.0 368.5876524035573 248.7972634940594
student-t s10c4 173_4 328.0 259.0 342.14466659659877 260.77589108886406
student-t s10c4 211_6 354.0 266.0 352.3452704481656 267.13269016265076
student-t s10c4 211_5 319.0 254.0 322.91310351385596 257.0364705086079
student-t s10c5 60_1 310.0 220.0 322.25101587846075 211.01104201656952
student-t s10c5 120_1 319.0 208.0 337.17223420257017 208.25347098950428
student-t s10c5 164_1 332.0 217.0 336.14097493278575 216.57201320380557
student-t s10c5 207_1 350.0 225.0 350.45927887982685 222.39377826734125
student-t s10c5 205_2 314.0 219.0 321.37831109316284 218.6812933785452
student-t s10c5 163_2 337.0 195.0 348.84443508884857 198.00665421308733
student-t s10c5 201_5 331.0 188.0 346.55067835098026 185.50780052391622
student-t s10c5 200_3 364.0 210.0 361.3605284270231 201.04012368214006
student-t s10c5 118_2 287.0 216.0 305.66776008392327 214.9665286769221
student-t s10c5 173_7 289.0 204.0 290.28847789940795 208.50636917465172
student-t s10c5 167_5 307.0 229.0 305.4432717662395 224.19307966547234
student-t s10c5 213_11 286.0 228.0 289.5891734582137 227.13207076440435
student-t s10c5 212_9 326.0 233.0 320.6790847214848 229.665322194816
student-t s10c5 51_2 320.0 220.0 325.7754527089607 208.60529018574906
student-t s10c5 107_5 294.0 209.0 308.5498174842429 201.2566582828297
student-t s10c5 156_8 281.0 201.0 268.14958328626085 197.9968321302978
student-t s10c5 156_7 312.0 204.0 323.91271443997 198.14570749141814
student-t s10c5 207_15 338.0 198.0 341.94431137333675 197.58421609130846
student-t s10c5 105_3 334.0 221.0 344.49748923409857 214.4626462212498
student-t s10c5 153_5 334.0 227.0 347.42295660790484 232.3006020612337
student-t s10c5 212_15 359.0 237.0 358.66182099429363 236.27647612652953
student-t s10c5 200_9 336.0 247.0 341.5042292737519 245.92465561994192
student-t s11c1 28_1 177.0 369.0 166.9698551234362 370.0569170663645
student-t s11c1 95_3 188.0 363.0 186.02940828714964 364.29143060580867
student-t s11c1 167_5 195.0 347.0 194.60649455936434 345.41178096003586
student-t s11c1 165_4 200.0 379.0 196.66908547667015 375.87058064321155
student-t s11c1 94_1 162.0 373.0 148.21518845665898 375.73472845230265
student-t s11c1 154_2 155.0 367.0 140.48649826103485 378.15168106478404
student-t s11c2 55_1 315.0 148.0 308.30882274239207 149.39452838133113
student-t s11c2 114_1 312.0 144.0 310.02270794731595 144.66212979475796
student-t s11c2 183_3 323.0 141.0 315.77754671046665 138.43088785901838
student-t s11c2 177_1 320.0 154.0 306.6239916076431 145.28244015389174
student-t s12c1 78_1 196.0 114.0 209.2009258656618 112.52312528832962
student-t s12c1 128_2 178.0 117.0 190.77856776012356 113.83358809620104
student-t s12c1 171_3 164.0 118.0 172.84051775213638 114.85224800918527
student-t s12c1 169_4 191.0 102.0 192.49905988192518 113.93628393585583
student-t s12c1 128_1 237.0 107.0 227.62289308600683 111.21488454954685
student-t s12c1 183_1 221.0 120.0 222.55574877702975 110.68789936166779
student-t s12c1 182_2 265.0 110.0 254.88012601079555 110.3206118485904
student-t s12c2 33_1 420.0 180.0 423.84583487049366 180.20097973491283
student-t s12c2 90_2 400.0 168.0 423.11777941788296 164.1978793171274
student-t s12c2 90_1 442.0 214.0 424.57354509493143 196.2024462458525
student-t s12c2 147_1 431.0 226.0 424.84997831113816 219.17222609369932
student-t s12c2 200_1 413.0 250.0 414.98066088812476 246.00565746298938
student-t s12c2 193_2 440.0 215.0 433.6258997784149 215.85011816858238
student-t s12c3 25_1 151.0 283.0 163.43332488845545 232.36393670217353
student-t s12c3 77_1 195.0 303.0 180.06002813780356 235.6545220452736
student-t s12c3 134_1 178.0 392.0 184.91523793032525 380.83877953470665
student-t s12c3 203_1 179.0 389.0 180.21743261832435 390.3478979529111
student-t s12c3 127_2 187.0 212.0 191.15614323841908 213.47273134269764
student-t s12c3 74_2 130.0 260.0 147.82820469627552 229.2642380576442
student-t s12c3 135_5 125.0 234.0 151.45154153079363 226.51244046732768
student-t s12c3 185_4 133.0 233.0 142.6871089239527 225.37387198843982
student-t s12c3 184_2 152.0 235.0 163.1747090147274 225.4202676952028
student-t s12c4 53_1 179.0 410.0 175.18373161554544 408.9930810193144
student-t s12c4 106_1 170.0 418.0 173.2862109004287 420.7650107923148
student-t s12c4 153_1 176.0 431.0 174.19605770168513 437.5958711189042
student-t s12c4 196_1 156.0 440.0 159.00325931040254 443.43768524720093
student-t s12c4 195_2 196.0 443.0 190.0068218615586 446.1255376751405
student-t s12c4 152_2 171.0 408.0 170.74446619802785 415.2857632280388
student-t s12c4 209_5 182.0 411.0 185.0406115076812 410.36298049889945
student-t s12c4 198_6 158.0 407.0 156.4113123065471 413.80233252311365
student-t s12c4 44_2 178.0 396.0 180.4010888640895 403.55751380077254
student-t s12c4 91_4 201.0 392.0 193.39992361615228 398.8414637818965
student-t s12c4 138_5 190.0 403.0 201.63619073244672 409.8252876757345
student-t s12c4 183_9 203.0 432.0 208.84944062614258 432.99226051194347
student-t s12c4 182_10 207.0 395.0 202.25913712777913 399.76325344639685
student-t s12c4 136_6 207.0 380.0 197.59030911343885 383.1710139308346
student-t s12c4 188_16 221.0 372.0 209.58825495038795 370.8477107711947
student-t s12c4 186_13 193.0 369.0 190.99864580776924 378.26457381351116
student-t s12c4 91_3 167.0 405.0 170.26367167498915 405.5662569978491
student-t s12c4 151_3 151.0 427.0 162.97265353001862 422.653514125945
student-t s12c4 203_8 173.0 427.0 170.88154014990903 435.9044262378661
student-t s12c4 139_4 165.0 380.0 165.93046680479281 394.36988920250354
student-t s12c4 190_7 162.0 393.0 161.2679800216465 394.4728977245193
student-t s12c4 187_8 165.0 368.0 165.9837560905785 383.06671753303067
student-t s13c1 27_1 168.0 242.0 140.0792364005614 236.19996466683986
student-t s13c1 76_1 144.0 242.0 113.62189675273893 233.49982051666888
student-t s13c1 130_3 132.0 242.0 104.61682651150818 226.5782476328349
student-t s13c1 187_5 112.0 241.0 99.76172004640343 227.30223129307768
student-t s13c1 185_6 111.0 204.0 100.25397695309164 218.8020159280384
student-t s13c1 126_1 115.0 242.0 97.9554947404403 237.10014184215518
student-t s13c1 177_3 101.0 222.0 84.91954412475488 234.70833452060108
student-t s13c1 174_1 100.0 255.0 95.55481120618909 242.84158596083688
student-t s13c1 75_2 170.0 249.0 152.35305981541904 236.50386779837555
student-t s13c1 140_5 173.0 271.0 169.98540037372584 265.81323839912795
student-t s13c1 194_11 168.0 255.0 171.17302623848462 259.85839421447463
student-t s13c1 191_9 185.0 294.0 182.3718391374729 297.2013105658898
student-t s13c1 131_6 158.0 230.0 151.79331283593126 212.41474686306964
student-t s13c1 185_11 176.0 187.0 175.6603836102131 173.61349152157266
student-t s13c1 180_9 139.0 228.0 129.73036786229648 220.0433565253697
student-t s13c1 23_2 180.0 203.0 150.4456511260956 238.53711882284827
student-t s13c1 74_5 179.0 199.0 160.74356121344897 223.2023673156516
student-t s13c1 122_9 164.0 205.0 153.33238152660385 213.0162145679927
student-t s13c1 170_17 164.0 221.0 152.9303916403817 215.0847378032813
student-t s13c1 211_33 138.0 218.0 142.8520055723366 214.54479660264468
student-t s13c1 205_34 161.0 218.0 161.17875948684784 217.05473403551278
student-t s13c1 163_17 154.0 203.0 147.3699536530632 202.43195208986296
student-t s13c1 211_38 156.0 190.0 155.3496625148235 192.0360406402377
student-t s13c1 202_35 133.0 202.0 134.77925109942257 200.90946638834063
student-t s13c1 121_10 178.0 213.0 178.50902644403317 219.53157832312954
student-t s13c1 201_37 178.0 211.0 182.1490209932295 211.16793974278346
student-t s13c1 163_19 203.0 222.0 191.9394615330423 220.60744281004264
student-t s13c1 198_37 197.0 239.0 200.36896681420458 235.09461389189184
student-t s13c1 197_37 198.0 207.0 194.28171411419086 207.62578545145215
student-t s13c1 67_3 186.0 222.0 151.15485333779566 254.20268618685898
student-t s13c1 117_5 169.0 256.0 150.12741883892724 268.45582804509326
student-t s13c1 156_9 161.0 287.0 162.98236807780052 288.05069819979906
student-t s13c1 191_16 167.0 278.0 174.43969864875123 288.01419471383196
student-t s13c1 191_15 163.0 302.0 162.99528236642612 305.44355372627336
student-t s13c1 155_10 146.0 256.0 136.70188938676213 261.64257057619915
student-t s13c1 191_19 144.0 255.0 137.84733425158495 254.54905801446748
student-t s13c1 188_17 125.0 272.0 123.8985843401821 262.2063638965201
student-t s13c1 116_6 175.0 237.0 152.95199642330743 257.23167024588145
student-t s13c1 163_15 176.0 234.0 158.80073714232006 242.71332664474036
student-t s13c1 199_31 178.0 239.0 174.68771208312538 233.76083724951508
student-t s13c1 197_29 152.0 240.0 148.83584625008146 240.987594857472
student-t s13c1 158_13 151.0 279.0 149.29740381394433 273.2335389609616
student-t s13c1 196_27 162.0 271.0 156.55450470922185 273.4440151460019
student-t s13c1 192_24 137.0 285.0 139.6518181668571 285.7690104594373
student-t s13c2 42_2 248.0 297.0 249.66560317287053 310.464405792306
student-t s13c2 89_5 241.0 291.0 240.25662766175222 300.75135936463164
student-t s13c2 142_11 241.0 287.0 253.9648818184552 299.9618610286744
student-t s13c2 196_16 248.0 308.0 250.41363423018305 318.2185597607066
student-t s13c2 140_9 209.0 300.0 213.82566789261 291.0071766570047
student-t s13c2 83_4 238.0 271.0 267.10098033328114 306.82023418641074
student-t s13c2 171_11 265.0 293.0 282.87745257397177 315.644164535216
student-t s13c2 210_19 298.0 304.0 289.61906735632795 311.3473986250497
student-t s13c2 209_17 283.0 313.0 282.9848483199645 323.7443304959479
student-t s13c2 149_14 250.0 256.0 281.97620943596434 294.0539144975147
student-t s13c2 203_19 271.0 296.0 279.8059066180889 304.7309951780837
student-t s13c2 192_20 285.0 264.0 293.42424063986374 276.2021803221194
student-t s13c2 42_1 238.0 340.0 233.44240678691557 335.3681411872404
student-t s13c2 88_3 234.0 314.0 226.36057628145508 330.0596024351539
student-t s13c2 134_6 212.0 321.0 213.74995862139664 329.3278436540738
student-t s13c2 180_11 212.0 307.0 216.00348545621605 321.9573352134485
student-t s13c2 180_10 191.0 330.0 198.5126030574637 335.9371140870323
student-t s13c2 133_3 232.0 322.0 231.3918729430196 325.5963433886651
student-t s13c2 178_6 219.0 326.0 224.41548909538028 336.68515717224244
student-t s13c2 177_7 236.0 286.0 243.4851509848707 309.7210811798716
student-t s13c2 87_1 240.0 355.0 231.54724479293156 355.6241436712892
student-t s13c2 137_3 230.0 354.0 229.05041821416293 356.35864231773684
student-t s13c2 182_4 206.0 362.0 213.54515926239853 359.85089535577436
student-t s13c2 181_5 235.0 348.0 241.61308809062922 353.595526103522
student-t s13c2 133_1 228.0 374.0 231.90517704966345 375.4524549667211
student-t s13c2 176_2 214.0 383.0 225.08387490902481 386.477564203556
student-t s13c3 41_1 323.0 233.0 330.3841443811396 261.8156430107929
student-t s13c3 105_3 305.0 240.0 316.05237688216215 268.1801215164585
student-t s13c3 175_5 287.0 253.0 294.8807310630575 269.8558162289758
student-t s13c3 149_6 326.0 211.0 318.9147155054347 271.47896980592213
student-t s13c3 85_1 346.0 239.0 340.1149803161229 257.44909018245
student-t s13c3 137_1 326.0 268.0 327.72415016096573 256.34262663608183
student-t s13c3 190_3 336.0 248.0 325.9536628948704 241.08362227468368
student-t s13c3 184_1 305.0 276.0 318.2720494888331 268.64954114621514
student-t s13c3 131_2 372.0 245.0 363.63178247444154 253.87355780257067
student-t s13c3 181_5 392.0 241.0 392.4077187805661 240.28933907037327
student-t s13c3 176_3 370.0 265.0 362.15618076637816 262.2381714725743
student-t s13c4 36_1 406.0 184.0 377.5992688505506 176.68021810452268
student-t s13c4 105_3 366.0 183.0 368.5951201218087 189.501917212719
student-t s13c4 167_5 378.0 203.0 370.94969691544105 199.04283220616333
student-t s13c4 215_10 352.0 204.0 353.70968350846226 203.42908464009676
student-t s13c4 82_1 423.0 167.0 393.38814195539834 166.53809967991768
student-t s13c4 138_3 402.0 153.0 384.0088592523793 160.02126386433764
student-t s13c4 198_5 366.0 184.0 364.3114012801163 181.53352556871354
student-t s13c4 194_6 408.0 133.0 391.9443222035561 130.46679306355747
student-t s13c4 136_1 457.0 147.0 425.99745100049 161.1405083128109
student-t s13c4 191_3 447.0 142.0 438.8855901268602 146.8822404194531
student-t s13c4 180_1 456.0 153.0 437.896519842028 167.7615199210067
student-t s13c4 32_2 376.0 153.0 364.6516026795363 178.9262008856683
student-t s13c4 83_6 405.0 152.0 372.18924411365776 174.68280847459366
student-t s13c4 141_9 376.0 151.0 360.14649068119013 174.40786983930826
student-t s13c4 211_16 324.0 179.0 325.6062865158105 182.15812489706227
student-t s13c4 203_16 378.0 165.0 373.3909158204477 167.24810898801545
student-t s13c4 139_10 414.0 158.0 393.5904124738619 170.28943841528394
student-t s13c4 203_17 403.0 182.0 401.8393812750584 175.9273591045582
student-t s13c4 193_16 419.0 157.0 405.8779744681919 161.17338097936954
student-t s13c4 78_3 374.0 174.0 347.88877498646906 184.34219061512098
student-t s13c4 158_7 357.0 162.0 342.10827178450796 180.8826082278842
student-t s13c4 152_8 359.0 186.0 326.6423680251585 196.46950733037556
student-t s13c4 204_14 318.0 186.0 310.756252208476 188.61253522797097
student-t s14c1 42_1 74.0 370.0 55.702250457271504 351.0722249117841
student-t s14c1 96_1 71.0 383.0 59.030319824718525 368.90636820928836
student-t s14c1 155_3 43.0 388.0 47.191395679127005 389.4235286038538
student-t s14c1 154_1 96.0 373.0 74.6749197110141 368.22506681280703
student-t s14c1 92_2 58.0 343.0 52.621167926890124 334.652052383524
student-t s14c1 156_6 40.0 330.0 33.41989262005843 316.0787487269566
student-t s14c1 156_5 81.0 342.0 67.18902599327924 332.3588309117461
student-t s14c2 58_1 130.0 183.0 137.24282708552147 195.03860351699248
student-t s14c2 115_3 136.0 158.0 143.5617520389342 180.6552514778909
student-t s14c2 166_5 129.0 163.0 133.29567200812718 178.80056130799008
student-t s14c2 206_9 140.0 179.0 135.58812721982707 184.7617416860272
student-t s14c2 205_10 124.0 169.0 123.08122562525136 171.51301903486788
student-t s14c2 160_6 166.0 162.0 158.1436533544961 171.19311687760617
student-t s14c2 209_13 184.0 166.0 179.6883551106593 165.33320498059695
student-t s14c2 198_10 150.0 166.0 154.80344139805663 167.88885360156976
student-t s14c2 107_1 124.0 211.0 131.82019357068017 207.32293267248258
student-t s14c2 156_1 124.0 231.0 132.764813192108 219.459194372827
student-t s14c2 201_2 139.0 222.0 141.07008667130066 219.49279051932731
student-t s14c2 201_1 118.0 232.0 125.37050190197557 230.53367984664303
student-t s14c2 152_2 122.0 216.0 125.95515187089262 207.44349463564672
student-t s14c2 197_3 129.0 211.0 134.26222130048887 206.7172039649191
student-t s14c2 195_4 107.0 212.0 111.85026415782619 208.25190988139065
student-t s14c3 47_1 310.0 178.0 330.47912048572374 176.18722748329776
student-t s14c3 104_1 322.0 203.0 332.1274436269479 193.6415569048073
student-t s14c3 154_3 315.0 209.0 327.51543100857236 200.17214376935286
student-t s14c3 198_7 326.0 185.0 327.89978061443156 180.3434403381443
student-t s14c3 193_3 324.0 227.0 323.5773345274753 225.1604357395589
student-t s14c3 152_1 348.0 207.0 337.97068705573326 201.34343690877384
student-t s14c3 197_2 352.0 188.0 347.4188578035364 189.83120808956826
student-t s14c3 197_1 336.0 225.0 334.1643512428695 221.61366716067266
student-t s14c3 102_2 329.0 179.0 331.8473327739482 168.7265099857598
student-t s14c3 156_7 332.0 163.0 330.98474622306543 153.663739557572
student-t s14c3 152_3 335.0 188.0 333.8916631219033 175.3585972205502
student-t s14c3 206_9 327.0 205.0 328.4980893268894 199.97905506909876
student-t s14c3 38_2 310.0 154.0 326.0114317198891 163.2984700985843
student-t s14c3 89_5 308.0 161.0 313.4344761843964 161.73231660370834
student-t s14c3 142_8 316.0 161.0 313.36683841479356 167.00942878925295
student-t s14c3 140_8 288.0 141.0 300.9310893326469 155.05191596170005
student-t s14c3 185_13 297.0 174.0 291.5229508376121 170.30492813114896
student-t s14c3 184_15 300.0 110.0 299.51649928447154 132.53155031016777
student-t s14c3 87_3 325.0 160.0 335.21023079131066 157.2303843062123
student-t s14c3 156_10 310.0 155.0 320.2724785656483 150.75232551342594
student-t s14c3 141_5 361.0 161.0 359.14230243261756 155.6350223918837
student-t s14c4 25_1 224.0 165.0 241.87799925834057 165.6405589081345
student-t s14c4 82_1 224.0 163.0 254.43819979466417 168.42737958283786
student-t s14c4 130_1 247.0 181.0 273.9895650538884 167.96357641718762
student-t s14c4 190_1 282.0 179.0 282.40928038186934 184.3817418649868
student-t s14c4 184_2 268.0 173.0 287.04085788963243 152.6643885569395
student-t s14c4 128_2 200.0 152.0 247.07086466993132 171.1220037016396
student-t s14c4 192_5 182.0 199.0 198.54178891965375 201.32980982175104
student-t s14c4 185_5 236.0 150.0 270.2228683488565 149.61262232339035
student-t s14c5 34_3 295.0 200.0 286.20671051206807 198.91826046995445
student-t s14c5 86_7 302.0 177.0 285.356367977022 180.43862564481873
student-t s14c5 147_9 302.0 189.0 288.3797031443311 172.15956940036392
student-t s14c5 200_18 307.0 172.0 300.20251331955524 169.0209292898811
student-t s14c5 200_17 273.0 180.0 279.3845723865317 168.1808916069974
student-t s14c5 81_5 289.0 201.0 287.5440353443138 214.1295964777403
student-t s14c5 148_7 260.0 232.0 272.0224454683817 214.19130892490458
student-t s14c5 200_16 266.0 237.0 267.4469820323059 231.49489284500854
student-t s14c5 197_12 258.0 214.0 265.3694836494957 198.0120589458793
student-t s14c5 31_1 284.0 210.0 285.445967510402 200.40716547794275
student-t s14c5 70_3 281.0 188.0 287.06746002702107 186.92606571943585
student-t s14c5 115_3 290.0 191.0 289.40246749368174 186.25175764612584
student-t s14c5 162_4 282.0 189.0 287.7615527056877 175.69167713499283
student-t s14c5 207_9 288.0 187.0 282.62267327970375 183.2547515509685
student-t s14c5 203_10 289.0 173.0 290.98921358050364 158.5719867888657
student-t s14c5 162_3 289.0 212.0 293.49613001963763 196.04803765456867
student-t s14c5 200_6 308.0 201.0 302.0787147864044 199.72491764819074
student-t s14c5 197_3 300.0 208.0 288.7739239987263 199.81115506112738
student-t s14c5 106_4 262.0 182.0 286.69815336119535 175.16548255218265
student-t s14c5 155_5 261.0 207.0 275.0237818648195 186.44192911643702
student-t s14c5 202_11 286.0 200.0 281.7799855032118 197.18775931306206
student-t s14c5 201_12 270.0 200.0 256.28470740607816 186.49185845271867
student-t s14c5 152_6 254.0 162.0 297.11804798520853 144.2763195072147
student-t s14c5 205_16 314.0 121.0 312.4419869899182 126.1661422420437
student-t s14c5 196_10 278.0 140.0 294.73562050570405 134.45174499713767
student-t s14c5 68_1 285.0 225.0 283.46001831290664 214.19801230700574
student-t s14c5 107_2 274.0 213.0 283.596954993116 219.25769257103252
student-t s14c5 156_1 279.0 244.0 281.316560135067 223.81079230492475
student-t s14c5 200_3 274.0 219.0 268.3878359819711 218.3077823824458
student-t s14c5 198_1 298.0 239.0 291.4497347378572 233.13380293426764
student-t s14c6 5_1 334.0 351.0 319.8418207308778 342.5974103936101
student-t s14c6 58_3 306.0 348.0 310.4177192323947 340.2081160547511
student-t s14c6 119_3 295.0 322.0 302.04017003935525 324.8206949196545
student-t s14c6 171_5 286.0 310.0 296.8229482136406 312.7621414550504
student-t s14c6 215_13 302.0 294.0 299.0793819452732 291.2248806501175
student-t s14c6 213_10 287.0 323.0 290.40874524516363 321.75182881122333
student-t s14c6 170_3 302.0 323.0 300.2164685815671 323.9752072195153
student-t s14c6 207_5 292.0 337.0 292.50064314787176 333.2566940459832
student-t s14c6 203_6 305.0 319.0 305.8507170393562 315.1299728612009
student-t s14c6 115_1 313.0 354.0 308.2041705069339 351.68111492343934
student-t s14c6 178_3 316.0 349.0 308.3724838445052 349.8564096330823
student-t s14c6 214_5 319.0 351.0 322.05295935418263 348.677954682506
student-t s14c6 171_1 310.0 364.0 305.87924595348915 364.7334045623617
student-t s14c6 211_1 299.0 369.0 300.52743681382645 377.6580976093525
student-t s14c6 56_1 349.0 341.0 328.90352351615405 344.89482992555224
student-t s15c1 24_1 86.0 397.0 82.15113682772946 410.20814948047325
student-t s15c1 81_3 87.0 399.0 88.80478185645325 409.8749962038459
student-t s15c1 138_7 111.0 415.0 98.97011999453333 419.2100229036134
student-t s15c1 190_11 115.0 436.0 102.59379384917841 440.3930808173877
student-t s15c1 135_5 76.0 387.0 85.61940023836597 400.7074049358204
student-t s15c1 192_8 62.0 417.0 74.43021996196036 420.3902139323902
student-t s15c1 187_9 87.0 362.0 92.57788755954094 369.751387182261
student-t s15c1 70_1 90.0 408.0 76.79386645511126 410.4776621147957
student-t s15c1 127_1 92.0 401.0 89.13509170485428 417.30571021758607
student-t s15c1 198_1 100.0 432.0 93.44543282680073 447.1138712144677
student-t s15c1 185_2 86.0 400.0 97.92349465694588 402.4154336048084
student-t s15c1 122_2 62.0 386.0 58.5530039874554 404.5667304341088
student-t s15c1 179_3 36.0 407.0 39.89888557625549 408.6465613857371
student-t s15c1 176_4 68.0 383.0 57.429783152648014 394.39272372723457
student-t s15c2 5_1 140.0 270.0 145.82175193035349 269.2777630856521
student-t s15c2 57_3 136.0 256.0 150.7853278913067 259.0853825076361
student-t s15c2 136_5 141.0 271.0 135.3697185953441 251.31996097881307
student-t s15c2 199_10 131.0 239.0 139.25033346944937 246.1968559762625
student-t s15c2 127_6 161.0 257.0 172.19762649045146 252.4588993545048
student-t s15c2 188_13 157.0 251.0 170.81754212299083 250.11962809431077
student-t s15c2 187_11 194.0 249.0 192.0170533447858 249.11284710186192
student-t s15c2 47_1 121.0 286.0 141.81695412786112 277.46878268595134
student-t s15c2 108_1 132.0 291.0 147.73667465320008 290.59109240959657
student-t s15c2 174_1 122.0 304.0 135.5912721331137 299.27078062731584
student-t s15c2 170_2 165.0 295.0 165.9383653152082 295.4616444156148
student-t s15c2 104_2 124.0 285.0 130.61977284839878 276.51854794066213
student-t s15c2 159_3 115.0 288.0 114.27070341120275 274.1123758277076
student-t s15c2 213_7 105.0 265.0 101.18839512819683 264.8238175626999
student-t s15c2 211_5 107.0 288.0 111.80818547120002 280.6781164527411
student-t s15c2 154_4 137.0 278.0 135.10385166218737 277.86903450682087
student-t s15c2 209_9 120.0 265.0 129.36267643950836 260.4493425886753
student-t s15c2 207_7 146.0 297.0 145.5870370570816 296.3832477659962
student-t s15c3 26_1 78.0 179.0 87.85165958682 175.5388322831887
student-t s15c3 73_2 71.0 169.0 80.65853998263366 169.64654058662467
student-t s15c3 125_4 78.0 168.0 83.44117349149127 162.72921433958436
student-t s15c3 190_8 99.0 162.0 93.41682176615842 161.73297148995496
student-t s15c3 172_8 85.0 151.0 78.84728770360732 157.2222949701727
student-t s15c3 120_2 56.0 175.0 70.80796068383944 169.9874345508086
student-t s15c3 169_5 70.0 166.0 71.60593503499994 167.64829230008905
student-t s15c3 166_3 48.0 175.0 60.360788648972175 172.51737450579338
student-t s15c3 73_1 88.0 179.0 95.04466679036828 181.42894256165783
student-t s15c3 127_1 68.0 170.0 83.60881846818977 166.64692368358462
student-t s15c3 184_1 85.0 168.0 86.14976084006999 163.68902841259097
student-t s15c4 33_1 131.0 65.0 99.23748278429342 101.52946301922827
student-t s15c4 91_3 116.0 96.0 101.4558771838606 108.85290240359882
student-t s15c4 150_3 85.0 112.0 82.24584062589223 107.92063048167529
student-t s15c4 195_5 80.0 114.0 78.90229370467686 110.41483220973511
student-t s15c4 194_6 74.0 101.0 71.90294989760345 104.78263564266155
student-t s15c4 142_4 119.0 105.0 120.31384040914692 116.11781858349022
student-t s15c4 193_9 139.0 114.0 140.55905469724894 126.99044623939497
student-t s15c4 191_7 115.0 104.0 119.29953215089279 112.84423966350705
student-t s15c4 90_1 112.0 77.0 97.05885852677605 94.33383025173062
student-t s15c4 157_2 127.0 88.0 110.99112425198865 88.84506237493848
student-t s15c4 206_4 138.0 95.0 127.0513443939611 96.76584901499878
student-t s15c4 200_4 106.0 82.0 106.36108329540305 78.15986961437346
student-t s15c4 157_1 104.0 93.0 80.21702835572071 91.4223953021915
student-t s15c4 204_1 94.0 97.0 88.40557225123978 93.67847405530138
student-t s15c5 27_1 261.0 140.0 251.5519430037288 154.11499256405736
student-t s15c5 71_1 238.0 162.0 247.0845700114605 161.891595928713
student-t s15c5 70_2 264.0 137.0 255.91601797928413 146.51739128929367
student-t s15c5 125_1 253.0 151.0 252.07894566625862 149.07673480343277
student-t s15c5 209_1 230.0 160.0 230.18971077320103 160.57074222258282
student-t s15c5 193_2 270.0 140.0 264.2221438508127 143.06947200533335
student-t s15c5 119_3 268.0 117.0 264.4204349392203 135.38739467190857
student-t s15c5 167_4 275.0 117.0 278.16834123157383 121.26097223233756
student-t s15c5 202_7 263.0 101.0 273.1102891653577 107.60516055417052
student-t s15c5 202_6 295.0 131.0 294.0323477108463 124.28666527383432
student-t s15c5 167_3 254.0 149.0 259.45684321790577 138.25752235011888
student-t s15c5 208_4 249.0 160.0 252.68039232613089 157.12699611577
student-t s15c5 202_5 263.0 121.0 261.5704194054571 125.02607857673227
student-t s15c6 4_1 261.0 327.0 231.3492011436944 314.9008651023014
student-t s15c6 59_1 241.0 327.0 228.90435019001404 318.02687554908647
student-t s15c6 118_3 242.0 311.0 234.24526267924045 313.8920212260386
student-t s15c6 168_4 240.0 313.0 231.4107657101712 319.21231679281874
student-t s15c6 109_1 218.0 327.0 222.10829930120823 324.4192477254708
student-t s15c6 50_2 286.0 301.0 233.39362731919684 312.28848428818145
student-t s15c6 111_4 299.0 322.0 257.60838718103713 333.3279570276168
student-t s15c6 162_7 307.0 339.0 288.0924508511131 337.34791377153385
student-t s15c6 156_5 288.0 335.0 251.55067051790027 344.40066831454635
student-t s15c6 202_6 245.0 349.0 242.1258114171484 350.5562555934018
student-t s15c6 199_4 258.0 346.0 254.43158387901272 348.96918800436214
student-t s15c6 108_4 233.0 283.0 213.93233884830647 287.9025978321439
student-t s15c6 162_8 220.0 298.0 203.19949861819626 287.8539353561774
student-t s15c6 209_10 199.0 278.0 204.39570015865652 283.3781135643019
student-t s15c6 202_10 192.0 286.0 194.2168519752773 291.6243825665683
student-t s15c6 157_9 231.0 273.0 208.15491771834067 267.7999928773494
student-t s15c6 214_16 199.0 251.0 195.94498530480547 253.76207991579136
