25_3,217.0,115.0
68_6,230.0,106.0
188_25,229.0,115.0
216_29,226.0,106.0
216_28,222.0,127.0
115_10,212.0,95.0
170_21,227.0,84.0
216_31,250.0,69.0
216_30,208.0,80.0
167_22,221.0,72.0
209_34,195.0,65.0
216_33,211.0,60.0
216_32,182.0,60.0
208_35,245.0,56.0
216_35,253.0,46.0
216_34,235.0,56.0
64_4,215.0,120.0
160_15,224.0,113.0
202_26,207.0,115.0
216_25,215.0,96.0
216_24,200.0,115.0
198_26,209.0,98.0
216_27,228.0,90.0
216_26,201.0,104.0
103_5,228.0,129.0
152_11,222.0,136.0
201_23,247.0,134.0
216_23,238.0,141.0
216_22,252.0,143.0
216_21,264.0,161.0
139_9,228.0,141.0
184_17,251.0,118.0
216_20,239.0,115.0
216_19,263.0,132.0
184_16,228.0,170.0
216_18,235.0,186.0
216_17,219.0,184.0
14_1,173.0,134.0
216_4,211.0,141.0
118_3,175.0,123.0
170_7,188.0,132.0
216_11,203.0,131.0
216_10,183.0,136.0
166_5,159.0,123.0
210_8,147.0,140.0
216_7,155.0,147.0
216_6,135.0,132.0
209_9,159.0,109.0
216_9,148.0,106.0
216_8,168.0,110.0
