[&R] (((((216_9:0,216_10:0)202_8:2.257,216_8:1.257)164_4:0.743,((216_11:0,216_12:0)209_11:0.026,216_13:1.026)164_5:0.974)124_4:0,(((216_17:0,216_18:1)205_15:0,216_15:1)165_8:0,((216_21:1.003,216_22:0.003)201_15:0.002,(216_19:0,216_20:0)203_16:1.005)165_9:0.996)125_6:0)83_3:3.999)I0;
I0,0,0,0,0,0,0,0,0,0,0
83_3,0,1,1,0,1,0,0,0,2,0
125_6,0,1,1,0,1,0,0,0,2,0
165_9,0,1,1,0,1,0,1,0,2,0
203_16,0,1,1,2,1,0,1,0,2,0
216_20,0,1,1,2,1,0,1,0,2,0
216_19,0,1,1,2,1,0,1,0,2,0
201_15,0,1,1,0,1,0,1,0,2,0
216_22,0,1,1,0,1,0,1,0,2,0
216_21,0,1,1,0,1,0,1,1,2,0
165_8,0,1,1,0,1,0,0,0,2,0
216_15,0,1,1,0,1,0,0,0,2,2
205_15,0,1,1,0,1,0,0,0,2,0
216_18,2,1,1,0,1,0,0,0,2,0
216_17,0,1,1,0,1,0,0,0,2,0
124_4,0,1,1,0,1,0,0,0,2,0
164_5,0,1,1,0,1,0,0:0.03/2:0.97,0,2,0
216_13,0,1,1,0,1,0,2,2,2,0
209_11,0,1,1,0,1,0,2,0,2,0
216_12,0,1,1,0,1,0,2,0,2,0
216_11,0,1,1,0,1,0,2,0,2,0
164_4,0,1,1,0,1,0:0.26/2:0.74,0,0,2,0
216_8,0,1,1,0,1,2,0,2,2,0
202_8,0,1,1,0,1,2,2,1,2,0
216_10,0,1,1,0,1,2,2,1,2,0
216_9,0,1,1,0,1,2,2,1,2,0
