cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,2,2,0,0,2,0,2,2
I1,0,0,2,2,0,1,2,0,2,2
I2,1,0,2,2,0,1,2,1,2,2
I3,1,0,2,2,0,1,2,1,2,2
216_20,1,0,2,2,0,1,2,1,2,2
216_19,1,0,2,2,0,1,2,1,2,2
I4,1,0,2,2,0,1,2,1,2,2
216_22,1,0,2,2,0,1,2,1,2,2
216_21,1,0,2,2,0,1,2,1,2,2
I5,0,1,2,2,0,1,2,0,2,2
216_15,0,1,2,2,0,1,2,0,2,2
I6,0,1,2,2,0,1,2,0,2,2
216_18,0,1,2,2,0,1,2,0,2,2
216_17,0,1,2,2,2,1,2,0,2,2
I7,0,0,2,2,0,0,2,0,2,2
I8,0,0,2,2,0,0,2,0,2,2
216_13,0,1,2,2,0,0,2,2,2,2
I9,0,0,2,2,2,0,2,0,2,2
216_12,0,0,2,2,2,0,2,0,2,2
216_11,0,0,2,2,2,0,2,0,2,2
I10,0,0,2,2,0,2,2,0,2,2
216_8,0,2,2,2,0,2,2,2,2,2
I11,0,0,2,2,0,2,2,0,2,2
216_10,0,0,2,2,0,2,2,0,2,2
216_9,0,0,2,2,0,2,2,0,2,2
Evolve tree: [&R] ((((216_9:0.084,216_10:0.084)I11:0.228,216_8:0.312)I10:0.24,((216_11:0.042,216_12:0.042)I9:0.27,216_13:0.312)I8:0.24)I7:0.246,(((216_17:0.066,216_18:0.066)I6:0.24,216_15:0.306)I5:0.24,((216_21:0.09,216_22:0.09)I4:0.216,(216_19:0.078,216_20:0.078)I3:0.228)I2:0.24)I1:0.252)I0:0.492;
