cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,2,0,0,0,0
I1,1,2,0,2,1,2,2,0,0,0
I2,1,2,0,2,1,2,2,2,0,0
216_2,1,2,1,2,1,2,2,2,0,0
216_1,1,2,0,2,1,2,2,2,0,0
I3,1,2,2,2,1,2,2,0,2,0
216_5,1,2,2,2,1,2,2,2,2,0
I4,1,2,2,2,1,2,2,0,2,0
216_4,1,2,2,2,1,2,2,1,2,0
216_3,1,2,2,2,1,2,2,0,2,0
I5,0,2,0,0,0,2,0,0,0,0
216_22,0,2,0,0,1,2,0,2,1,0
I6,0,2,0,0,0,2,0,0,0,0
I7,0,2,0,0,0,2,2,0,0,0
I8,2,2,0,0,0,2,2,0,0,0
216_8,2,2,2,0,0,2,2,0,0,0
216_7,2,2,0,0,0,2,2,0,0,0
I9,0,2,0,0,2,2,2,0,0,0
216_10,0,2,0,0,2,2,2,1,0,0
216_9,0,2,0,0,2,2,2,0,0,0
I10,0,2,1,2,0,2,2,0,2,0
216_11,0,2,1,2,0,2,2,0,2,0
I11,0,2,1,2,0,2,2,0,2,0
216_14,0,2,1,2,0,2,2,0,2,0
216_13,0,2,1,2,2,2,2,0,2,0
Evolve tree: [&R] (((((216_13:0.11456074766354948,216_14:0.11456074766354948)I11:0.22656074766354883,216_11:0.34112149532709835)I10:0.22915887850467132,((216_9:0.11007476635513833,216_10:0.11007476635513833)I9:0.1940186915887827,(216_7:0.10560747663551223,216_8:0.10560747663551223)I8:0.1984859813084088)I7:0.26618691588784854)I6:0.30050467289719535,216_22:0.8707850467289651)I5:0.29345794392523344,(((216_3:0.2278317757009312,216_4:0.2278317757009312)I4:0.2882803738317733,216_5:0.5161121495327043)I3:0.27921495327102686,(216_1:0.19850467289719326,216_2:0.19850467289719326)I2:0.5968224299065381)I1:0.3689158878504669)I0:0.12575700934579442;
