cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_34,2,2,0,2,1,2,1,1,0,1
216_33,2,2,0,2,1,2,1,1,0,1
216_32,0,0,2,0,1,1,2,1,0,1
216_31,0,0,2,0,1,1,2,0,0,1
216_28,1,0,2,0,1,1,2,0,0,1
216_26,0,0,2,0,1,1,2,0,0,1
216_23,1,0,2,1,1,1,2,0,1,2
216_22,0,2,2,0,1,1,2,2,0,2
216_21,0,2,2,0,1,1,2,0,0,2
216_19,0,1,2,1,1,1,2,0,0,0
216_17,0,0,2,0,1,1,2,0,0,0
216_8,2,1,2,0,1,1,2,0,1,0
216_7,2,1,2,0,1,1,2,0,1,0
216_6,0,1,2,0,1,1,2,0,1,2
216_5,0,1,2,0,1,1,2,0,1,2
216_4,2,1,2,0,1,1,2,2,1,1
216_3,2,1,2,0,1,1,2,2,1,1
216_2,2,1,2,0,1,1,2,2,1,1
216_1,2,1,2,0,1,1,2,2,1,1
216_10,0,1,2,2,1,1,2,1,1,0
216_9,0,1,2,2,1,1,2,1,1,0
216_12,0,1,2,2,1,1,2,1,1,2
216_11,0,1,2,2,1,1,2,1,1,2
216_16,0,1,2,0,1,1,2,1,1,2
216_15,0,1,2,0,1,1,2,1,1,2
216_14,0,1,2,0,1,1,2,1,1,2
216_13,0,1,2,0,1,1,2,1,1,2
