cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
216_34,0,2,2,0,0,0,0,0,0,1
216_33,0,2,2,2,0,0,0,0,0,1
216_32,0,2,2,2,1,1,2,0,0,1
216_31,0,2,2,2,1,1,2,0,0,1
216_28,0,2,2,2,1,1,2,0,0,1
216_26,0,2,2,2,1,1,2,0,0,1
216_23,0,2,2,2,1,1,2,0,2,1
216_22,1,2,2,2,1,1,2,0,2,1
216_21,1,2,2,2,1,1,2,0,2,1
216_19,1,2,2,2,1,1,2,0,2,1
216_17,1,2,2,2,1,1,2,0,2,1
216_8,0,2,2,2,1,1,2,0,2,1
216_7,0,2,2,2,1,1,2,0,2,1
216_6,0,2,2,2,1,1,2,0,2,1
216_5,0,2,2,2,1,1,2,0,2,1
216_4,0,2,2,2,1,1,2,1,0,0
216_3,0,2,2,2,1,1,2,0,0,0
216_2,0,2,2,2,1,1,2,0,0,0
216_1,0,2,2,2,1,1,2,0,0,0
216_10,0,2,2,2,1,1,2,0,2,2
216_9,0,2,2,2,1,1,2,0,2,2
216_12,0,2,2,2,1,1,2,0,2,2
216_11,0,2,2,2,1,1,2,0,2,2
216_16,0,2,2,2,1,1,2,2,0,2
216_15,0,2,2,2,1,1,2,2,0,2
216_14,0,2,2,2,1,1,2,1,0,2
216_13,0,2,2,2,1,1,2,0,0,2
