cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,2,2,0,2,1,2,1,1,0,1
216_34,2,2,0,2,1,2,1,1,0,1
216_33,2,2,0,2,1,2,1,1,0,1
I2,0,0,0,0,1,1,2,0,0,0
I3,0,0,2,0,1,1,2,0,0,0
I4,0,0,2,0,1,1,2,0,0,1
I5,0,0,2,0,1,1,2,0,0,1
216_32,0,0,2,0,1,1,2,1,0,1
216_31,0,0,2,0,1,1,2,0,0,1
I6,0,0,2,0,1,1,2,0,0,1
216_28,1,0,2,0,1,1,2,0,0,1
216_26,0,0,2,0,1,1,2,0,0,1
I7,0,0,2,0,1,1,2,0,0,0
I8,0,0,2,0,1,1,2,0,0,2
216_23,1,0,2,1,1,1,2,0,1,2
I9,0,2,2,0,1,1,2,0,0,2
216_22,0,2,2,0,1,1,2,2,0,2
216_21,0,2,2,0,1,1,2,0,0,2
I10,0,0,2,0,1,1,2,0,0,0
216_19,0,1,2,1,1,1,2,0,0,0
216_17,0,0,2,0,1,1,2,0,0,0
I11,0,1,2,0,1,1,2,0,1,0
I12,0,1,2,0,1,1,2,0,1,0
I13,0,1,2,0,1,1,2,0,1,0
I14,2,1,2,0,1,1,2,0,1,0
216_8,2,1,2,0,1,1,2,0,1,0
216_7,2,1,2,0,1,1,2,0,1,0
I15,0,1,2,0,1,1,2,0,1,2
216_6,0,1,2,0,1,1,2,0,1,2
216_5,0,1,2,0,1,1,2,0,1,2
I16,2,1,2,0,1,1,2,2,1,1
I17,2,1,2,0,1,1,2,2,1,1
216_4,2,1,2,0,1,1,2,2,1,1
216_3,2,1,2,0,1,1,2,2,1,1
I18,2,1,2,0,1,1,2,2,1,1
216_2,2,1,2,0,1,1,2,2,1,1
216_1,2,1,2,0,1,1,2,2,1,1
I19,0,1,2,0,1,1,2,1,1,0
I20,0,1,2,2,1,1,2,1,1,0
I21,0,1,2,2,1,1,2,1,1,0
216_10,0,1,2,2,1,1,2,1,1,0
216_9,0,1,2,2,1,1,2,1,1,0
I22,0,1,2,2,1,1,2,1,1,2
216_12,0,1,2,2,1,1,2,1,1,2
216_11,0,1,2,2,1,1,2,1,1,2
I23,0,1,2,0,1,1,2,1,1,2
I24,0,1,2,0,1,1,2,1,1,2
216_16,0,1,2,0,1,1,2,1,1,2
216_15,0,1,2,0,1,1,2,1,1,2
I25,0,1,2,0,1,1,2,1,1,2
216_14,0,1,2,0,1,1,2,1,1,2
216_13,0,1,2,0,1,1,2,1,1,2
Evolve tree: [&R] ((((((216_13:0.06558107023196158,216_14:0.06558107023196158)I25:0.16532882766441187,(216_15:0.05302434717274747,216_16:0.05302434717274747)I24:0.177885550723626)I23:0.21876291718827387,((216_11:0.06558107023196158,216_12:0.06558107023196158)I22:0.15117338163868854,(216_9:0.05719637176967074,216_10:0.05719637176967074)I21:0.15955808010097938)I20:0.23291836321399717)I19:0.25145544347245985,(((216_1:0.0867819963171266,216_2:0.0867819963171266)I18:0.14412790157924685,(216_3:0.07826040190720206,216_4:0.07826040190720206)I17:0.15264949598917138)I16:0.2078981099241943,((216_5:0.03647072670750793,216_6:0.03647072670750793)I15:0.18028372516314217,(216_7:0.020130191961974638,216_8:0.020130191961974638)I14:0.1966242599086755)I13:0.2220535559499176)I12:0.2623202507365394)I11:0.2604167494875686,(((216_17:0.2404235672925567,216_19:0.2404235672925567)I10:0.18221862832643657,((216_21:0.06138193148560831,216_22:0.06138193148560831)I9:0.16479419298929038,216_23:0.22617612447489868)I8:0.1964660711440946)I7:0.2597836246964382,((216_26:0.17967221023387375,216_28:0.17967221023387375)I6:0.20585506808560716,(216_31:0.06558107023196158,216_32:0.06558107023196158)I5:0.31994620808751945)I4:0.29689854199595045)I3:0.27911918772924427)I2:0.2794030266246332,(216_33:0.17510412748404047,216_34:0.17510412748404047)I1:1.0658439071852688)I0:0;
