rep method nodeName nodeAge trueTime estBrlen
s15c7 without_location 202_3 202 55.0 0.24278621711941561
s15c7 without_location 206_9 206 55.0 0.005
s15c7 without_location 214_22 214 43.0 0.005
s15c7 without_location 216_1 216 21.0 0.2427862171193423
s15c7 without_location 216_10 216 10.0 0.29942407545432653
s15c7 without_location 216_11 216 15.0 0.19653638028099027
s15c7 without_location 216_12 216 15.0 0.19653638028099027
s15c7 without_location 216_14 216 65.0 0.6656625345447087
s15c7 without_location 216_15 216 23.0 0.660662534544817
s15c7 without_location 216_16 216 23.0 0.660662534544817
s15c7 without_location 216_17 216 125.0 0.5925959275978437
s15c7 without_location 216_18 216 32.0 0.22053569874366433
s15c7 without_location 216_19 216 32.0 0.22053569874366433
s15c7 without_location 216_2 216 21.0 0.2427862171193423
s15c7 without_location 216_20 216 39.0 0.005
s15c7 without_location 216_21 216 39.0 0.005
s15c7 without_location 216_22 216 2.0 0.005
s15c7 without_location 216_23 216 2.0 0.005
s15c7 without_location 216_24 216 45.0 0.009999999999175448
s15c7 without_location 216_25 216 40.0 0.6029548341682014
s15c7 without_location 216_26 216 40.0 0.6029548341682014
s15c7 without_location 216_27 216 43.0 0.6606625345448227
s15c7 without_location 216_28 216 43.0 0.6606625345448227
s15c7 without_location 216_29 216 37.0 0.6606625345448697
s15c7 without_location 216_3 216 14.0 0.005
s15c7 without_location 216_30 216 37.0 0.6606625345448697
s15c7 without_location 216_4 216 14.0 0.005
s15c7 without_location 216_5 216 23.0 0.3910533893969098
s15c7 without_location 216_6 216 23.0 0.3910533893969098
s15c7 without_location 216_7 216 16.0 0.12082781342773019
s15c7 without_location 216_8 216 16.0 0.12082781342773019
s15c7 without_location 216_9 216 10.0 0.29942407545432653
s15c7 without_location 42_2 42 41.0 0.005
s15c7 without_location 51_1 51 50.0 0.005
s15c7 without_location 84_4 84 42.0 0.005
s15c7 without_location 91_3 91 49.0 0.08306660694613191
s15c7 without_location 95_1 95 44.0 0.2746091451482879
s15c7 without_location virtual 1 0 0.2231345611034272
s15c8 with_all_location 117_3 116 103.0 0.07746520479044151
s15c8 with_all_location 119_2 118 54.0 0.18961211369838368
s15c8 with_all_location 120_1 119 55.0 0.07595674219337115
s15c8 with_all_location 14_1 13 13.0 0.21209961158414384
s15c8 with_all_location 165_1 164 45.0 0.07605604619688139
s15c8 with_all_location 166_4 165 47.0 0.0317080815598734
s15c8 with_all_location 167_7 166 50.0 0.8573218177215788
s15c8 with_all_location 167_8 166 50.0 0.22484502942278226
s15c8 with_all_location 171_3 170 51.0 0.8589098459959639
s15c8 with_all_location 171_6 170 52.0 0.674273142659845
s15c8 with_all_location 206_2 205 41.0 0.029834533515070396
s15c8 with_all_location 208_10 207 41.0 0.42368588531936296
s15c8 with_all_location 208_11 207 41.0 0.28486258856186836
s15c8 with_all_location 212_14 211 45.0 0.12837705567804575
s15c8 with_all_location 213_5 212 42.0 0.045728006677357866
s15c8 with_all_location 215_1 214 50.0 0.9144239092705041
s15c8 with_all_location 215_4 214 44.0 0.10102006870310082
s15c8 with_all_location 215_8 214 49.0 0.8242115609368293
s15c8 with_all_location 216_1 215 1.0 0.03661994636883539
s15c8 with_all_location 216_10 215 1.0 0.057524887834505684
s15c8 with_all_location 216_11 215 1.0 0.057524887834505684
s15c8 with_all_location 216_12 215 45.0 0.2391713876713634
s15c8 with_all_location 216_13 215 45.0 0.2391713876713634
s15c8 with_all_location 216_14 215 8.0 0.06338902653990615
s15c8 with_all_location 216_15 215 8.0 0.06338902653990615
s15c8 with_all_location 216_16 215 8.0 0.20221232329740077
s15c8 with_all_location 216_17 215 8.0 0.20221232329740077
s15c8 with_all_location 216_18 215 4.0 0.99117464448002
s15c8 with_all_location 216_19 215 4.0 0.99117464448002
s15c8 with_all_location 216_2 215 1.0 0.03661994636883539
s15c8 with_all_location 216_20 215 49.0 1.119551700158066
s15c8 with_all_location 216_3 215 10.0 0.9212093221242691
s15c8 with_all_location 216_4 215 10.0 0.9212093221242691
s15c8 with_all_location 216_5 215 1.0 0.06716998713715623
s15c8 with_all_location 216_6 215 1.0 0.06716998713715623
s15c8 with_all_location 216_7 215 3.0 0.1224620491628992
s15c8 with_all_location 216_8 215 3.0 0.1224620491628992
s15c8 with_all_location 216_9 215 50.0 0.881736448771335
s15c8 with_all_location 65_1 64 51.0 0.31880529034169747
s15c8 with_leaf_location 117_3 116 103.0 0.00500000001681539
s15c8 with_leaf_location 119_2 118 54.0 0.4760055396041952
s15c8 with_leaf_location 120_1 119 55.0 0.0050000000084096915
s15c8 with_leaf_location 14_1 13 13.0 0.2216794491178939
s15c8 with_leaf_location 165_1 164 45.0 0.005000000013795299
s15c8 with_leaf_location 166_4 165 47.0 0.005000000021231126
s15c8 with_leaf_location 167_7 166 50.0 0.9258450561594193
s15c8 with_leaf_location 167_8 166 50.0 0.005000000010637437
s15c8 with_leaf_location 171_3 170 51.0 0.8738441669235252
s15c8 with_leaf_location 171_6 170 52.0 0.005000000021258022
s15c8 with_leaf_location 206_2 205 41.0 0.005000000010764493
s15c8 with_leaf_location 208_10 207 41.0 0.4010722515760378
s15c8 with_leaf_location 208_11 207 41.0 0.005000000014123255
s15c8 with_leaf_location 212_14 211 45.0 0.005000000008907495
s15c8 with_leaf_location 213_5 212 42.0 0.005000000018732195
s15c8 with_leaf_location 215_1 214 50.0 1.0165034262029096
s15c8 with_leaf_location 215_4 214 44.0 0.005000000018618693
s15c8 with_leaf_location 215_8 214 49.0 0.5259203256338528
s15c8 with_leaf_location 216_1 215 1.0 0.032976492624357596
s15c8 with_leaf_location 216_10 215 1.0 0.05255405183189957
s15c8 with_leaf_location 216_11 215 1.0 0.05255405183189957
s15c8 with_leaf_location 216_12 215 45.0 0.578474377463594
s15c8 with_leaf_location 216_13 215 45.0 0.578474377463594
s15c8 with_leaf_location 216_14 215 8.0 0.05497633747868429
s15c8 with_leaf_location 216_15 215 8.0 0.05497633747868429
s15c8 with_leaf_location 216_16 215 8.0 0.4510485959866093
s15c8 with_leaf_location 216_17 215 8.0 0.4510485959866093
s15c8 with_leaf_location 216_18 215 4.0 1.3718936546979201
s15c8 with_leaf_location 216_19 215 4.0 1.3718936546979201
s15c8 with_leaf_location 216_2 215 1.0 0.032976492624357596
s15c8 with_leaf_location 216_20 215 49.0 1.3768936503362559
s15c8 with_leaf_location 216_3 215 10.0 1.0444799242341327
s15c8 with_leaf_location 216_4 215 10.0 1.0444799242341327
s15c8 with_leaf_location 216_5 215 1.0 0.17563575518350907
s15c8 with_leaf_location 216_6 215 1.0 0.17563575518350907
s15c8 with_leaf_location 216_7 215 3.0 0.17563575382193847
s15c8 with_leaf_location 216_8 215 3.0 0.17563575382193847
s15c8 with_leaf_location 216_9 215 50.0 0.5784743774657524
s15c8 with_leaf_location 65_1 64 51.0 0.3274137304135777
s15c8 without_location 117_3 116 103.0 0.005000000000093321
s15c8 without_location 119_2 118 54.0 0.3369183030864307
s15c8 without_location 120_1 119 55.0 0.19641741114442263
s15c8 without_location 14_1 13 13.0 0.21693589033177496
s15c8 without_location 165_1 164 45.0 0.0050000000000867476
s15c8 without_location 166_4 165 47.0 0.20111311040377472
s15c8 without_location 167_7 166 50.0 1.002831079631431
s15c8 without_location 167_8 166 50.0 0.22723893473468024
s15c8 without_location 171_3 170 51.0 1.012875440192485
s15c8 without_location 171_6 170 52.0 0.8773745482505548
s15c8 without_location 206_2 205 41.0 0.005000000000035387
s15c8 without_location 208_10 207 41.0 0.5642752339597219
s15c8 without_location 208_11 207 41.0 0.17319266097103064
s15c8 without_location 212_14 211 45.0 0.1080193221182742
s15c8 without_location 213_5 212 42.0 0.005000000000069437
s15c8 without_location 215_1 214 50.0 1.0128754401924769
s15c8 without_location 215_4 214 44.0 0.005000000000065223
s15c8 without_location 215_8 214 49.0 0.6762614378468202
s15c8 without_location 216_1 215 1.0 0.0050000000000434645
s15c8 without_location 216_10 215 1.0 0.0050000000000036005
s15c8 without_location 216_11 215 1.0 0.0050000000000036005
s15c8 without_location 216_12 215 45.0 0.005000000000043822
s15c8 without_location 216_13 215 45.0 0.005000000000043822
s15c8 without_location 216_14 215 8.0 0.005000000000070923
s15c8 without_location 216_15 215 8.0 0.005000000000070923
s15c8 without_location 216_16 215 8.0 0.39608257298876215
s15c8 without_location 216_17 215 8.0 0.39608257298876215
s15c8 without_location 216_18 215 4.0 1.2368480567382694
s15c8 without_location 216_19 215 4.0 1.2368480567382694
s15c8 without_location 216_2 215 1.0 0.0050000000000434645
s15c8 without_location 216_20 215 49.0 1.3448673788565435
s15c8 without_location 216_3 215 10.0 1.0128754401924849
s15c8 without_location 216_4 215 10.0 1.0128754401924849
s15c8 without_location 216_5 215 1.0 0.005000000000056484
s15c8 without_location 216_6 215 1.0 0.005000000000056484
s15c8 without_location 216_7 215 3.0 0.00500000000005227
s15c8 without_location 216_8 215 3.0 0.00500000000005227
s15c8 without_location 216_9 215 50.0 0.6812614378468239
s15c8 without_location 65_1 64 51.0 0.3578134622542879
s16c1 with_all_location 104_2 103 55.0 0.15206265221153328
s16c1 with_all_location 104_5 103 60.0 0.585207771251731
s16c1 with_all_location 146_5 145 53.0 0.023419979316272172
s16c1 with_all_location 147_7 146 54.0 0.4582747602608637
s16c1 with_all_location 153_3 152 49.0 0.24255142031841911
s16c1 with_all_location 163_7 162 59.0 0.2917344577711896
s16c1 with_all_location 164_15 163 60.0 0.24054016248006688
s16c1 with_all_location 195_12 194 48.0 0.15201384677607707
s16c1 with_all_location 199_9 198 53.0 0.5968218540520915
s16c1 with_all_location 202_12 201 55.0 0.540369686875633
s16c1 with_all_location 205_6 204 52.0 0.2936382631071894
s16c1 with_all_location 206_5 205 53.0 0.432526204472755
s16c1 with_all_location 208_20 207 44.0 0.04573154543518497
s16c1 with_all_location 209_22 208 45.0 0.24550866614318806
s16c1 with_all_location 213_10 212 50.0 0.12239444935121808
s16c1 with_all_location 215_9 214 52.0 0.19538043097766478
s16c1 with_all_location 216_1 215 167.0 0.9808011222921063
s16c1 with_all_location 216_10 215 1.0 0.3416235813317187
s16c1 with_all_location 216_11 215 1.0 0.3416235813317187
s16c1 with_all_location 216_12 215 3.0 0.4146095629581653
s16c1 with_all_location 216_13 215 3.0 0.4146095629581653
s16c1 with_all_location 216_14 215 17.0 0.43279756312905954
s16c1 with_all_location 216_15 215 17.0 0.43279756312905954
s16c1 with_all_location 216_16 215 70.0 1.029619417181151
s16c1 with_all_location 216_17 215 14.0 0.054394949360926564
s16c1 with_all_location 216_18 215 14.0 0.054394949360926564
s16c1 with_all_location 216_19 215 21.0 0.44275078946048246
s16c1 with_all_location 216_20 215 21.0 0.44275078946048246
s16c1 with_all_location 216_21 215 112.0 0.5549270224638634
s16c1 with_all_location 216_23 215 8.0 0.2686553145486115
s16c1 with_all_location 216_24 215 8.0 0.2686553145486115
s16c1 with_all_location 216_25 215 7.0 0.06887819384060843
s16c1 with_all_location 216_26 215 7.0 0.06887819384060843
s16c1 with_all_location 216_6 215 10.0 0.15366084528939883
s16c1 with_all_location 216_7 215 10.0 0.15366084528939883
s16c1 with_all_location 216_8 215 11.0 0.29254878665496453
s16c1 with_all_location 216_9 215 11.0 0.29254878665496453
s16c1 with_all_location 2_1 1 1.0 0.10387009061126509
s16c1 with_all_location 44_2 43 42.0 0.00967331054733159
s16c1 with_all_location 49_1 48 47.0 0.16900698197081954
s16c1 with_all_location 93_3 92 49.0 0.08709539721817089
s16c1 with_leaf_location 104_2 103 55.0 0.3873944264915812
s16c1 with_leaf_location 104_5 103 60.0 0.5645311971340476
s16c1 with_leaf_location 146_5 145 53.0 0.0050000000056246744
s16c1 with_leaf_location 147_7 146 54.0 0.44523169469299784
s16c1 with_leaf_location 153_3 152 49.0 0.005000000005837437
s16c1 with_leaf_location 163_7 162 59.0 0.005000000004672631
s16c1 with_leaf_location 164_15 163 60.0 0.00500000000488782
s16c1 with_leaf_location 195_12 194 48.0 0.005000000005469866
s16c1 with_leaf_location 199_9 198 53.0 0.5074990276650029
s16c1 with_leaf_location 202_12 201 55.0 0.5378300723190829
s16c1 with_leaf_location 205_6 204 52.0 0.005000000005731323
s16c1 with_leaf_location 206_5 205 53.0 0.49483530028284295
s16c1 with_leaf_location 208_20 207 44.0 0.005000000003975749
s16c1 with_leaf_location 209_22 208 45.0 0.400869365699835
s16c1 with_leaf_location 213_10 212 50.0 0.0050000011363709835
s16c1 with_leaf_location 215_9 214 52.0 0.005000000006661128
s16c1 with_leaf_location 216_1 215 167.0 1.0288028481162994
s16c1 with_leaf_location 216_10 215 1.0 0.6314084222979951
s16c1 with_leaf_location 216_11 215 1.0 0.6314084222979951
s16c1 with_leaf_location 216_12 215 3.0 0.6314084210107536
s16c1 with_leaf_location 216_13 215 3.0 0.6314084210107536
s16c1 with_leaf_location 216_14 215 17.0 0.511303821053663
s16c1 with_leaf_location 216_15 215 17.0 0.511303821053663
s16c1 with_leaf_location 216_16 215 70.0 1.018802848718666
s16c1 with_leaf_location 216_17 215 14.0 0.04074108119462671
s16c1 with_leaf_location 216_18 215 14.0 0.04074108119462671
s16c1 with_leaf_location 216_19 215 21.0 0.5735711538450795
s16c1 with_leaf_location 216_20 215 21.0 0.5735711538450795
s16c1 with_leaf_location 216_21 215 112.0 0.4642716506063823
s16c1 with_leaf_location 216_23 215 8.0 0.4542716512913723
s16c1 with_leaf_location 216_24 215 8.0 0.4542716512913723
s16c1 with_leaf_location 216_25 215 7.0 0.05840228555865713
s16c1 with_leaf_location 216_26 215 7.0 0.05840228555865713
s16c1 with_leaf_location 216_6 215 10.0 0.14157312142890122
s16c1 with_leaf_location 216_7 215 10.0 0.14157312142890122
s16c1 with_leaf_location 216_8 215 11.0 0.6314084222414771
s16c1 with_leaf_location 216_9 215 11.0 0.6314084222414771
s16c1 with_leaf_location 2_1 1 1.0 0.10517438422485523
s16c1 with_leaf_location 44_2 43 42.0 0.00500000000764704
s16c1 with_leaf_location 49_1 48 47.0 0.005000000010595688
s16c1 with_leaf_location 93_3 92 49.0 0.0050000000052968984
s16c1 without_location 104_2 103 55.0 0.005000000000576842
s16c1 without_location 104_5 103 60.0 0.5002164301409167
s16c1 without_location 146_5 145 53.0 0.0050000000001173064
s16c1 without_location 147_7 146 54.0 0.26744759079644664
s16c1 without_location 153_3 152 49.0 0.14109416033467304
s16c1 without_location 163_7 162 59.0 0.005000000000513603
s16c1 without_location 164_15 163 60.0 0.005000000000354511
s16c1 without_location 195_12 194 48.0 0.1269345559707172
s16c1 without_location 199_9 198 53.0 0.4349280444324676
s16c1 without_location 202_12 201 55.0 0.49531725152531536
s16c1 without_location 205_6 204 52.0 0.005000000000194193
s16c1 without_location 206_5 205 53.0 0.32856762222966296
s16c1 without_location 208_20 207 44.0 0.005000000000422322
s16c1 without_location 209_22 208 45.0 0.3998842875669289
s16c1 without_location 213_10 212 50.0 0.1693318112637557
s16c1 without_location 215_9 214 52.0 0.005000000000443885
s16c1 without_location 216_1 215 167.0 0.6809862331744579
s16c1 without_location 216_10 215 1.0 0.6659862331729236
s16c1 without_location 216_11 215 1.0 0.6659862331729236
s16c1 without_location 216_12 215 3.0 0.5016544219096118
s16c1 without_location 216_13 215 3.0 0.5016544219096118
s16c1 without_location 216_14 215 17.0 0.46517267327535095
s16c1 without_location 216_15 215 17.0 0.46517267327535095
s16c1 without_location 216_16 215 70.0 0.9001007177078185
s16c1 without_location 216_17 215 14.0 0.1423358753861737
s16c1 without_location 216_18 215 14.0 0.1423358753861737
s16c1 without_location 216_19 215 21.0 0.5107185709407719
s16c1 without_location 216_20 215 21.0 0.5107185709407719
s16c1 without_location 216_21 215 112.0 0.409884287567764
s16c1 without_location 216_23 215 8.0 0.3998842875669872
s16c1 without_location 216_24 215 8.0 0.3998842875669872
s16c1 without_location 216_25 215 7.0 0.005000000000480603
s16c1 without_location 216_26 215 7.0 0.005000000000480603
s16c1 without_location 216_6 215 10.0 0.20632445060954507
s16c1 without_location 216_7 215 10.0 0.20632445060954507
s16c1 without_location 216_8 215 11.0 0.5298920728390139
s16c1 without_location 216_9 215 11.0 0.5298920728390139
s16c1 without_location 2_1 1 1.0 0.10489719984872894
s16c1 without_location 44_2 43 42.0 0.005000000001375051
s16c1 without_location 49_1 48 47.0 0.23411448453559772
s16c1 without_location 93_3 92 49.0 0.005000000000744908
s16c2 with_all_location 119_2 118 54.0 0.3924917750565162
s16c2 with_all_location 170_3 169 51.0 0.401241211940064
s16c2 with_all_location 170_4 169 51.0 0.4267206618328054
s16c2 with_all_location 215_8 214 45.0 0.11881745091277966
s16c2 with_all_location 216_1 215 151.0 1.0247507574767505
s16c2 with_all_location 216_5 215 46.0 0.2310177704801702
s16c2 with_all_location 216_6 215 46.0 0.2310177704801702
s16c2 with_all_location 216_7 215 46.0 0.20553832058742877
s16c2 with_all_location 216_8 215 1.0 0.08672086967464912
s16c2 with_all_location 216_9 215 1.0 0.08672086967464912
s16c2 with_all_location 65_1 64 64.0 0.14507765577179657
s16c2 with_leaf_location 119_2 118 54.0 0.33027397186633617
s16c2 with_leaf_location 170_3 169 51.0 0.4215741756322919
s16c2 with_leaf_location 170_4 169 51.0 0.34946073013498496
s16c2 with_leaf_location 215_8 214 45.0 0.005
s16c2 with_leaf_location 216_1 215 151.0 0.8383090641318751
s16c2 with_leaf_location 216_5 215 46.0 0.08646091663324702
s16c2 with_leaf_location 216_6 215 46.0 0.08646091663324702
s16c2 with_leaf_location 216_7 215 46.0 0.158574362130554
s16c2 with_leaf_location 216_8 215 1.0 0.15357436213060568
s16c2 with_leaf_location 216_9 215 1.0 0.15357436213060568
s16c2 with_leaf_location 65_1 64 64.0 0.16355998377669181
s16c2 without_location 119_2 118 54.0 0.39570851176330496
s16c2 without_location 170_3 169 51.0 0.38427384312066687
s16c2 without_location 170_4 169 51.0 0.5398333312997572
s16c2 without_location 215_8 214 45.0 0.005000000000000228
s16c2 without_location 216_1 215 151.0 0.945541843063061
s16c2 without_location 216_5 215 46.0 0.1655594881790891
s16c2 without_location 216_6 215 46.0 0.1655594881790891
s16c2 without_location 216_7 215 46.0 0.009999999999998791
s16c2 without_location 216_8 215 1.0 0.005000000000000273
s16c2 without_location 216_9 215 1.0 0.005000000000000273
s16c2 without_location 65_1 64 64.0 0.14756102596742623
s16c3 with_all_location 11_1 10 10.0 0.18663715186788654
s16c3 with_all_location 156_4 155 145.0 0.6560373942882468
s16c3 with_all_location 177_2 176 105.0 0.4393402447926633
s16c3 with_all_location 197_1 196 125.0 0.7519876805827761
s16c3 with_all_location 197_8 196 41.0 0.30895003313204344
s16c3 with_all_location 216_1 215 19.0 0.1491013213759185
s16c3 with_all_location 216_10 215 60.0 0.4183115764014398
s16c3 with_all_location 216_11 215 19.0 0.10936154326939637
s16c3 with_all_location 216_12 215 19.0 0.10936154326939637
s16c3 with_all_location 216_2 215 19.0 0.1491013213759185
s16c3 with_all_location 216_3 215 39.0 0.4617487571660313
s16c3 with_all_location 216_4 215 39.0 0.4617487571660313
s16c3 with_all_location 72_1 71 61.0 0.1732599687309922
s16c3 with_leaf_location 11_1 10 10.0 0.22036043422750778
s16c3 with_leaf_location 156_4 155 145.0 0.49705496804520194
s16c3 with_leaf_location 177_2 176 105.0 0.005
s16c3 with_leaf_location 197_1 196 125.0 0.6626304774164102
s16c3 with_leaf_location 197_8 196 41.0 0.18565570269061277
s16c3 with_leaf_location 216_1 215 19.0 0.09435720316433867
s16c3 with_leaf_location 216_10 215 60.0 0.26493271253555567
s16c3 with_leaf_location 216_11 215 19.0 0.07927700984494289
s16c3 with_leaf_location 216_12 215 19.0 0.07927700984494289
s16c3 with_leaf_location 216_2 215 19.0 0.09435720316433867
s16c3 with_leaf_location 216_3 215 39.0 0.7519876805816906
s16c3 with_leaf_location 216_4 215 39.0 0.7519876805816906
s16c3 with_leaf_location 72_1 71 61.0 0.005000000000008778
s16c3 without_location 11_1 10 10.0 0.22256825909139297
s16c3 without_location 156_4 155 145.0 0.1490810630140971
s16c3 without_location 177_2 176 105.0 0.005
s16c3 without_location 197_1 196 125.0 0.4489293421692008
s16c3 without_location 197_8 196 41.0 0.30484827915511964
s16c3 without_location 216_1 215 19.0 0.005
s16c3 without_location 216_10 215 60.0 0.30984827915492785
s16c3 without_location 216_11 215 19.0 0.005
s16c3 without_location 216_12 215 19.0 0.005
s16c3 without_location 216_2 215 19.0 0.005
s16c3 without_location 216_3 215 39.0 0.4489293421692398
s16c3 without_location 216_4 215 39.0 0.4489293421692398
s16c3 without_location 72_1 71 61.0 0.005
s16c4 with_all_location 149_3 148 109.0 0.6330562509426527
s16c4 with_all_location 151_2 150 59.0 0.18458911955885418
s16c4 with_all_location 194_5 193 45.0 0.33491263249793085
s16c4 with_all_location 195_7 194 46.0 0.3671759039448254
s16c4 with_all_location 202_3 201 51.0 0.4128650695160087
s16c4 with_all_location 203_5 202 52.0 0.2923984452565659
s16c4 with_all_location 216_1 215 124.0 0.6931471805599451
s16c4 with_all_location 216_10 215 21.0 0.10312898121256014
s16c4 with_all_location 216_3 215 14.0 0.09569299148508208
s16c4 with_all_location 216_4 215 14.0 0.09569299148508208
s16c4 with_all_location 216_5 215 13.0 0.2161596157445249
s16c4 with_all_location 216_6 215 13.0 0.2161596157445249
s16c4 with_all_location 216_7 215 22.0 0.13539225265945473
s16c4 with_all_location 216_8 215 22.0 0.13539225265945473
s16c4 with_all_location 216_9 215 21.0 0.10312898121256014
s16c4 with_all_location 40_1 39 39.0 0.00500000000000377
s16c4 with_all_location 92_1 91 52.0 0.41021395554009327
s16c4 with_leaf_location 149_3 148 109.0 0.6135388432755012
s16c4 with_leaf_location 151_2 150 59.0 0.3698797240370867
s16c4 with_leaf_location 194_5 193 45.0 0.23685089947474464
s16c4 with_leaf_location 195_7 194 46.0 0.21750004213163524
s16c4 with_leaf_location 202_3 201 51.0 0.005
s16c4 with_leaf_location 203_5 202 52.0 0.005000000001615149
s16c4 with_leaf_location 216_1 215 124.0 0.6013017401635448
s16c4 with_leaf_location 216_10 215 21.0 0.08012587049520303
s16c4 with_leaf_location 216_3 215 14.0 0.226422016991648
s16c4 with_leaf_location 216_4 215 14.0 0.226422016991648
s16c4 with_leaf_location 216_5 215 13.0 0.22642201612484286
s16c4 with_leaf_location 216_6 215 13.0 0.22642201612484286
s16c4 with_leaf_location 216_7 215 22.0 0.06077501315209361
s16c4 with_leaf_location 216_8 215 22.0 0.06077501315209361
s16c4 with_leaf_location 216_9 215 21.0 0.08012587049520303
s16c4 with_leaf_location 40_1 39 39.0 0.005
s16c4 with_leaf_location 92_1 91 52.0 0.30986301573879466
s16c4 without_location 149_3 148 109.0 0.5375386337757312
s16c4 without_location 151_2 150 59.0 0.1533186047393901
s16c4 without_location 194_5 193 45.0 0.09571112672038012
s16c4 without_location 195_7 194 46.0 0.09571112672029351
s16c4 without_location 202_3 201 51.0 0.11735123055993234
s16c4 without_location 203_5 202 52.0 0.06423084014151123
s16c4 without_location 216_1 215 124.0 0.27566983529946754
s16c4 without_location 216_10 215 21.0 0.005000000000343461
s16c4 without_location 216_3 215 14.0 0.005000000000145123
s16c4 without_location 216_4 215 14.0 0.005000000000145123
s16c4 without_location 216_5 215 13.0 0.05812039041856624
s16c4 without_location 216_6 215 13.0 0.05812039041856624
s16c4 without_location 216_7 215 22.0 0.005000000000256843
s16c4 without_location 216_8 215 22.0 0.005000000000256843
s16c4 without_location 216_9 215 21.0 0.005000000000343461
s16c4 without_location 40_1 39 39.0 0.005000000000572958
s16c4 without_location 92_1 91 52.0 0.36257992519690074
s16c5 with_all_location 147_1 146 110.0 1.0498221244986778
s16c5 with_all_location 155_5 154 63.0 0.5736203663879356
s16c5 with_all_location 165_7 164 73.0 0.5225536606751505
s16c5 with_all_location 202_1 201 55.0 0.32877017698764704
s16c5 with_all_location 211_7 210 46.0 0.5867148690589201
s16c5 with_all_location 212_6 211 47.0 0.5307130163640342
s16c5 with_all_location 213_3 212 66.0 0.3299002209608842
s16c5 with_all_location 216_1 215 14.0 0.10144628622306999
s16c5 with_all_location 216_10 215 5.0 0.15498275284314328
s16c5 with_all_location 216_2 215 14.0 0.10144628622306999
s16c5 with_all_location 216_3 215 3.0 0.1003162422498328
s16c5 with_all_location 216_4 215 3.0 0.1003162422498328
s16c5 with_all_location 216_5 215 61.0 0.6906309161892782
s16c5 with_all_location 216_6 215 61.0 0.6906309161892782
s16c5 with_all_location 216_7 215 4.0 0.21098460553802917
s16c5 with_all_location 216_8 215 4.0 0.21098460553802917
s16c5 with_all_location 216_9 215 5.0 0.15498275284314328
s16c5 with_all_location 37_1 36 36.0 0.005
s16c5 with_all_location 92_2 91 55.0 0.21578730513218167
s16c5 with_leaf_location 147_1 146 110.0 0.9521174753003535
s16c5 with_leaf_location 155_5 154 63.0 0.7409554459293757
s16c5 with_leaf_location 165_7 164 73.0 0.6011274582270257
s16c5 with_leaf_location 202_1 201 55.0 0.005
s16c5 with_leaf_location 211_7 210 46.0 0.48710434639868716
s16c5 with_leaf_location 212_6 211 47.0 0.005000000000123931
s16c5 with_leaf_location 213_3 212 66.0 0.005
s16c5 with_leaf_location 216_1 215 14.0 0.24304239253550597
s16c5 with_leaf_location 216_10 215 5.0 0.10692806307349234
s16c5 with_leaf_location 216_2 215 14.0 0.24304239253550597
s16c5 with_leaf_location 216_3 215 3.0 0.24304239253550597
s16c5 with_leaf_location 216_4 215 3.0 0.24304239253550597
s16c5 with_leaf_location 216_5 215 61.0 0.45420442176982956
s16c5 with_leaf_location 216_6 215 61.0 0.45420442176982956
s16c5 with_leaf_location 216_7 215 4.0 0.5890324094720556
s16c5 with_leaf_location 216_8 215 4.0 0.5890324094720556
s16c5 with_leaf_location 216_9 215 5.0 0.10692806307349234
s16c5 with_leaf_location 37_1 36 36.0 0.0050000000279536595
s16c5 with_leaf_location 92_2 91 55.0 0.005000000136608834
s16c5 without_location 147_1 146 110.0 1.0128315912248294
s16c5 without_location 155_5 154 63.0 0.8781566784260906
s16c5 without_location 165_7 164 73.0 0.389057834668674
s16c5 without_location 202_1 201 55.0 0.005000000000159407
s16c5 without_location 211_7 210 46.0 0.48909884375745377
s16c5 without_location 212_6 211 47.0 0.31603911512196464
s16c5 without_location 213_3 212 66.0 0.005000000000209561
s16c5 without_location 216_1 215 14.0 0.0050000000001375776
s16c5 without_location 216_10 215 5.0 0.005000000000177792
s16c5 without_location 216_2 215 14.0 0.0050000000001375776
s16c5 without_location 216_3 215 3.0 0.005000000000087425
s16c5 without_location 216_4 215 3.0 0.005000000000087425
s16c5 without_location 216_5 215 61.0 0.005000000000215274
s16c5 without_location 216_6 215 61.0 0.005000000000215274
s16c5 without_location 216_7 215 4.0 0.17805972863566583
s16c5 without_location 216_8 215 4.0 0.17805972863566583
s16c5 without_location 216_9 215 5.0 0.005000000000177792
s16c5 without_location 37_1 36 36.0 0.00500000000048892
s16c5 without_location 92_2 91 55.0 0.13967491279881997
s16c6 with_all_location 127_2 126 51.0 0.6463198354792302
s16c6 with_all_location 128_5 127 50.0 0.34430450594671713
s16c6 with_all_location 132_1 131 56.0 0.7550225842780115
s16c6 with_all_location 135_5 134 57.0 0.42333445203013476
s16c6 with_all_location 174_3 173 47.0 0.16798659688913808
s16c6 with_all_location 175_5 174 48.0 0.22868440258936126
s16c6 with_all_location 175_9 174 47.0 0.27465235882192157
s16c6 with_all_location 176_1 175 44.0 0.005000000000065284
s16c6 with_all_location 177_3 176 45.0 0.20030659221652458
s16c6 with_all_location 178_10 177 43.0 0.18553509759850229
s16c6 with_all_location 181_9 180 46.0 0.33871134185157076
s16c6 with_all_location 203_13 202 75.0 0.4918877651997766
s16c6 with_all_location 208_15 207 33.0 0.214543950500336
s16c6 with_all_location 211_8 210 36.0 0.013118989267546033
s16c6 with_all_location 213_10 212 38.0 0.22901394523439914
