rep method nodeName nodeAge trueTime estBrlen
s10c3 with_all_location 216_14 216 31.0 0.13770154122662975
s10c3 with_all_location 216_15 216 29.0 0.23762688949344926
s10c3 with_all_location 216_16 216 29.0 0.23762688949344926
s10c3 with_all_location 216_17 216 34.0 0.3712458304593503
s10c3 with_all_location 216_18 216 34.0 0.3712458304593503
s10c3 with_all_location 216_19 216 30.0 0.13945225757590743
s10c3 with_all_location 216_2 216 19.0 0.197836780613176
s10c3 with_all_location 216_20 216 30.0 0.13945225757590743
s10c3 with_all_location 216_21 216 7.0 1.3060621739737912
s10c3 with_all_location 216_22 216 7.0 1.3060621739737912
s10c3 with_all_location 216_23 216 76.0 1.661102094683288
s10c3 with_all_location 216_3 216 20.0 0.1232253927182326
s10c3 with_all_location 216_4 216 20.0 0.1232253927182326
s10c3 with_all_location 216_5 216 8.0 0.22308055744866148
s10c3 with_all_location 216_6 216 8.0 0.22308055744866148
s10c3 with_all_location 216_7 216 5.0 0.20115839494702636
s10c3 with_all_location 216_8 216 5.0 0.20115839494702636
s10c3 with_all_location 34_1 34 33.0 0.3520313399385088
s10c3 with_all_location 77_2 77 43.0 0.11708109944857645
s10c3 with_all_location 85_1 85 51.0 0.7885293971109535
s10c3 with_all_location 91_5 91 90.0 0.005
s10c3 with_all_location virtual 1 0 0.21912123794821722
s10c3 with_leaf_location 136_4 136 59.0 0.005000002686661271
s10c3 with_leaf_location 140_7 140 49.0 0.8836336561669766
s10c3 with_leaf_location 140_8 140 49.0 0.005000000006012985
s10c3 with_leaf_location 152_1 152 67.0 0.005000044293223673
s10c3 with_leaf_location 157_3 157 72.0 0.00500000775861722
s10c3 with_leaf_location 182_9 182 42.0 0.0050000018375060355
s10c3 with_leaf_location 185_7 185 49.0 1.2138089635373832
s10c3 with_leaf_location 186_12 186 46.0 0.806460501315764
s10c3 with_leaf_location 187_9 187 51.0 1.1142377238875547
s10c3 with_leaf_location 196_2 196 44.0 0.005000007915951701
s10c3 with_leaf_location 197_1 197 45.0 0.005000006678993478
s10c3 with_leaf_location 208_5 208 51.0 0.0050000015677602195
s10c3 with_leaf_location 209_20 209 69.0 0.0050000015658939675
s10c3 with_leaf_location 211_7 211 54.0 0.005000002894664753
s10c3 with_leaf_location 216_1 216 19.0 0.45091679898722636
s10c3 with_leaf_location 216_12 216 139.0 1.3414313198476162
s10c3 with_leaf_location 216_13 216 31.0 0.12262235362357196
s10c3 with_leaf_location 216_14 216 31.0 0.12262235362357196
s10c3 with_leaf_location 216_15 216 29.0 0.22219359327340013
s10c3 with_leaf_location 216_16 216 29.0 0.22219359327340013
s10c3 with_leaf_location 216_17 216 34.0 0.8714071373082877
s10c3 with_leaf_location 216_18 216 34.0 0.8714071373082877
s10c3 with_leaf_location 216_19 216 30.0 0.06994663783002994
s10c3 with_leaf_location 216_2 216 19.0 0.45091679898722636
s10c3 with_leaf_location 216_20 216 30.0 0.06994663783002994
s10c3 with_leaf_location 216_21 216 7.0 1.7500407952946244
s10c3 with_leaf_location 216_22 216 7.0 1.7500407952946244
s10c3 with_leaf_location 216_23 216 76.0 1.7550407968605184
s10c3 with_leaf_location 216_3 216 20.0 0.45091679775026816
s10c3 with_leaf_location 216_4 216 20.0 0.45091679775026816
s10c3 with_leaf_location 216_5 216 8.0 0.4509168406330661
s10c3 with_leaf_location 216_6 216 8.0 0.4509168406330661
s10c3 with_leaf_location 216_7 216 5.0 0.45091683930616155
s10c3 with_leaf_location 216_8 216 5.0 0.45091683930616155
s10c3 with_leaf_location 34_1 34 33.0 0.005000000006929053
s10c3 with_leaf_location 77_2 77 43.0 0.4186094695465526
s10c3 with_leaf_location 85_1 85 51.0 1.299123939434725
s10c3 with_leaf_location 91_5 91 90.0 0.005000000006983179
s10c3 with_leaf_location virtual 1 0 0.2225644884706059
s10c3 without_location 136_4 136 59.0 0.5131479179408596
s10c3 without_location 140_7 140 49.0 0.5919774245347263
s10c3 without_location 140_8 140 49.0 0.1680219111924509
s10c3 without_location 152_1 152 67.0 0.005000000000007603
s10c3 without_location 157_3 157 72.0 0.005000000000011587
s10c3 without_location 182_9 182 42.0 0.5500647297032865
s10c3 without_location 185_7 185 49.0 1.0774846434274798
s10c3 without_location 186_12 186 46.0 1.1717469546144916
s10c3 without_location 187_9 187 51.0 1.0774846434274794
s10c3 without_location 196_2 196 44.0 0.005000000000020741
s10c3 without_location 197_1 197 45.0 0.005000000000027033
s10c3 without_location 208_5 208 51.0 0.0050000000000226695
s10c3 without_location 209_20 209 69.0 0.01943297469694272
s10c3 without_location 211_7 211 54.0 0.005000000000014414
s10c3 without_location 216_1 216 19.0 0.005000000000002684
s10c3 without_location 216_12 216 139.0 1.5956325613683435
s10c3 without_location 216_13 216 31.0 0.0050000000000041634
s10c3 without_location 216_14 216 31.0 0.0050000000000041634
s10c3 without_location 216_15 216 29.0 0.005000000000004604
s10c3 without_location 216_16 216 29.0 0.005000000000004604
s10c3 without_location 216_17 216 34.0 0.6266822249112085
s10c3 without_location 216_18 216 34.0 0.6266822249112085
s10c3 without_location 216_19 216 30.0 0.005000000000003469
s10c3 without_location 216_2 216 19.0 0.005000000000002684
s10c3 without_location 216_20 216 30.0 0.005000000000003469
s10c3 without_location 216_21 216 7.0 1.5812694932598275
s10c3 without_location 216_22 216 7.0 1.5812694932598275
s10c3 without_location 216_23 216 76.0 1.6007024679567703
s10c3 without_location 216_3 216 20.0 0.005000000000008976
s10c3 without_location 216_4 216 20.0 0.005000000000008976
s10c3 without_location 216_5 216 8.0 0.005000000000003064
s10c3 without_location 216_6 216 8.0 0.005000000000003064
s10c3 without_location 216_7 216 5.0 0.005000000000011319
s10c3 without_location 216_8 216 5.0 0.005000000000011319
s10c3 without_location 34_1 34 33.0 0.3070849714964907
s10c3 without_location 77_2 77 43.0 0.05657011645704017
s10c3 without_location 85_1 85 51.0 1.6372026778253468
s10c3 without_location 91_5 91 90.0 0.19056327017265332
s10c3 without_location virtual 1 0 0.2027486931220085
s10c4 with_all_location 124_2 123 67.0 0.5367458657690717
s10c4 with_all_location 126_1 125 69.0 0.2127751919731937
s10c4 with_all_location 171_2 170 45.0 1.0361377597839831
s10c4 with_all_location 173_4 172 49.0 0.31400256921281516
s10c4 with_all_location 176_1 175 50.0 0.7927861282366573
s10c4 with_all_location 176_6 175 52.0 0.5276387744611052
s10c4 with_all_location 211_5 210 38.0 0.45749787648971874
s10c4 with_all_location 211_6 210 38.0 0.4416435848012447
s10c4 with_all_location 216_1 215 40.0 0.5141568985931485
s10c4 with_all_location 216_10 215 40.0 0.45533357857282253
s10c4 with_all_location 216_2 215 40.0 0.5141568985931485
s10c4 with_all_location 216_3 215 45.0 0.2708052670458227
s10c4 with_all_location 216_4 215 45.0 0.2708052670458227
s10c4 with_all_location 216_5 215 5.0 0.21147190733139393
s10c4 with_all_location 216_6 215 5.0 0.21147190733139393
s10c4 with_all_location 216_7 215 5.0 0.227326199019868
s10c4 with_all_location 216_8 215 5.0 0.227326199019868
s10c4 with_all_location 216_9 215 40.0 0.45533357857282253
s10c4 with_all_location 57_1 56 56.0 0.3127213963816672
s10c4 with_leaf_location 124_2 123 67.0 0.4517186443009945
s10c4 with_leaf_location 126_1 125 69.0 0.005
s10c4 with_leaf_location 171_2 170 45.0 1.149061487208907
s10c4 with_leaf_location 173_4 172 49.0 0.005000003258307832
s10c4 with_leaf_location 176_1 175 50.0 0.9187279900935633
s10c4 with_leaf_location 176_6 175 52.0 0.005000000903259189
s10c4 with_leaf_location 211_5 210 38.0 0.6927867077209521
s10c4 with_leaf_location 211_6 210 38.0 0.005000000090179198
s10c4 with_leaf_location 216_1 215 40.0 0.41581434441193244
s10c4 with_leaf_location 216_10 215 40.0 0.8828236884319448
s10c4 with_leaf_location 216_2 215 40.0 0.41581434441193244
s10c4 with_leaf_location 216_3 215 45.0 0.18548084729658876
s10c4 with_leaf_location 216_4 215 45.0 0.18548084729658876
s10c4 with_leaf_location 216_5 215 5.0 0.19003697835594405
s10c4 with_leaf_location 216_6 215 5.0 0.19003697835594405
s10c4 with_leaf_location 216_7 215 5.0 0.877823685986717
s10c4 with_leaf_location 216_8 215 5.0 0.877823685986717
s10c4 with_leaf_location 216_9 215 40.0 0.8828236884319448
s10c4 with_leaf_location 57_1 56 56.0 0.33889080782935643
s10c4 without_location 124_2 123 67.0 0.5566389766141977
s10c4 without_location 126_1 125 69.0 0.11337152383074209
s10c4 without_location 171_2 170 45.0 1.4360572874430269
s10c4 without_location 173_4 172 49.0 0.3236023953260421
s10c4 without_location 176_1 175 50.0 0.8607516698764412
s10c4 without_location 176_6 175 52.0 0.6131069570753227
s10c4 without_location 211_5 210 38.0 0.6691874393335295
s10c4 without_location 211_6 210 38.0 0.6691874393335282
s10c4 without_location 216_1 215 40.0 0.5803056175665875
s10c4 without_location 216_10 215 40.0 0.38468287758425057
s10c4 without_location 216_2 215 40.0 0.5803056175665875
s10c4 without_location 216_3 215 45.0 0.00500000000000215
s10c4 without_location 216_4 215 45.0 0.00500000000000215
s10c4 without_location 216_5 215 5.0 0.005000000000001732
s10c4 without_location 216_6 215 5.0 0.005000000000001732
s10c4 without_location 216_7 215 5.0 0.005000000000003057
s10c4 without_location 216_8 215 5.0 0.005000000000003057
s10c4 without_location 216_9 215 40.0 0.38468287758425057
s10c4 without_location 57_1 56 56.0 0.3187453379815799
s10c5 with_all_location 118_2 117 58.0 0.2801389443301101
s10c5 with_all_location 164_1 163 104.0 0.8685814180869756
s10c5 with_all_location 167_5 166 49.0 0.5874715052313633
s10c5 with_all_location 173_7 172 55.0 0.7429334983578106
s10c5 with_all_location 205_2 204 41.0 0.33917064065529745
s10c5 with_all_location 207_1 206 43.0 0.4064267296141558
s10c5 with_all_location 212_9 211 45.0 0.38163765902756397
s10c5 with_all_location 213_11 212 46.0 0.3269642309202392
s10c5 with_all_location 216_1 215 9.0 0.08351171494320901
s10c5 with_all_location 216_10 215 4.0 0.10927175405530325
s10c5 with_all_location 216_11 215 3.0 0.16394518216262804
s10c5 with_all_location 216_12 215 3.0 0.16394518216262804
s10c5 with_all_location 216_13 215 43.0 0.33544741995642
s10c5 with_all_location 216_14 215 43.0 0.33544741995642
s10c5 with_all_location 216_2 215 9.0 0.08351171494320901
s10c5 with_all_location 216_3 215 11.0 0.1507678039020674
s10c5 with_all_location 216_4 215 11.0 0.1507678039020674
s10c5 with_all_location 216_9 215 4.0 0.10927175405530325
s10c5 with_all_location 60_1 59 59.0 0.1604551309683887
s10c5 with_leaf_location 118_2 117 58.0 0.005
s10c5 with_leaf_location 164_1 163 104.0 0.7855270828826618
s10c5 with_leaf_location 167_5 166 49.0 0.7274331039274826
s10c5 with_leaf_location 173_7 172 55.0 0.8195168680845666
s10c5 with_leaf_location 205_2 204 41.0 0.005000001765858621
s10c5 with_leaf_location 207_1 206 43.0 0.2690314191169685
s10c5 with_leaf_location 212_9 211 45.0 0.3001659374260524
s10c5 with_leaf_location 213_11 212 46.0 0.005
s10c5 with_leaf_location 216_1 215 9.0 0.07248866494674329
s10c5 with_leaf_location 216_10 215 4.0 0.09444813360131778
s10c5 with_leaf_location 216_11 215 3.0 0.3896140820069167
s10c5 with_leaf_location 216_12 215 3.0 0.3896140820069167
s10c5 with_leaf_location 216_13 215 43.0 0.30253030687028626
s10c5 with_leaf_location 216_14 215 43.0 0.30253030687028626
s10c5 with_leaf_location 216_2 215 9.0 0.07248866494674329
s10c5 with_leaf_location 216_3 215 11.0 0.33652008229785313
s10c5 with_leaf_location 216_4 215 11.0 0.33652008229785313
s10c5 with_leaf_location 216_9 215 4.0 0.09444813360131778
s10c5 with_leaf_location 60_1 59 59.0 0.20425607044123187
s10c5 without_location 118_2 117 58.0 0.06379876059893404
s10c5 without_location 164_1 163 104.0 0.8094037888549308
s10c5 without_location 167_5 166 49.0 0.7666321031499512
s10c5 without_location 173_7 172 55.0 1.120401013955275
s10c5 without_location 205_2 204 41.0 0.37479598569927536
s10c5 without_location 207_1 206 43.0 0.37479598569928063
s10c5 without_location 212_9 211 45.0 0.3537689108053228
s10c5 without_location 213_11 212 46.0 0.005
s10c5 without_location 216_1 215 9.0 0.005
s10c5 without_location 216_10 215 4.0 0.005
s10c5 without_location 216_11 215 3.0 0.3537689108053229
s10c5 without_location 216_12 215 3.0 0.3537689108053229
s10c5 without_location 216_13 215 43.0 0.005
s10c5 without_location 216_14 215 43.0 0.005
s10c5 without_location 216_2 215 9.0 0.005
s10c5 without_location 216_3 215 11.0 0.005
s10c5 without_location 216_4 215 11.0 0.005
s10c5 without_location 216_9 215 4.0 0.005
s10c5 without_location 60_1 59 59.0 0.1893678186522682
s11c1 with_all_location 154_2 153 126.0 0.39323803366329196
s11c1 with_all_location 165_4 164 70.0 0.4714609421149168
s11c1 with_all_location 167_5 166 72.0 0.2134672979632643
s11c1 with_all_location 216_1 215 62.0 0.34630087413778243
s11c1 with_all_location 216_2 215 62.0 0.34630087413778243
s11c1 with_all_location 216_3 215 51.0 0.17623753732308123
s11c1 with_all_location 216_4 215 51.0 0.17623753732308123
s11c1 with_all_location 216_5 215 49.0 0.4342311814747336
s11c1 with_all_location 216_6 215 49.0 0.4342311814747336
s11c1 with_all_location 28_1 27 27.0 0.09220332344362678
s11c1 with_all_location 95_3 94 67.0 0.0918404283630764
s11c1 with_leaf_location 154_2 153 126.0 0.5437372939989079
s11c1 with_leaf_location 165_4 164 70.0 0.5176060402777524
s11c1 with_leaf_location 167_5 166 72.0 0.005
s11c1 with_leaf_location 216_1 215 62.0 0.1701669273232424
s11c1 with_leaf_location 216_2 215 62.0 0.1701669273232424
s11c1 with_leaf_location 216_3 215 51.0 0.19129818104524837
s11c1 with_leaf_location 216_4 215 51.0 0.19129818104524837
s11c1 with_leaf_location 216_5 215 49.0 0.7039042214734675
s11c1 with_leaf_location 216_6 215 49.0 0.7039042214734675
s11c1 with_leaf_location 28_1 27 27.0 0.1029272781999932
s11c1 with_leaf_location 95_3 94 67.0 0.005
s11c1 without_location 154_2 153 126.0 0.42202144996303953
s11c1 without_location 165_4 164 70.0 0.44406307200253564
s11c1 without_location 167_5 166 72.0 0.005000000000003021
s11c1 without_location 216_1 215 62.0 0.2005674289956396
s11c1 without_location 216_2 215 62.0 0.2005674289956396
s11c1 without_location 216_3 215 51.0 0.17352580695607372
s11c1 without_location 216_4 215 51.0 0.17352580695607372
s11c1 without_location 216_5 215 49.0 0.6125888789586069
s11c1 without_location 216_6 215 49.0 0.6125888789586069
s11c1 without_location 28_1 27 27.0 0.10371561512214073
s11c1 without_location 95_3 94 67.0 0.005000000000069881
s12c1 with_all_location 128_1 127 50.0 0.3940015830746954
s12c1 with_all_location 128_2 127 50.0 0.23014151530590155
s12c1 with_all_location 169_4 168 41.0 0.4626925307445924
s12c1 with_all_location 171_3 170 43.0 0.1220613176832256
s12c1 with_all_location 182_2 181 54.0 0.3708527521254727
s12c1 with_all_location 183_1 182 55.0 0.2414547906125752
s12c1 with_all_location 216_1 215 33.0 0.2639382433879796
s12c1 with_all_location 216_2 215 33.0 0.2639382433879796
s12c1 with_all_location 216_3 215 34.0 0.13454028187508216
s12c1 with_all_location 216_4 215 34.0 0.13454028187508216
s12c1 with_all_location 216_5 215 45.0 0.547191784086123
s12c1 with_all_location 216_6 215 45.0 0.547191784086123
s12c1 with_all_location 216_7 215 47.0 0.2065605710247563
s12c1 with_all_location 216_8 215 47.0 0.2065605710247563
s12c1 with_all_location 78_1 77 77.0 0.19749574534295838
s12c1 with_leaf_location 128_1 127 50.0 0.0050000000000741595
s12c1 with_leaf_location 128_2 127 50.0 0.005000000022106701
s12c1 with_leaf_location 169_4 168 41.0 0.5601464312762262
s12c1 with_leaf_location 171_3 170 43.0 0.005
s12c1 with_leaf_location 182_2 181 54.0 0.5486537487563088
s12c1 with_leaf_location 183_1 182 55.0 0.00500000000229648
s12c1 with_leaf_location 216_1 215 33.0 0.6851060962772969
s12c1 with_leaf_location 216_2 215 33.0 0.6851060962772969
s12c1 with_leaf_location 216_3 215 34.0 0.14145234752328456
s12c1 with_leaf_location 216_4 215 34.0 0.14145234752328456
s12c1 with_leaf_location 216_5 215 45.0 0.6851060962777769
