sample size dtype nodeName trueTime dvalue
s15c5 19 brlen 167_3 48.0 0.21371249578296844
s15c5 19 brlen 167_4 48.0 0.4362885020082189
s15c5 19 brlen 193_2 123.0 0.4292750754853886
s15c5 19 brlen 202_5 35.0 0.3686719697500343
s15c5 19 brlen 202_6 35.0 0.14609596352479234
s15c5 19 brlen 202_7 35.0 0.14609596352476
s15c5 19 brlen 208_4 41.0 0.005
s15c5 19 brlen 216_10 14.0 0.005
s15c5 19 brlen 216_11 14.0 0.005
s15c5 19 brlen 216_12 14.0 0.005
s15c5 19 brlen 216_3 23.0 0.4187050370684887
s15c5 19 brlen 216_4 23.0 0.4187050370684887
s15c5 19 brlen 216_5 8.0 0.3686719697500145
s15c5 19 brlen 216_6 8.0 0.3686719697500145
s15c5 19 brlen 216_7 14.0 0.005
s15c5 19 brlen 216_8 14.0 0.005
s15c5 19 brlen 216_9 14.0 0.005
s15c5 19 brlen 70_2 69.0 0.191773611282183
s15c5 19 nMus 119_3 49.0 3.018
s15c5 19 nMus 167_3 48.0 1.318
s15c5 19 nMus 167_4 48.0 3.307
s15c5 19 nMus 193_2 123.0 1.245
s15c5 19 nMus 202_5 35.0 2.045
s15c5 19 nMus 202_6 35.0 1.056
s15c5 19 nMus 202_7 35.0 0.056
s15c5 19 nMus 208_4 41.0 0.004
s15c5 19 nMus 216_10 14.0 0
s15c5 19 nMus 216_11 14.0 0
s15c5 19 nMus 216_12 14.0 0
s15c5 19 nMus 216_3 23.0 1.136
s15c5 19 nMus 216_4 23.0 2.136
s15c5 19 nMus 216_5 8.0 0.04
s15c5 19 nMus 216_6 8.0 2.04
s15c5 19 nMus 216_7 14.0 0
s15c5 19 nMus 216_8 14.0 0
s15c5 19 nMus 216_9 14.0 0
s15c5 19 nMus 70_2 69.0 1.619
s15c6 23 brlen 108_4 58.0 0.13485745333096502
s15c6 23 brlen 111_4 61.0 0.005000000003027046
s15c6 23 brlen 156_5 45.0 0.639357016389956
s15c6 23 brlen 162_7 51.0 0.6443570163905132
s15c6 23 brlen 162_8 54.0 0.005000000003289818
s15c6 23 brlen 199_4 43.0 0.005000000000869307
s15c6 23 brlen 202_10 40.0 0.509499563059318
s15c6 23 brlen 202_11 94.0 0.514499563062176
s15c6 23 brlen 202_6 46.0 0.005000000000500386
s15c6 23 brlen 209_10 47.0 0.005000000002252578
s15c6 23 brlen 216_10 7.0 0.5094995630591985
s15c6 23 brlen 216_11 7.0 0.5094995630591985
s15c6 23 brlen 216_12 14.0 0.005000000002133106
s15c6 23 brlen 216_13 14.0 0.005000000002133106
s15c6 23 brlen 216_14 14.0 0.00500000000256472
s15c6 23 brlen 216_15 14.0 0.005000000002564721
s15c6 23 brlen 216_4 17.0 0.005000000001853573
s15c6 23 brlen 216_5 17.0 0.005000000001853573
s15c6 23 brlen 216_6 14.0 0.005000000002222496
s15c6 23 brlen 216_7 14.0 0.005000000002222496
s15c6 23 brlen 216_8 54.0 0.005000000001841177
s15c6 23 brlen 216_9 54.0 0.005000000001841177
s15c6 23 brlen 50_2 49.0 0.005000000002587365
s15c6 23 nMus 108_4 58.0 1.941
s15c6 23 nMus 111_4 61.0 0
s15c6 23 nMus 156_5 45.0 4
s15c6 23 nMus 162_7 51.0 4
s15c6 23 nMus 162_8 54.0 0.013
s15c6 23 nMus 199_4 43.0 0
s15c6 23 nMus 202_10 40.0 6.045
s15c6 23 nMus 202_11 94.0 0.059
s15c6 23 nMus 202_6 46.0 0
s15c6 23 nMus 209_10 47.0 0.003
s15c6 23 nMus 216_10 7.0 3.043
s15c6 23 nMus 216_11 7.0 6.043
s15c6 23 nMus 216_12 14.0 0
s15c6 23 nMus 216_13 14.0 0
s15c6 23 nMus 216_14 14.0 0
s15c6 23 nMus 216_15 14.0 0
s15c6 23 nMus 216_4 17.0 0
s15c6 23 nMus 216_5 17.0 0
s15c6 23 nMus 216_6 14.0 0
s15c6 23 nMus 216_7 14.0 0
s15c6 23 nMus 216_8 54.0 0
s15c6 23 nMus 216_9 54.0 0
s15c6 23 nMus 50_2 49.0 0
s15c7 57 brlen 104_3 53.0 0.005
s15c7 57 brlen 131_7 47.0 0.0627077003769974
s15c7 57 brlen 131_8 47.0 0.005000000000004072
s15c7 57 brlen 134_6 43.0 0.09725669652473155
s15c7 57 brlen 147_1 52.0 0.15326717227697426
s15c7 57 brlen 151_4 47.0 0.36623845909054076
s15c7 57 brlen 151_5 47.0 0.005
s15c7 57 brlen 153_3 58.0 0.005
s15c7 57 brlen 171_12 40.0 0.5979548341682396
s15c7 57 brlen 173_15 42.0 0.005
s15c7 57 brlen 176_14 45.0 0.005
s15c7 57 brlen 177_11 43.0 0.49033923107364996
s15c7 57 brlen 179_19 48.0 0.005
s15c7 57 brlen 184_10 50.0 0.2748035323294479
s15c7 57 brlen 193_3 40.0 0.005
s15c7 57 brlen 193_8 42.0 0.005
s15c7 57 brlen 195_1 48.0 0.005
s15c7 57 brlen 200_6 47.0 0.27522557596875163
s15c7 57 brlen 201_9 50.0 0.10788769517291277
s15c7 57 brlen 202_3 55.0 0.24278621711941561
s15c7 57 brlen 206_9 55.0 0.005
s15c7 57 brlen 214_22 43.0 0.005
s15c7 57 brlen 216_1 21.0 0.2427862171193423
s15c7 57 brlen 216_10 10.0 0.29942407545432653
s15c7 57 brlen 216_11 15.0 0.19653638028099027
s15c7 57 brlen 216_12 15.0 0.19653638028099027
s15c7 57 brlen 216_14 65.0 0.6656625345447087
s15c7 57 brlen 216_15 23.0 0.660662534544817
s15c7 57 brlen 216_16 23.0 0.660662534544817
s15c7 57 brlen 216_17 125.0 0.5925959275978437
s15c7 57 brlen 216_18 32.0 0.22053569874366433
s15c7 57 brlen 216_19 32.0 0.22053569874366433
s15c7 57 brlen 216_2 21.0 0.2427862171193423
s15c7 57 brlen 216_20 39.0 0.005
s15c7 57 brlen 216_21 39.0 0.005
s15c7 57 brlen 216_22 2.0 0.005
s15c7 57 brlen 216_23 2.0 0.005
s15c7 57 brlen 216_24 45.0 0.009999999999175448
s15c7 57 brlen 216_25 40.0 0.6029548341682014
s15c7 57 brlen 216_26 40.0 0.6029548341682014
s15c7 57 brlen 216_27 43.0 0.6606625345448227
s15c7 57 brlen 216_28 43.0 0.6606625345448227
s15c7 57 brlen 216_29 37.0 0.6606625345448697
s15c7 57 brlen 216_3 14.0 0.005
s15c7 57 brlen 216_30 37.0 0.6606625345448697
s15c7 57 brlen 216_4 14.0 0.005
s15c7 57 brlen 216_5 23.0 0.3910533893969098
s15c7 57 brlen 216_6 23.0 0.3910533893969098
s15c7 57 brlen 216_7 16.0 0.12082781342773019
s15c7 57 brlen 216_8 16.0 0.12082781342773019
s15c7 57 brlen 216_9 10.0 0.29942407545432653
s15c7 57 brlen 42_2 41.0 0.005
s15c7 57 brlen 51_1 50.0 0.005
s15c7 57 brlen 84_4 42.0 0.005
s15c7 57 brlen 91_3 49.0 0.08306660694613191
s15c7 57 brlen 95_1 44.0 0.2746091451482879
s15c7 57 brlen virtual 0 0.2231345611034272
s15c7 57 nMus 104_3 53.0 0
s15c7 57 nMus 131_7 47.0 0.729
s15c7 57 nMus 131_8 47.0 0
s15c7 57 nMus 134_6 43.0 0.85
s15c7 57 nMus 147_1 52.0 0.99
s15c7 57 nMus 151_4 47.0 2.985
s15c7 57 nMus 151_5 47.0 0
s15c7 57 nMus 153_3 58.0 0.003
s15c7 57 nMus 171_12 40.0 5.271
s15c7 57 nMus 173_15 42.0 0
s15c7 57 nMus 176_14 45.0 0.013
s15c7 57 nMus 177_11 43.0 2.412
s15c7 57 nMus 179_19 48.0 0
s15c7 57 nMus 184_10 50.0 2.271
s15c7 57 nMus 193_3 40.0 0
s15c7 57 nMus 193_8 42.0 0
s15c7 57 nMus 195_1 48.0 0.003
s15c7 57 nMus 200_6 47.0 1.965
s15c7 57 nMus 201_9 50.0 0.891
s15c7 57 nMus 202_3 55.0 1.018
s15c7 57 nMus 206_9 55.0 0.002
s15c7 57 nMus 214_22 43.0 0
s15c7 57 nMus 216_1 21.0 1.015
s15c7 57 nMus 216_10 10.0 0.013
s15c7 57 nMus 216_11 15.0 1.124
s15c7 57 nMus 216_12 15.0 1.124
s15c7 57 nMus 216_14 65.0 4
s15c7 57 nMus 216_15 23.0 2
s15c7 57 nMus 216_16 23.0 2
s15c7 57 nMus 216_17 125.0 3.262
s15c7 57 nMus 216_18 32.0 1.141
s15c7 57 nMus 216_19 32.0 1.141
s15c7 57 nMus 216_2 21.0 1.015
s15c7 57 nMus 216_20 39.0 0
s15c7 57 nMus 216_21 39.0 0
s15c7 57 nMus 216_22 2.0 0
s15c7 57 nMus 216_23 2.0 0
s15c7 57 nMus 216_24 45.0 0
s15c7 57 nMus 216_25 40.0 2.259
s15c7 57 nMus 216_26 40.0 5.259
s15c7 57 nMus 216_27 43.0 5
s15c7 57 nMus 216_28 43.0 1
s15c7 57 nMus 216_29 37.0 1
s15c7 57 nMus 216_3 14.0 0
s15c7 57 nMus 216_30 37.0 5
s15c7 57 nMus 216_4 14.0 0
s15c7 57 nMus 216_5 23.0 1.004
s15c7 57 nMus 216_6 23.0 2.004
s15c7 57 nMus 216_7 16.0 1.04
s15c7 57 nMus 216_8 16.0 0.04
s15c7 57 nMus 216_9 10.0 2.013
s15c7 57 nMus 42_2 41.0 0
s15c7 57 nMus 51_1 50.0 0
s15c7 57 nMus 84_4 42.0 0
s15c7 57 nMus 91_3 49.0 0.738
s15c7 57 nMus 95_1 44.0 2.992
s15c7 57 nMus virtual 0 2
s15c8 39 brlen 117_3 103.0 0.005000000000093321
s15c8 39 brlen 119_2 54.0 0.3369183030864307
s15c8 39 brlen 120_1 55.0 0.19641741114442263
s15c8 39 brlen 14_1 13.0 0.21693589033177496
s15c8 39 brlen 165_1 45.0 0.0050000000000867476
s15c8 39 brlen 166_4 47.0 0.20111311040377472
s15c8 39 brlen 167_7 50.0 1.002831079631431
s15c8 39 brlen 167_8 50.0 0.22723893473468024
s15c8 39 brlen 171_3 51.0 1.012875440192485
s15c8 39 brlen 171_6 52.0 0.8773745482505548
s15c8 39 brlen 206_2 41.0 0.005000000000035387
s15c8 39 brlen 208_10 41.0 0.5642752339597219
s15c8 39 brlen 208_11 41.0 0.17319266097103064
s15c8 39 brlen 212_14 45.0 0.1080193221182742
s15c8 39 brlen 213_5 42.0 0.005000000000069437
s15c8 39 brlen 215_1 50.0 1.0128754401924769
s15c8 39 brlen 215_4 44.0 0.005000000000065223
s15c8 39 brlen 215_8 49.0 0.6762614378468202
s15c8 39 brlen 216_1 1.0 0.0050000000000434645
s15c8 39 brlen 216_10 1.0 0.0050000000000036005
s15c8 39 brlen 216_11 1.0 0.0050000000000036005
s15c8 39 brlen 216_12 45.0 0.005000000000043822
s15c8 39 brlen 216_13 45.0 0.005000000000043822
s15c8 39 brlen 216_14 8.0 0.005000000000070923
s15c8 39 brlen 216_15 8.0 0.005000000000070923
s15c8 39 brlen 216_16 8.0 0.39608257298876215
s15c8 39 brlen 216_17 8.0 0.39608257298876215
s15c8 39 brlen 216_18 4.0 1.2368480567382694
s15c8 39 brlen 216_19 4.0 1.2368480567382694
s15c8 39 brlen 216_2 1.0 0.0050000000000434645
s15c8 39 brlen 216_20 49.0 1.3448673788565435
s15c8 39 brlen 216_3 10.0 1.0128754401924849
s15c8 39 brlen 216_4 10.0 1.0128754401924849
s15c8 39 brlen 216_5 1.0 0.005000000000056484
s15c8 39 brlen 216_6 1.0 0.005000000000056484
s15c8 39 brlen 216_7 3.0 0.00500000000005227
s15c8 39 brlen 216_8 3.0 0.00500000000005227
s15c8 39 brlen 216_9 50.0 0.6812614378468239
s15c8 39 brlen 65_1 51.0 0.3578134622542879
s15c8 39 nMus 117_3 103.0 0.006
s15c8 39 nMus 119_2 54.0 1.91
s15c8 39 nMus 120_1 55.0 1.18
s15c8 39 nMus 14_1 13.0 1.872
s15c8 39 nMus 165_1 45.0 0.009
s15c8 39 nMus 166_4 47.0 0.901
s15c8 39 nMus 167_7 50.0 2.069
s15c8 39 nMus 167_8 50.0 1.437
s15c8 39 nMus 171_3 51.0 2.122
s15c8 39 nMus 171_6 52.0 1.392
s15c8 39 nMus 206_2 41.0 0.003
s15c8 39 nMus 208_10 41.0 3.053
s15c8 39 nMus 208_11 41.0 0.041
s15c8 39 nMus 212_14 45.0 0.525
s15c8 39 nMus 213_5 42.0 0
s15c8 39 nMus 215_1 50.0 3.113
s15c8 39 nMus 215_4 44.0 0
s15c8 39 nMus 215_8 49.0 1.491
s15c8 39 nMus 216_1 1.0 0
s15c8 39 nMus 216_10 1.0 0
s15c8 39 nMus 216_11 1.0 0
s15c8 39 nMus 216_12 45.0 0
s15c8 39 nMus 216_13 45.0 0
s15c8 39 nMus 216_14 8.0 0
s15c8 39 nMus 216_15 8.0 0
s15c8 39 nMus 216_16 8.0 2.012
s15c8 39 nMus 216_17 8.0 0.012
s15c8 39 nMus 216_18 4.0 6.159
s15c8 39 nMus 216_19 4.0 2.159
s15c8 39 nMus 216_2 1.0 0
s15c8 39 nMus 216_20 49.0 5.684
s15c8 39 nMus 216_3 10.0 1.111
s15c8 39 nMus 216_4 10.0 3.111
s15c8 39 nMus 216_5 1.0 0
s15c8 39 nMus 216_6 1.0 0
s15c8 39 nMus 216_7 3.0 0
s15c8 39 nMus 216_8 3.0 0
s15c8 39 nMus 216_9 50.0 1.491
s15c8 39 nMus 65_1 51.0 3.826
s16c1 41 brlen 104_2 55.0 0.005000000000576842
s16c1 41 brlen 104_5 60.0 0.5002164301409167
s16c1 41 brlen 146_5 53.0 0.0050000000001173064
s16c1 41 brlen 147_7 54.0 0.26744759079644664
s16c1 41 brlen 153_3 49.0 0.14109416033467304
s16c1 41 brlen 163_7 59.0 0.005000000000513603
s16c1 41 brlen 164_15 60.0 0.005000000000354511
s16c1 41 brlen 195_12 48.0 0.1269345559707172
s16c1 41 brlen 199_9 53.0 0.4349280444324676
s16c1 41 brlen 202_12 55.0 0.49531725152531536
s16c1 41 brlen 205_6 52.0 0.005000000000194193
s16c1 41 brlen 206_5 53.0 0.32856762222966296
s16c1 41 brlen 208_20 44.0 0.005000000000422322
s16c1 41 brlen 209_22 45.0 0.3998842875669289
s16c1 41 brlen 213_10 50.0 0.1693318112637557
s16c1 41 brlen 215_9 52.0 0.005000000000443885
s16c1 41 brlen 216_1 167.0 0.6809862331744579
s16c1 41 brlen 216_10 1.0 0.6659862331729236
s16c1 41 brlen 216_11 1.0 0.6659862331729236
s16c1 41 brlen 216_12 3.0 0.5016544219096118
s16c1 41 brlen 216_13 3.0 0.5016544219096118
s16c1 41 brlen 216_14 17.0 0.46517267327535095
s16c1 41 brlen 216_15 17.0 0.46517267327535095
s16c1 41 brlen 216_16 70.0 0.9001007177078185
s16c1 41 brlen 216_17 14.0 0.1423358753861737
s16c1 41 brlen 216_18 14.0 0.1423358753861737
s16c1 41 brlen 216_19 21.0 0.5107185709407719
s16c1 41 brlen 216_20 21.0 0.5107185709407719
s16c1 41 brlen 216_21 112.0 0.409884287567764
s16c1 41 brlen 216_23 8.0 0.3998842875669872
s16c1 41 brlen 216_24 8.0 0.3998842875669872
s16c1 41 brlen 216_25 7.0 0.005000000000480603
s16c1 41 brlen 216_26 7.0 0.005000000000480603
s16c1 41 brlen 216_6 10.0 0.20632445060954507
s16c1 41 brlen 216_7 10.0 0.20632445060954507
s16c1 41 brlen 216_8 11.0 0.5298920728390139
s16c1 41 brlen 216_9 11.0 0.5298920728390139
s16c1 41 brlen 2_1 1.0 0.10489719984872894
s16c1 41 brlen 44_2 42.0 0.005000000001375051
s16c1 41 brlen 49_1 47.0 0.23411448453559772
s16c1 41 brlen 93_3 49.0 0.005000000000744908
s16c1 41 nMus 104_2 55.0 0.005
s16c1 41 nMus 104_5 60.0 3.989
s16c1 41 nMus 146_5 53.0 0
s16c1 41 nMus 147_7 54.0 2.675
s16c1 41 nMus 153_3 49.0 0.922
s16c1 41 nMus 163_7 59.0 0
s16c1 41 nMus 164_15 60.0 0.005
s16c1 41 nMus 195_12 48.0 0.835
s16c1 41 nMus 199_9 53.0 4.439
s16c1 41 nMus 202_12 55.0 3.283
s16c1 41 nMus 205_6 52.0 0.004
s16c1 41 nMus 206_5 53.0 2.948
s16c1 41 nMus 208_20 44.0 0.001
s16c1 41 nMus 209_22 45.0 2.01
s16c1 41 nMus 213_10 50.0 1.407
s16c1 41 nMus 215_9 52.0 0
s16c1 41 nMus 216_1 167.0 2.006
s16c1 41 nMus 216_10 1.0 6.001
s16c1 41 nMus 216_11 1.0 1.001
s16c1 41 nMus 216_12 3.0 3.593
s16c1 41 nMus 216_13 3.0 2.593
s16c1 41 nMus 216_14 17.0 2.564
s16c1 41 nMus 216_15 17.0 2.564
s16c1 41 nMus 216_16 70.0 3.003
s16c1 41 nMus 216_17 14.0 1.045
s16c1 41 nMus 216_18 14.0 0.045
s16c1 41 nMus 216_19 21.0 2.493
s16c1 41 nMus 216_20 21.0 2.493
s16c1 41 nMus 216_21 112.0 2.015
s16c1 41 nMus 216_23 8.0 0.009
s16c1 41 nMus 216_24 8.0 3.009
s16c1 41 nMus 216_25 7.0 0
s16c1 41 nMus 216_26 7.0 0
s16c1 41 nMus 216_6 10.0 1.132
s16c1 41 nMus 216_7 10.0 1.132
s16c1 41 nMus 216_8 11.0 1.075
s16c1 41 nMus 216_9 11.0 3.075
s16c1 41 nMus 2_1 1.0 0.991
s16c1 41 nMus 44_2 42.0 0.005
s16c1 41 nMus 49_1 47.0 1.003
s16c1 41 nMus 93_3 49.0 0.001
s16c2 11 brlen 119_2 54.0 0.39570851176330496
s16c2 11 brlen 170_3 51.0 0.38427384312066687
s16c2 11 brlen 170_4 51.0 0.5398333312997572
s16c2 11 brlen 215_8 45.0 0.005000000000000228
s16c2 11 brlen 216_1 151.0 0.945541843063061
s16c2 11 brlen 216_5 46.0 0.1655594881790891
s16c2 11 brlen 216_6 46.0 0.1655594881790891
s16c2 11 brlen 216_7 46.0 0.009999999999998791
s16c2 11 brlen 216_8 1.0 0.005000000000000273
s16c2 11 brlen 216_9 1.0 0.005000000000000273
s16c2 11 brlen 65_1 64.0 0.14756102596742623
s16c2 11 nMus 119_2 54.0 4.239
s16c2 11 nMus 170_3 51.0 2.533
s16c2 11 nMus 170_4 51.0 2.596
s16c2 11 nMus 215_8 45.0 0
s16c2 11 nMus 216_1 151.0 2.835
s16c2 11 nMus 216_5 46.0 0.063
s16c2 11 nMus 216_6 46.0 1.063
s16c2 11 nMus 216_7 46.0 0
s16c2 11 nMus 216_8 1.0 0
s16c2 11 nMus 216_9 1.0 0
s16c2 11 nMus 65_1 64.0 1.165
s16c3 13 brlen 11_1 10.0 0.22256825909139297
s16c3 13 brlen 156_4 145.0 0.1490810630140971
s16c3 13 brlen 177_2 105.0 0.005
s16c3 13 brlen 197_1 125.0 0.4489293421692008
s16c3 13 brlen 197_8 41.0 0.30484827915511964
s16c3 13 brlen 216_1 19.0 0.005
s16c3 13 brlen 216_10 60.0 0.30984827915492785
s16c3 13 brlen 216_11 19.0 0.005
s16c3 13 brlen 216_12 19.0 0.005
s16c3 13 brlen 216_2 19.0 0.005
s16c3 13 brlen 216_3 39.0 0.4489293421692398
s16c3 13 brlen 216_4 39.0 0.4489293421692398
s16c3 13 brlen 72_1 61.0 0.005
s16c3 13 nMus 11_1 10.0 1.988
s16c3 13 nMus 156_4 145.0 1.652
s16c3 13 nMus 177_2 105.0 0.001
s16c3 13 nMus 197_1 125.0 2.008
s16c3 13 nMus 197_8 41.0 4.36
s16c3 13 nMus 216_1 19.0 0
s16c3 13 nMus 216_10 60.0 0.36
s16c3 13 nMus 216_11 19.0 0
s16c3 13 nMus 216_12 19.0 0
s16c3 13 nMus 216_2 19.0 0
s16c3 13 nMus 216_3 39.0 3.008
s16c3 13 nMus 216_4 39.0 2.008
s16c3 13 nMus 72_1 61.0 0.003
s16c4 17 brlen 149_3 109.0 0.5375386337757312
s16c4 17 brlen 151_2 59.0 0.1533186047393901
s16c4 17 brlen 194_5 45.0 0.09571112672038012
s16c4 17 brlen 195_7 46.0 0.09571112672029351
s16c4 17 brlen 202_3 51.0 0.11735123055993234
s16c4 17 brlen 203_5 52.0 0.06423084014151123
s16c4 17 brlen 216_1 124.0 0.27566983529946754
s16c4 17 brlen 216_10 21.0 0.005000000000343461
s16c4 17 brlen 216_3 14.0 0.005000000000145123
s16c4 17 brlen 216_4 14.0 0.005000000000145123
s16c4 17 brlen 216_5 13.0 0.05812039041856624
s16c4 17 brlen 216_6 13.0 0.05812039041856624
s16c4 17 brlen 216_7 22.0 0.005000000000256843
s16c4 17 brlen 216_8 22.0 0.005000000000256843
s16c4 17 brlen 216_9 21.0 0.005000000000343461
s16c4 17 brlen 40_1 39.0 0.005000000000572958
s16c4 17 brlen 92_1 52.0 0.36257992519690074
s16c4 17 nMus 149_3 109.0 2.983
s16c4 17 nMus 151_2 59.0 2.109
s16c4 17 nMus 194_5 45.0 0.017
s16c4 17 nMus 195_7 46.0 1.017
s16c4 17 nMus 202_3 51.0 0.045
s16c4 17 nMus 203_5 52.0 1.02
s16c4 17 nMus 216_1 124.0 0.154
s16c4 17 nMus 216_10 21.0 0
s16c4 17 nMus 216_3 14.0 0
s16c4 17 nMus 216_4 14.0 0
s16c4 17 nMus 216_5 13.0 0.025
s16c4 17 nMus 216_6 13.0 1.025
s16c4 17 nMus 216_7 22.0 0
s16c4 17 nMus 216_8 22.0 0
s16c4 17 nMus 216_9 21.0 0
s16c4 17 nMus 40_1 39.0 0
s16c4 17 nMus 92_1 52.0 3.846
s16c5 19 brlen 147_1 110.0 1.0128315912248294
s16c5 19 brlen 155_5 63.0 0.8781566784260906
s16c5 19 brlen 165_7 73.0 0.389057834668674
s16c5 19 brlen 202_1 55.0 0.005000000000159407
s16c5 19 brlen 211_7 46.0 0.48909884375745377
s16c5 19 brlen 212_6 47.0 0.31603911512196464
s16c5 19 brlen 213_3 66.0 0.005000000000209561
s16c5 19 brlen 216_1 14.0 0.0050000000001375776
s16c5 19 brlen 216_10 5.0 0.005000000000177792
s16c5 19 brlen 216_2 14.0 0.0050000000001375776
s16c5 19 brlen 216_3 3.0 0.005000000000087425
s16c5 19 brlen 216_4 3.0 0.005000000000087425
s16c5 19 brlen 216_5 61.0 0.005000000000215274
s16c5 19 brlen 216_6 61.0 0.005000000000215274
s16c5 19 brlen 216_7 4.0 0.17805972863566583
s16c5 19 brlen 216_8 4.0 0.17805972863566583
s16c5 19 brlen 216_9 5.0 0.005000000000177792
s16c5 19 brlen 37_1 36.0 0.00500000000048892
s16c5 19 brlen 92_2 55.0 0.13967491279881997
s16c5 19 nMus 147_1 110.0 6
s16c5 19 nMus 155_5 63.0 2.824
s16c5 19 nMus 165_7 73.0 4.329
s16c5 19 nMus 202_1 55.0 0
s16c5 19 nMus 211_7 46.0 3.494
s16c5 19 nMus 212_6 47.0 1.443
s16c5 19 nMus 213_3 66.0 0
s16c5 19 nMus 216_1 14.0 0
s16c5 19 nMus 216_10 5.0 0
s16c5 19 nMus 216_2 14.0 0
s16c5 19 nMus 216_3 3.0 0
s16c5 19 nMus 216_4 3.0 0
s16c5 19 nMus 216_5 61.0 0
s16c5 19 nMus 216_6 61.0 0
s16c5 19 nMus 216_7 4.0 1.052
s16c5 19 nMus 216_8 4.0 0.052
s16c5 19 nMus 216_9 5.0 0
s16c5 19 nMus 37_1 36.0 0
s16c5 19 nMus 92_2 55.0 1.176
s16c6 39 brlen 127_2 51.0 0.566126583319113
s16c6 39 brlen 128_5 50.0 0.10819615328445671
s16c6 39 brlen 132_1 56.0 0.7550225842780328
s16c6 39 brlen 135_5 57.0 0.2532051334197051
s16c6 39 brlen 174_3 47.0 0.18889600095863762
s16c6 39 brlen 175_5 48.0 0.005
s16c6 39 brlen 175_9 47.0 0.4057518940827035
s16c6 39 brlen 176_1 44.0 0.005
s16c6 39 brlen 177_3 45.0 0.005
s16c6 39 brlen 178_10 43.0 0.005
s16c6 39 brlen 181_9 46.0 0.2657429139463605
s16c6 39 brlen 203_13 75.0 0.4107518940814247
s16c6 39 brlen 208_15 33.0 0.005
s16c6 39 brlen 211_8 36.0 0.005
s16c6 39 brlen 213_10 38.0 0.18889600095895032
s16c6 39 brlen 213_6 39.0 0.005
s16c6 39 brlen 216_1 40.0 0.005
s16c6 39 brlen 216_10 42.0 0.009999999996303268
s16c6 39 brlen 216_11 5.0 0.18889600095969977
s16c6 39 brlen 216_12 5.0 0.18889600095969977
s16c6 39 brlen 216_13 3.0 0.005
s16c6 39 brlen 216_14 3.0 0.005
s16c6 39 brlen 216_15 35.0 0.005
s16c6 39 brlen 216_16 35.0 0.005
s16c6 39 brlen 216_17 38.0 0.26574291394680477
s16c6 39 brlen 216_18 38.0 0.26574291394680477
s16c6 39 brlen 216_20 13.0 0.005
s16c6 39 brlen 216_21 13.0 0.005
s16c6 39 brlen 216_22 8.0 0.005
s16c6 39 brlen 216_23 8.0 0.005
s16c6 39 brlen 216_24 41.0 0.009999999996234942
s16c6 39 brlen 216_3 40.0 0.005
s16c6 39 brlen 216_6 39.0 0.005
s16c6 39 brlen 216_7 39.0 0.005
s16c6 39 brlen 216_8 3.0 0.005
s16c6 39 brlen 216_9 3.0 0.005
s16c6 39 brlen 24_1 23.0 0.005
s16c6 39 brlen 76_1 52.0 0.005000000000445656
s16c6 39 brlen 78_3 54.0 0.24607453691109715
s16c6 39 nMus 127_2 51.0 3.997
s16c6 39 nMus 128_5 50.0 0.788
s16c6 39 nMus 132_1 56.0 4
s16c6 39 nMus 135_5 57.0 2.148
s16c6 39 nMus 174_3 47.0 1.003
s16c6 39 nMus 175_5 48.0 0.002
s16c6 39 nMus 175_9 47.0 2.387
s16c6 39 nMus 176_1 44.0 0
s16c6 39 nMus 177_3 45.0 0
s16c6 39 nMus 178_10 43.0 0.004
s16c6 39 nMus 181_9 46.0 1.028
s16c6 39 nMus 203_13 75.0 2.387
s16c6 39 nMus 208_15 33.0 0
s16c6 39 nMus 211_8 36.0 0
s16c6 39 nMus 213_10 38.0 1.001
s16c6 39 nMus 213_6 39.0 0
s16c6 39 nMus 216_1 40.0 0
s16c6 39 nMus 216_10 42.0 0
s16c6 39 nMus 216_11 5.0 0.001
s16c6 39 nMus 216_12 5.0 2.001
s16c6 39 nMus 216_13 3.0 0
s16c6 39 nMus 216_14 3.0 0
s16c6 39 nMus 216_15 35.0 0
s16c6 39 nMus 216_16 35.0 0
s16c6 39 nMus 216_17 38.0 1.024
s16c6 39 nMus 216_18 38.0 2.024
s16c6 39 nMus 216_20 13.0 0
s16c6 39 nMus 216_21 13.0 0
s16c6 39 nMus 216_22 8.0 0
s16c6 39 nMus 216_23 8.0 0
s16c6 39 nMus 216_24 41.0 0
s16c6 39 nMus 216_3 40.0 0
s16c6 39 nMus 216_6 39.0 0
s16c6 39 nMus 216_7 39.0 0
s16c6 39 nMus 216_8 3.0 0
s16c6 39 nMus 216_9 3.0 0
s16c6 39 nMus 24_1 23.0 0
s16c6 39 nMus 76_1 52.0 0
s16c6 39 nMus 78_3 54.0 2.825
s16c7 17 brlen 108_3 65.0 0.005000000000330004
s16c7 17 brlen 112_5 69.0 0.03257715228698663
s16c7 17 brlen 167_5 55.0 0.005000000000101352
s16c7 17 brlen 172_4 64.0 0.4018894070067556
s16c7 17 brlen 173_3 65.0 0.07173378094246761
s16c7 17 brlen 174_10 62.0 0.4676882600236358
s16c7 17 brlen 216_1 215.0 0.6616017020969045
s16c7 17 brlen 216_2 43.0 0.4285316313679997
s16c7 17 brlen 216_3 43.0 0.4285316313679997
s16c7 17 brlen 216_4 44.0 0.09837600530371168
s16c7 17 brlen 216_5 44.0 0.09837600530371168
s16c7 17 brlen 216_6 49.0 0.46768826002370656
